
Integration time [ms]:   1.500
Averaging Nr. [scans]: 100
Smoothing Nr. [pixels]: 3
Data measured with spectrometer [name]: 1908047U1
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
167.039;  359.311;    0.490;  223.937
167.592;  355.743;    0.099;  220.099
168.145;  354.506;    0.239;  219.343
168.698;  356.779;    0.633;  233.576
169.251;  359.792;    0.546;  250.380
169.805;  349.991;   -0.151;  231.070
170.358;  340.497;   -0.627;  205.186
170.911;  337.957;   -0.514;  206.950
171.464;  341.330;    0.264;  213.754
172.017;  340.532;    0.496;  212.202
172.570;  338.429;   -0.048;  204.650
173.123;  327.596;   -0.650;  165.281
173.677;  324.396;   -0.624;  145.419
174.230;  325.257;   -0.040;  137.518
174.783;  325.958;    0.146;  128.423
175.336;  325.092;   -0.388;  122.164
175.889;  325.025;   -0.823;  131.546
176.443;  323.244;   -0.943;  142.725
176.996;  322.917;   -0.631;  150.585
177.549;  325.650;   -0.251;  152.597
178.102;  317.389;   -0.776;  154.093
178.656;  316.899;   -1.050;  162.210
179.209;  327.260;   -0.793;  194.327
179.762;  332.117;   -0.216;  200.188
180.316;  335.734;    0.432;  195.494
180.869;  340.735;    0.357;  203.059
181.422;  340.326;   -0.097;  206.060
181.976;  348.856;   -0.141;  208.198
182.529;  350.040;   -0.067;  209.382
183.082;  343.345;    0.160;  195.925
183.636;  344.825;    0.277;  209.978
184.189;  348.858;    0.227;  223.233
184.742;  348.573;    0.203;  222.744
185.296;  351.878;    0.527;  234.617
185.849;  353.206;    1.033;  243.134
186.403;  358.319;    1.534;  258.465
186.956;  360.889;    1.486;  272.314
187.510;  350.390;    0.730;  250.674
188.063;  343.997;    0.337;  233.093
188.616;  345.181;    0.616;  242.778
189.170;  352.275;    1.193;  268.651
189.723;  353.950;    1.132;  275.893
190.277;  352.630;    0.729;  277.982
190.830;  343.367;    0.172;  253.698
191.384;  345.133;    0.529;  255.823
191.937;  345.525;    0.950;  258.270
192.491;  343.149;    0.780;  249.932
193.044;  333.434;    0.199;  221.050
193.598;  328.930;   -0.220;  206.899
194.152;  325.806;   -0.194;  192.022
194.705;  321.223;    0.213;  183.121
195.259;  321.103;    0.453;  178.953
195.812;  320.475;    0.172;  179.429
196.366;  317.653;   -0.017;  169.020
196.919;  317.606;   -0.017;  177.349
197.473;  319.744;    0.549;  197.773
198.027;  319.290;    0.733;  210.611
198.580;  320.794;    0.504;  218.090
199.134;  327.907;    0.286;  251.004
199.688;  330.651;    0.156;  279.800
200.241;  330.294;    0.460;  287.300
200.795;  332.453;    0.899;  301.186
201.349;  331.571;    0.862;  299.919
201.902;  325.634;    0.462;  282.093
202.456;  327.359;    0.543;  285.254
203.010;  322.553;    0.820;  271.297
203.563;  315.521;    1.349;  241.150
204.117;  311.200;    1.250;  235.284
204.671;  301.093;    0.706;  203.856
205.224;  296.689;    0.377;  201.152
205.778;  295.938;    0.616;  210.287
206.332;  288.754;    0.850;  193.502
206.886;  277.282;    0.677;  169.325
207.439;  271.997;    0.339;  170.309
207.993;  266.332;    0.123;  170.826
208.547;  266.433;    0.220;  197.406
209.101;  262.271;    0.629;  213.198
209.655;  257.879;    0.942;  223.561
210.208;  253.000;    0.852;  234.685
210.762;  248.965;    0.606;  240.586
211.316;  244.077;    0.357;  259.985
211.870;  241.024;    0.616;  271.264
212.424;  229.448;    0.707;  251.076
212.978;  222.415;    0.354;  234.412
213.531;  215.905;   -0.331;  230.097
214.085;  224.201;   -0.361;  265.819
214.639;  231.124;   -0.186;  298.030
215.193;  244.369;    0.516;  327.768
215.747;  249.443;    0.559;  339.924
216.301;  264.131;    0.333;  378.115
216.855;  270.505;    0.040;  380.979
217.408;  277.503;    0.102;  385.425
217.962;  283.211;    0.507;  398.915
218.516;  289.907;    0.750;  412.690
219.070;  289.730;    0.286;  414.748
219.624;  295.932;   -0.047;  468.086
220.178;  294.473;   -0.281;  503.832
220.732;  294.822;    0.163;  559.737
221.286;  297.517;    0.552;  639.033
221.840;  292.151;    0.197;  688.959
222.394;  284.722;   -0.250;  748.833
222.948;  273.662;   -0.606;  814.889
223.502;  267.522;   -0.263;  874.108
224.056;  270.932;    0.542;  981.147
224.610;  274.768;    0.659; 1079.019
225.164;  276.849;    0.507; 1148.415
225.718;  278.123;    0.254; 1222.435
226.272;  279.788;    0.537; 1299.885
226.826;  287.338;    1.133; 1396.841
227.380;  289.286;    1.299; 1478.244
227.934;  293.705;    1.149; 1574.331
228.488;  291.565;    0.656; 1663.035
229.042;  290.746;    0.607; 1761.206
229.596;  292.394;    1.153; 1869.580
230.150;  295.453;    1.426; 2018.704
230.704;  297.353;    1.319; 2124.937
231.258;  299.234;    0.973; 2227.511
231.812;  293.394;    0.672; 2288.332
232.366;  294.604;    1.106; 2359.752
232.920;  296.822;    1.500; 2434.752
233.475;  297.070;    1.270; 2478.347
234.029;  297.287;    0.827; 2519.393
234.583;  299.909;    0.623; 2576.057
235.137;  300.535;    0.583; 2617.121
235.691;  303.646;    0.956; 2652.944
236.245;  305.938;    0.967; 2687.143
236.799;  305.126;    0.484; 2698.259
237.353;  306.717;    0.032; 2752.390
237.907;  311.596;    0.153; 2761.727
238.462;  313.981;    0.413; 2785.468
239.016;  322.692;    0.717; 2812.104
239.570;  330.257;    0.362; 2827.286
240.124;  336.328;   -0.247; 2822.374
240.678;  353.119;   -0.058; 2856.755
241.232;  370.480;    0.580; 2850.436
241.787;  382.068;    0.866; 2825.305
242.341;  396.846;    0.844; 2775.853
242.895;  411.028;    0.547; 2729.929
243.449;  424.606;    0.470; 2661.678
244.003;  445.493;    0.993; 2640.098
244.558;  460.013;    1.139; 2596.839
245.112;  473.884;    0.827; 2559.348
245.666;  495.871;    0.262; 2550.339
246.220;  524.933;   -0.176; 2576.008
246.774;  563.959;    0.074; 2613.732
247.329;  603.698;    0.366; 2665.573
247.883;  648.382;    0.383; 2716.526
248.437;  700.572;    0.142; 2772.716
248.991;  774.388;    0.247; 2899.593
249.546;  851.448;    0.579; 3009.092
250.100;  932.210;    1.172; 3096.640
250.654; 1021.101;    1.290; 3213.949
251.208; 1123.147;    0.979; 3342.878
251.763; 1240.201;    0.759; 3492.765
252.317; 1425.746;    1.510; 3802.482
252.871; 1579.961;    1.807; 3958.187
253.425; 1744.472;    2.212; 4150.249
253.980; 1934.103;    2.153; 4415.629
254.534; 2130.641;    1.869; 4636.183
255.088; 2343.228;    1.747; 4869.483
255.642; 2574.552;    1.882; 5141.348
256.197; 2775.633;    1.570; 5310.366
256.751; 3037.331;    1.357; 5628.093
257.305; 3307.987;    0.804; 5929.252
257.860; 3577.500;    0.476; 6235.714
258.414; 3857.603;    0.497; 6637.004
258.968; 4150.031;    1.073; 7066.455
259.523; 4444.813;    1.457; 7492.314
260.077; 4707.504;    1.330; 7883.355
260.631; 4934.094;    0.829; 8234.991
261.186; 5151.846;    0.966; 8614.577
261.740; 5335.030;    1.572; 8973.924
262.294; 5477.512;    1.673; 9295.035
262.849; 5594.541;    1.484; 9672.979
263.403; 5664.206;    1.190;10019.032
263.957; 5703.874;    0.854;10365.578
264.512; 5688.028;    1.250;10705.432
265.066; 5635.230;    1.463;11028.701
265.620; 5559.753;    1.007;11322.521
266.175; 5457.749;    0.616;11636.590
266.729; 5310.475;    0.080;11821.056
267.283; 5164.149;   -0.010;12053.292
267.838; 5010.333;    0.469;12269.140
268.392; 4864.297;    0.656;12475.800
268.946; 4710.137;    0.369;12694.704
269.501; 4567.247;    0.183;12898.050
270.055; 4429.669;    0.549;13070.373
270.610; 4266.214;    1.290;13247.700
271.164; 4074.685;    1.603;13348.588
271.718; 3869.329;    1.359;13437.129
272.273; 3658.102;    1.006;13527.156
272.827; 3445.433;    1.039;13589.958
273.381; 3205.563;    1.626;13652.798
273.936; 2959.868;    1.967;13693.679
274.490; 2724.153;    1.659;13759.029
275.045; 2481.911;    0.996;13775.910
275.599; 2263.314;    0.789;13782.016
276.153; 2063.862;    1.163;13820.409
276.708; 1864.677;    1.484;13848.893
277.262; 1680.173;    1.116;13903.695
277.817; 1521.366;    0.623;14007.138
278.371; 1387.845;    0.469;14136.773
278.925; 1286.161;    1.012;14346.304
279.480; 1180.670;    1.474;14613.256
280.034; 1083.629;    1.289;14904.528
280.589; 1014.489;    0.996;15302.363
281.143;  951.485;    0.656;15618.002
281.698;  896.504;    0.680;15940.294
282.252;  868.671;    1.693;16291.759
282.806;  836.120;    2.107;16682.402
283.361;  803.025;    1.740;17101.295
283.915;  774.803;    1.566;17561.377
284.470;  752.555;    1.603;17888.264
285.024;  728.621;    2.146;18173.012
285.579;  704.765;    2.663;18531.531
286.133;  664.366;    1.952;18901.814
286.687;  625.975;    1.124;19216.586
287.242;  606.758;    1.049;19572.494
287.796;  588.617;    1.319;19864.744
288.351;  573.605;    1.293;20240.389
288.905;  575.764;    1.307;20798.324
289.460;  566.794;    0.924;21286.486
290.014;  561.373;    0.769;21790.734
290.569;  560.346;    1.099;22316.279
291.123;  561.044;    1.524;22857.588
291.677;  561.201;    1.614;23385.848
292.232;  552.439;    1.654;23904.844
292.786;  539.412;    1.236;24358.730
293.341;  533.909;    1.123;24727.863
293.895;  531.063;    1.424;25123.277
294.450;  531.896;    1.734;25524.271
295.004;  536.078;    1.660;25811.418
295.559;  537.425;    1.344;26092.074
296.113;  540.438;    1.007;26333.066
296.667;  544.640;    1.153;26507.764
297.222;  559.575;    1.546;26739.646
297.776;  570.142;    1.497;26858.646
298.331;  581.254;    1.074;26864.711
298.885;  592.980;    0.813;26810.711
299.440;  616.085;    0.924;26722.340
299.994;  636.966;    1.496;26606.666
300.549;  663.264;    1.870;26585.238
301.103;  686.282;    1.510;26531.613
301.658;  728.420;    1.507;26449.648
302.212;  767.427;    1.649;26399.551
302.766;  801.579;    2.019;26372.904
303.321;  839.556;    2.332;26403.324
303.875;  897.013;    2.316;26491.959
304.430;  945.806;    1.829;26471.434
304.984;  994.716;    1.706;26514.270
305.539; 1042.872;    1.530;26622.086
306.093; 1117.293;    2.134;26824.564
306.648; 1188.718;    1.822;27084.906
307.202; 1243.524;    1.302;27340.906
307.756; 1286.361;    0.894;27544.486
308.311; 1342.067;    1.387;27814.803
308.865; 1391.648;    1.893;28011.299
309.420; 1453.148;    2.279;28199.574
309.974; 1470.697;    1.633;28340.434
310.529; 1488.699;    1.516;28338.043
311.083; 1506.243;    1.613;28281.004
311.638; 1516.831;    2.163;28047.199
312.192; 1515.091;    2.329;27875.396
312.747; 1504.333;    2.009;27810.410
313.301; 1468.174;    1.543;27785.930
313.855; 1440.294;    1.253;27746.797
314.410; 1416.050;    1.904;27830.840
314.964; 1393.203;    2.407;27972.625
315.519; 1360.985;    2.216;28425.551
316.073; 1320.017;    1.554;28824.047
316.628; 1281.453;    1.422;29130.102
317.182; 1236.486;    1.694;29528.285
317.736; 1192.151;    2.139;29925.502
318.291; 1148.800;    1.876;30299.746
318.845; 1094.040;    1.516;30697.639
319.400; 1037.098;    1.159;30855.463
319.954;  975.340;    1.423;31015.430
320.509;  918.233;    1.697;31209.553
321.063;  853.997;    1.430;31187.637
321.617;  790.165;    1.064;31147.822
322.172;  719.092;    0.469;31148.564
322.726;  655.810;    0.536;31027.078
323.281;  604.533;    1.067;31078.949
323.835;  562.473;    1.472;30995.207
324.390;  515.821;    1.394;30892.326
324.944;  475.745;    1.324;30724.332
325.498;  436.552;    1.257;30569.758
326.053;  402.173;    1.956;30409.090
326.607;  368.159;    2.116;30261.652
327.162;  336.709;    1.872;29994.971
327.716;  303.269;    1.424;29789.141
328.270;  278.848;    1.204;29503.053
328.825;  256.971;    1.574;29315.000
329.379;  244.148;    2.222;29152.016
329.934;  229.049;    2.087;28887.242
330.488;  214.126;    1.857;28662.639
331.042;  202.035;    1.616;28513.902
331.597;  191.033;    1.512;28416.201
332.151;  182.715;    2.052;28439.477
332.706;  179.859;    2.127;28491.287
333.260;  167.232;    1.584;28518.180
333.814;  160.488;    1.354;28708.705
334.369;  155.981;    1.309;28963.756
334.923;  152.510;    1.839;29207.672
335.477;  147.843;    2.197;29507.557
336.032;  144.965;    1.890;29740.414
336.586;  137.360;    1.540;29957.424
337.140;  138.790;    1.644;30124.875
337.695;  144.026;    2.210;30217.273
338.249;  149.142;    2.759;30163.551
338.804;  148.857;    2.517;30131.803
339.358;  154.338;    2.399;29945.625
339.912;  155.819;    2.323;29680.383
340.467;  152.195;    2.247;29450.922
341.021;  151.254;    2.737;29186.371
341.575;  147.379;    2.416;28884.750
342.130;  145.482;    1.889;28621.021
342.684;  149.453;    1.543;28255.734
343.238;  153.076;    1.394;27933.422
343.793;  160.873;    1.564;27596.031
344.347;  180.021;    1.837;27245.014
344.901;  199.538;    1.283;26948.455
345.455;  227.412;    1.007;26646.621
346.010;  257.800;    0.923;26303.057
346.564;  311.435;    1.790;25967.205
347.118;  365.330;    2.282;25617.910
347.673;  430.737;    2.040;25298.354
348.227;  504.765;    1.614;24984.043
348.781;  601.778;    1.683;24670.641
349.336;  703.690;    1.924;24409.111
349.890;  826.459;    2.314;24177.725
350.444;  950.166;    1.497;24041.117
350.998; 1111.811;    0.779;23966.352
351.553; 1296.594;    0.853;23894.701
352.107; 1501.018;    1.294;23813.922
352.661; 1713.192;    1.396;23740.139
353.215; 1967.710;    1.484;23687.559
353.770; 2243.117;    1.089;23711.092
354.324; 2534.588;    1.049;23668.881
354.878; 2841.118;    1.224;23576.838
355.432; 3159.710;    1.434;23603.270
355.987; 3493.272;    1.367;23579.992
356.541; 3831.123;    1.234;23601.512
357.095; 4156.776;    0.693;23586.143
357.649; 4474.628;    0.537;23515.674
358.203; 4782.080;    0.763;23591.217
358.758; 5075.971;    1.033;23713.898
359.312; 5340.393;    0.956;23744.121
359.866; 5607.488;    0.922;23830.150
360.420; 5822.029;    0.863;23919.086
360.974; 5992.739;    1.160;24024.520
361.529; 6117.649;    1.667;24066.256
362.083; 6220.199;    1.714;24015.072
362.637; 6254.859;    1.454;23843.332
363.191; 6261.404;    1.277;23686.980
363.745; 6211.831;    1.239;23574.730
364.299; 6148.317;    1.540;23275.020
364.854; 6091.664;    1.793;23004.582
365.408; 6030.678;    1.672;22832.361
365.962; 5980.983;    1.867;22694.938
366.516; 5908.415;    1.912;22598.512
367.070; 5825.211;    2.243;22514.027
367.624; 5734.975;    2.447;22414.686
368.178; 5678.526;    2.469;22382.342
368.733; 5551.462;    2.214;22190.098
369.287; 5417.914;    2.070;21957.773
369.841; 5241.581;    2.169;21666.898
370.395; 5075.888;    2.696;21434.756
370.949; 4901.820;    2.530;21176.719
371.503; 4724.313;    2.272;20857.873
372.057; 4535.221;    2.347;20664.771
372.611; 4368.401;    2.583;20616.932
373.165; 4188.964;    2.980;20522.125
373.719; 4033.412;    2.860;20495.113
374.273; 3884.390;    2.349;20506.424
374.827; 3776.197;    2.120;20575.273
375.381; 3643.561;    2.134;20700.756
375.935; 3496.201;    2.203;20870.318
376.489; 3396.873;    2.386;21010.650
377.043; 3296.461;    2.034;21245.135
377.597; 3183.053;    1.577;21402.420
378.151; 3080.112;    1.196;21493.182
378.705; 2955.511;    1.479;21569.070
379.259; 2851.423;    1.754;21522.289
379.813; 2759.761;    1.423;21474.793
380.367; 2650.333;    0.873;21484.975
380.921; 2563.727;    0.797;21414.805
381.475; 2479.994;    1.229;21378.598
382.029; 2391.174;    1.902;21284.203
382.583; 2306.948;    1.850;21271.482
383.137; 2219.585;    1.359;21301.518
383.691; 2133.792;    1.177;21300.807
384.245; 2049.614;    1.234;21209.238
384.799; 1965.497;    1.590;21174.924
385.353; 1874.082;    1.592;21108.598
385.907; 1795.689;    1.316;21192.297
386.461; 1716.032;    1.083;21215.785
387.015; 1655.549;    1.360;21203.338
387.569; 1589.355;    1.889;21174.619
388.122; 1522.289;    2.104;21097.770
388.676; 1450.515;    1.903;21012.865
389.230; 1389.290;    1.553;20967.229
389.784; 1333.453;    1.410;20923.844
390.338; 1286.325;    1.933;20870.760
390.892; 1225.125;    1.982;20801.979
391.446; 1176.815;    1.653;20746.834
391.999; 1138.352;    1.459;20785.510
392.553; 1109.407;    1.220;20842.127
393.107; 1097.253;    1.697;20918.428
393.661; 1083.955;    2.186;20928.527
394.215; 1059.157;    2.016;20849.471
394.768; 1044.714;    1.859;20884.371
395.322; 1040.985;    1.867;20896.906
395.876; 1030.711;    2.114;20921.127
396.430; 1023.266;    2.769;20898.637
396.984;  993.694;    2.666;20817.242
397.537;  963.404;    2.269;20688.838
398.091;  945.948;    1.972;20699.154
398.645;  936.661;    2.234;20627.068
399.198;  910.167;    2.689;20504.336
399.752;  880.398;    2.704;20371.180
400.306;  850.332;    2.034;20250.672
400.860;  831.838;    1.823;20129.586
401.413;  815.450;    1.749;20069.705
401.967;  805.675;    2.179;19988.576
402.521;  786.510;    2.394;19907.193
403.074;  771.331;    2.083;19895.150
403.628;  762.291;    1.956;19857.600
404.182;  753.153;    1.919;19800.021
404.735;  737.804;    2.024;19732.807
405.289;  725.690;    2.382;19662.846
405.843;  709.244;    2.070;19524.451
406.396;  693.763;    1.782;19413.264
406.950;  683.826;    1.594;19221.857
407.503;  676.378;    1.399;18984.822
408.057;  662.684;    1.927;18753.191
408.611;  650.300;    1.907;18601.270
409.164;  642.344;    1.660;18458.930
409.718;  631.087;    1.399;18288.682
410.271;  619.716;    1.146;18133.148
410.825;  604.967;    1.410;18012.455
411.378;  586.609;    1.899;17928.895
411.932;  572.943;    1.537;17856.725
412.485;  569.587;    1.200;17696.875
413.039;  563.496;    1.014;17527.594
413.592;  556.858;    1.517;17508.240
414.146;  551.013;    2.139;17459.979
414.699;  547.873;    2.102;17396.783
415.253;  544.848;    1.862;17302.285
415.806;  550.121;    1.943;17208.291
416.360;  544.298;    2.102;17176.025
416.913;  528.681;    2.394;17166.963
417.466;  527.140;    2.573;17054.414
418.020;  528.272;    2.026;17014.334
418.573;  524.018;    1.532;17029.051
419.127;  530.411;    1.297;17176.988
419.680;  542.440;    1.624;17421.408
420.233;  560.519;    1.959;17641.104
420.787;  586.567;    1.922;17828.533
421.340;  600.417;    1.173;18077.789
421.894;  612.860;    1.093;18257.363
422.447;  634.182;    1.720;18406.648
423.000;  646.709;    2.184;18408.650
423.553;  650.225;    1.816;18379.383
424.107;  661.611;    1.613;18282.965
424.660;  671.164;    1.514;18085.246
425.213;  678.498;    1.934;17834.660
425.767;  688.855;    2.327;17649.459
426.320;  704.179;    2.252;17452.555
426.873;  716.900;    1.960;17170.824
427.426;  735.004;    1.932;16950.828
427.980;  758.347;    2.239;16857.219
428.533;  774.256;    2.722;16754.145
429.086;  793.700;    2.900;16615.451
429.639;  815.865;    2.762;16493.891
430.192;  832.503;    2.344;16340.891
430.746;  849.638;    2.006;16243.344
431.299;  869.633;    2.322;16024.472
431.852;  881.969;    2.293;15833.229
432.405;  907.363;    1.854;15705.715
432.958;  937.195;    1.516;15577.941
433.511;  971.647;    1.394;15405.151
434.064; 1013.673;    1.970;15264.161
434.618; 1067.810;    2.657;15210.028
435.171; 1120.883;    2.524;15236.144
435.724; 1175.885;    2.299;15147.426
436.277; 1239.671;    2.116;15147.960
436.830; 1310.480;    2.199;15154.341
437.383; 1378.421;    2.389;15153.959
437.936; 1455.730;    2.160;15213.801
438.489; 1545.673;    1.732;15315.050
439.042; 1651.746;    1.554;15404.146
439.595; 1759.401;    1.406;15457.778
440.148; 1888.353;    2.030;15557.823
440.701; 2007.284;    2.400;15696.485
441.254; 2127.898;    2.054;15775.416
441.807; 2248.347;    1.649;15859.172
442.360; 2366.293;    1.599;15981.597
442.913; 2495.542;    1.869;16110.760
443.466; 2628.593;    2.222;16298.816
444.018; 2753.836;    1.820;16424.895
444.571; 2902.705;    1.292;16585.398
445.124; 3080.078;    1.276;16878.648
445.677; 3305.205;    1.923;17229.840
446.230; 3540.683;    2.504;17594.146
446.783; 3797.995;    2.380;18064.014
447.336; 4105.901;    2.113;18674.588
447.888; 4439.194;    1.829;19301.225
448.441; 4820.624;    1.942;20007.875
448.994; 5236.477;    2.613;20734.004
449.547; 5653.311;    2.213;21495.510
450.099; 6098.140;    1.696;22254.613
450.652; 6542.389;    1.496;22895.506
451.205; 6976.499;    1.327;23460.619
451.758; 7445.397;    2.059;24134.697
452.310; 7857.027;    2.246;24729.506
452.863; 8241.427;    1.922;25201.469
453.416; 8593.235;    1.686;25500.367
453.968; 8938.969;    1.369;25802.340
454.521; 9257.046;    1.574;26090.832
455.074; 9589.338;    2.090;26478.313
455.626; 9867.736;    1.527;26716.381
456.179;10170.092;    1.156;26966.133
456.732;10486.242;    0.914;27342.787
457.284;10829.482;    1.274;27745.297
457.837;11212.801;    1.703;28049.557
458.389;11610.554;    1.747;28410.693
458.942;11999.831;    1.820;28558.881
459.494;12398.858;    1.866;28850.662
460.047;12821.533;    1.937;29184.119
460.599;13257.678;    2.434;29409.664
461.152;13666.675;    2.716;29662.150
461.704;14018.742;    2.786;29898.029
462.257;14348.154;    2.439;30135.412
462.809;14667.382;    1.800;30426.805
463.362;14978.971;    2.139;30624.643
463.914;15245.810;    2.703;30758.453
464.467;15454.942;    2.336;30871.873
465.019;15684.624;    1.807;30990.223
465.571;15870.865;    1.520;31090.037
466.124;16083.667;    1.813;31254.561
466.676;16252.564;    2.386;31373.615
467.229;16397.806;    2.237;31392.443
467.781;16531.467;    1.743;31415.758
468.333;16678.137;    1.543;31539.332
468.885;16781.685;    1.457;31655.814
469.438;16881.185;    1.712;31748.795
469.990;16981.156;    1.772;31751.547
470.542;17107.909;    1.347;31918.857
471.095;17239.495;    1.120;32155.582
471.647;17397.764;    1.322;32421.803
472.199;17544.320;    1.853;32546.111
472.751;17732.458;    2.572;32718.479
473.303;17944.973;    2.549;33041.320
473.856;18180.499;    2.516;33350.652
474.408;18378.492;    2.353;33585.246
474.960;18604.119;    2.633;33910.680
475.512;18830.432;    2.804;34154.949
476.064;19096.839;    2.573;34539.535
476.616;19365.340;    2.134;34967.367
477.168;19671.636;    1.953;35302.965
477.720;19947.457;    2.009;35659.094
478.272;20293.164;    2.733;35952.043
478.824;20597.609;    2.703;36127.410
479.376;20876.004;    2.282;36288.531
479.928;21101.841;    1.819;36305.574
480.480;21282.505;    1.867;36193.648
481.032;21414.782;    2.503;36139.602
481.584;21492.212;    2.677;35989.031
482.136;21510.717;    2.369;35870.645
482.688;21494.664;    1.929;35665.895
483.240;21509.912;    2.156;35556.148
483.792;21502.939;    2.893;35552.098
484.344;21516.215;    2.843;35478.727
484.896;21539.484;    2.297;35413.402
485.448;21565.481;    1.614;35332.148
485.999;21612.563;    1.312;35335.699
486.551;21759.673;    2.014;35424.953
487.103;21869.247;    2.332;35449.473
487.655;22032.348;    2.017;35367.098
488.207;22183.690;    1.869;35367.191
488.758;22327.295;    1.843;35219.875
489.310;22515.862;    2.244;35051.664
489.862;22711.339;    2.786;34840.652
490.414;22806.778;    2.760;34534.398
490.965;22896.658;    2.762;34138.566
491.517;22884.917;    2.729;33744.191
492.069;22810.182;    2.702;33286.777
492.620;22661.146;    2.850;32785.492
493.172;22402.620;    3.092;32180.316
493.724;22023.179;    2.614;31491.195
494.275;21600.600;    2.122;30783.773
494.827;21126.439;    1.743;30114.309
495.378;20616.882;    2.044;29348.791
495.930;20073.672;    2.550;28638.299
496.481;19504.701;    2.702;27875.699
497.033;18969.883;    2.303;27266.074
497.584;18486.460;    2.249;26717.234
498.136;18048.835;    3.017;26180.563
498.687;17571.281;    3.606;25583.523
499.239;17115.399;    3.493;25109.701
499.790;16707.782;    3.153;24652.186
500.342;16329.505;    2.799;24273.920
500.893;15968.839;    3.027;23856.111
501.444;15617.046;    3.447;23441.369
501.996;15266.515;    2.983;23114.922
502.547;14975.053;    2.526;22823.727
503.098;14823.686;    3.136;22486.547
503.650;14606.040;    3.196;22118.588
504.201;14390.572;    3.617;21869.178
504.752;14164.548;    3.916;21635.783
505.303;13948.239;    3.617;21420.023
505.855;13710.038;    3.219;21200.555
506.406;13489.549;    2.917;20947.488
506.957;13169.644;    2.223;20790.715
507.508;12931.887;    2.282;20601.246
508.060;12682.030;    2.087;20310.139
508.611;12415.287;    1.549;20053.422
509.162;12117.213;    1.139;19639.668
509.713;11851.172;    1.310;19256.934
510.264;11585.472;    1.830;18995.607
510.815;11351.000;    1.987;18766.771
511.366;11124.930;    1.833;18538.787
511.917;10949.040;    1.559;18376.559
512.468;10806.080;    1.662;18184.379
513.019;10720.401;    2.434;18075.482
513.570;10638.725;    2.582;17912.895
514.121;10557.355;    2.273;17685.191
514.672;10512.747;    1.946;17464.381
515.223;10498.008;    1.840;17317.418
515.774;10524.127;    2.246;17190.230
516.325;10561.720;    2.597;17064.516
516.876;10599.498;    2.137;16972.088
517.427;10675.283;    1.897;16852.500
517.977;10802.321;    1.684;16829.553
518.528;10925.387;    1.913;16766.789
