
Integration time [ms]:   1.500
Averaging Nr. [scans]: 100
Smoothing Nr. [pixels]: 3
Data measured with spectrometer [name]: 1908047U1
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
509.162; 4588.413;    1.139;19639.668
509.713; 4521.896;    1.310;19256.934
510.264; 4447.861;    1.830;18995.607
510.815; 4389.557;    1.987;18766.771
511.366; 4335.352;    1.833;18538.787
511.917; 4303.613;    1.559;18376.559
512.468; 4287.637;    1.662;18184.379
513.019; 4300.218;    2.434;18075.482
513.570; 4305.689;    2.582;17912.895
514.121; 4312.381;    2.273;17685.191
514.672; 4335.693;    1.946;17464.381
515.223; 4372.272;    1.840;17317.418
515.774; 4429.900;    2.246;17190.230
516.325; 4489.127;    2.597;17064.516
516.876; 4543.069;    2.137;16972.088
517.427; 4623.147;    1.897;16852.500
517.977; 4726.601;    1.684;16829.553
518.528; 4828.172;    1.913;16766.789
519.079; 4936.899;    2.636;16643.695
519.630; 5036.004;    2.637;16517.559
520.181; 5150.585;    2.292;16393.189
520.731; 5289.617;    2.093;16230.644
521.282; 5417.912;    2.262;16145.105
521.833; 5540.030;    2.833;15953.990
522.384; 5664.995;    3.003;15736.516
522.934; 5771.231;    2.524;15565.753
523.485; 5868.666;    2.183;15287.285
524.036; 5970.584;    2.237;15035.617
524.586; 6060.707;    2.803;14812.778
525.137; 6128.523;    2.873;14528.730
525.687; 6199.138;    2.540;14334.950
526.238; 6263.490;    1.984;14182.572
526.788; 6317.682;    1.686;13979.543
527.339; 6387.415;    1.906;13912.451
527.889; 6436.849;    2.084;13840.368
528.440; 6464.360;    1.917;13741.925
528.990; 6523.122;    1.562;13694.818
529.541; 6574.412;    1.103;13649.667
530.091; 6643.029;    1.544;13573.315
530.642; 6719.411;    1.986;13536.518
531.192; 6769.873;    1.922;13433.861
531.742; 6835.367;    1.774;13329.195
532.293; 6907.444;    1.506;13240.494
532.843; 6986.116;    1.989;13155.667
533.393; 7073.112;    3.007;13067.846
533.944; 7117.261;    3.190;12937.999
534.494; 7154.970;    2.904;12841.794
535.044; 7220.388;    2.793;12827.269
535.594; 7262.015;    2.776;12724.246
536.145; 7322.332;    3.426;12705.307
536.695; 7317.813;    3.626;12650.707
537.245; 7287.065;    3.290;12536.481
537.795; 7233.436;    2.870;12405.452
538.345; 7163.625;    2.602;12205.625
538.895; 7070.788;    2.696;11973.585
539.445; 7007.706;    3.359;11850.345
539.995; 6905.088;    3.229;11644.610
540.546; 6813.024;    2.790;11454.025
541.096; 6719.937;    2.564;11253.143
541.646; 6675.575;    2.876;11160.063
542.196; 6631.908;    3.986;11117.994
542.745; 6588.639;    4.383;10992.626
543.295; 6519.301;    3.679;10818.802
543.845; 6469.710;    3.020;10664.616
544.395; 6460.728;    3.157;10537.937
544.945; 6456.867;    3.542;10437.008
545.495; 6448.553;    3.429;10312.914
546.045; 6469.776;    2.642;10157.087
546.595; 6553.141;    2.114;10132.882
547.144; 6627.913;    1.857;10129.313
547.694; 6715.043;    2.146;10071.276
548.244; 6883.812;    2.586;10157.261
548.794; 7039.858;    2.499;10213.468
549.343; 7198.727;    2.292;10254.829
549.893; 7389.245;    2.319;10309.021
550.443; 7532.096;    2.772;10297.742
550.992; 7722.677;    3.576;10341.335
551.542; 7886.319;    3.669;10400.935
552.092; 7946.301;    2.873;10295.830
552.641; 8013.927;    2.409;10220.709
553.191; 8048.409;    2.432;10088.492
553.740; 8014.199;    2.596; 9981.619
554.290; 7968.129;    2.409; 9879.782
554.839; 7864.523;    1.797; 9732.347
555.389; 7745.438;    1.489; 9579.819
555.938; 7632.073;    1.624; 9448.642
556.488; 7541.463;    2.280; 9380.240
557.037; 7442.316;    2.792; 9306.070
557.587; 7347.351;    2.614; 9193.501
558.136; 7261.890;    2.304; 9074.878
558.685; 7201.032;    2.067; 8978.863
559.235; 7189.643;    2.554; 8970.063
559.784; 7163.237;    2.873; 8935.447
560.333; 7107.834;    2.320; 8842.257
560.882; 7079.108;    1.557; 8798.376
561.432; 7112.073;    2.362; 8811.530
561.981; 7117.893;    3.004; 8832.772
562.530; 7111.765;    3.846; 8854.897
563.079; 7078.317;    3.802; 8845.270
563.628; 7087.290;    3.680; 8890.656
564.177; 7085.431;    3.587; 8926.356
564.727; 7073.568;    3.702; 8930.638
565.276; 7027.231;    3.030; 8935.100
565.825; 7002.972;    2.650; 8923.014
566.374; 6993.175;    2.376; 8880.985
566.923; 6988.862;    1.913; 8842.500
567.472; 6960.136;    1.547; 8767.553
568.021; 6960.128;    1.879; 8729.559
568.570; 6971.848;    2.146; 8743.938
569.118; 6978.956;    1.980; 8718.981
569.667; 7004.960;    1.466; 8718.521
570.216; 7025.813;    1.053; 8738.259
570.765; 7058.762;    1.536; 8729.440
571.314; 7085.529;    1.957; 8677.952
571.863; 7106.780;    1.730; 8637.989
572.412; 7142.032;    1.516; 8576.199
572.960; 7208.533;    1.499; 8565.977
573.509; 7281.904;    2.052; 8576.002
574.058; 7362.798;    2.622; 8564.113
574.606; 7433.780;    2.579; 8566.061
575.155; 7506.406;    2.123; 8557.312
575.704; 7601.877;    2.007; 8559.807
576.252; 7724.030;    2.043; 8606.314
576.801; 7815.505;    2.240; 8616.514
577.349; 7928.234;    2.630; 8592.634
577.898; 8054.097;    2.533; 8606.127
578.447; 8167.997;    2.204; 8612.758
578.995; 8324.561;    2.262; 8671.027
579.543; 8475.349;    2.560; 8692.212
580.092; 8598.983;    2.830; 8705.449
580.640; 8736.098;    2.753; 8701.837
581.189; 8858.121;    2.173; 8714.320
581.737; 8985.677;    1.720; 8741.893
582.286; 9139.115;    2.182; 8766.525
582.834; 9288.011;    2.827; 8813.563
583.382; 9433.204;    2.799; 8908.095
583.930; 9591.378;    2.554; 8984.256
584.479; 9759.933;    2.374; 9092.036
585.027; 9914.977;    2.482; 9187.023
585.575;10076.326;    2.706; 9277.856
586.123;10262.130;    2.640; 9419.933
586.671;10450.029;    2.320; 9590.307
587.220;10648.834;    2.210; 9733.620
587.768;10818.530;    1.994; 9897.634
588.316;11020.035;    2.263;10096.534
588.864;11223.718;    2.514;10316.001
589.412;11416.214;    2.584;10561.078
589.960;11572.783;    2.170;10715.612
590.508;11713.505;    2.039;10852.594
591.056;11883.969;    2.652;11023.095
591.604;12088.750;    3.446;11256.100
592.152;12215.310;    3.357;11426.526
592.700;12335.463;    2.952;11630.218
593.247;12459.059;    2.499;11816.598
593.795;12587.306;    2.757;12038.872
594.343;12704.710;    3.304;12177.236
594.891;12785.047;    3.064;12294.479
595.439;12786.944;    2.414;12302.669
595.986;12835.206;    2.230;12362.772
596.534;12886.254;    2.402;12379.223
597.082;12904.195;    3.080;12393.918
597.629;12927.293;    3.019;12443.362
598.177;12931.983;    2.442;12502.169
598.725;12920.606;    1.872;12569.535
599.272;12962.404;    1.832;12688.868
599.820;12970.994;    2.059;12764.727
600.367;12971.420;    2.407;12818.869
600.915;12979.092;    2.230;12846.904
601.462;12990.980;    2.030;12878.114
602.010;13018.717;    2.004;12918.974
602.557;13040.991;    2.186;12958.457
603.105;13063.092;    2.450;12968.645
603.652;13096.593;    2.244;12953.086
604.199;13148.232;    1.716;12991.679
604.747;13237.454;    1.426;13065.749
605.294;13321.922;    1.613;13149.854
605.841;13401.015;    2.009;13196.427
606.389;13495.651;    2.289;13229.990
606.936;13631.088;    2.389;13281.705
607.483;13791.672;    2.473;13366.182
608.030;13965.764;    2.593;13450.556
608.577;14122.599;    3.089;13503.925
609.124;14293.494;    3.414;13530.827
609.671;14475.046;    3.263;13531.775
610.219;14713.786;    3.124;13586.985
610.766;14961.516;    3.076;13652.589
611.313;15185.557;    3.359;13696.247
611.860;15393.639;    3.696;13691.382
612.407;15628.096;    3.402;13744.073
612.953;15887.302;    3.094;13803.055
613.500;16173.921;    2.687;13963.831
614.047;16422.251;    2.676;14088.208
614.594;16621.642;    2.943;14153.533
615.141;16862.890;    2.934;14289.390
615.688;17112.699;    2.662;14392.395
616.234;17335.236;    2.352;14383.341
616.781;17523.858;    2.427;14404.511
617.328;17698.702;    3.026;14463.528
617.875;17840.307;    3.217;14430.008
618.421;17996.027;    2.823;14425.002
618.968;18114.257;    2.467;14403.573
619.515;18228.522;    2.446;14453.614
620.061;18283.786;    2.966;14456.558
620.608;18307.373;    3.190;14439.548
621.154;18358.035;    3.072;14490.834
621.701;18404.953;    2.693;14596.449
622.247;18401.779;    2.407;14643.035
622.794;18370.569;    2.492;14610.465
623.340;18287.423;    2.562;14561.553
623.886;18242.312;    2.234;14674.229
624.433;18169.678;    1.856;14771.703
624.979;18051.386;    1.497;14855.765
625.525;17892.805;    1.456;14879.796
626.072;17759.398;    1.993;15013.922
626.618;17615.155;    2.237;15086.968
627.164;17502.664;    2.179;15216.661
627.710;17346.017;    1.949;15272.576
628.256;17197.501;    1.902;15347.232
628.803;17011.375;    2.222;15288.673
629.349;16865.245;    2.703;15327.968
629.895;16697.068;    2.340;15302.955
630.441;16527.509;    2.077;15384.949
630.987;16325.699;    1.966;15428.438
631.533;16149.547;    2.394;15510.812
632.079;15959.426;    2.679;15478.526
632.625;15786.211;    2.392;15503.278
633.171;15626.844;    1.999;15515.245
633.717;15486.664;    1.983;15583.961
634.262;15348.555;    1.926;15637.299
634.808;15217.052;    2.134;15604.214
635.354;15117.979;    1.967;15582.511
635.900;15052.598;    1.794;15660.251
636.446;15005.314;    1.794;15695.133
636.991;14943.658;    1.982;15665.549
637.537;14874.001;    2.374;15658.527
638.083;14823.339;    2.630;15671.771
638.628;14765.687;    2.392;15669.538
639.174;14742.682;    2.177;15634.639
639.719;14714.593;    2.007;15602.901
640.265;14702.892;    2.457;15666.940
640.810;14711.411;    2.746;15761.846
641.356;14739.496;    2.499;15785.044
641.901;14782.866;    2.143;15793.367
642.447;14890.953;    2.082;15886.419
642.992;14957.021;    2.392;15948.362
643.538;15113.083;    3.356;16007.633
644.083;15244.674;    3.243;16007.868
644.628;15368.662;    2.600;16026.446
645.173;15510.866;    2.316;16060.482
645.719;15647.482;    2.584;16029.560
646.264;15786.915;    3.014;16035.871
646.809;15951.487;    3.140;16053.347
647.354;16072.265;    2.349;16064.777
647.899;16241.085;    1.969;16042.783
648.444;16467.847;    1.912;15987.191
648.989;16679.005;    2.267;15911.073
649.535;16913.103;    2.157;15936.846
650.080;17164.549;    1.782;15929.212
650.625;17427.592;    1.302;15901.366
651.169;17765.519;    1.397;15894.328
651.714;18104.712;    1.806;15915.406
652.259;18446.356;    2.502;16022.624
652.804;18798.276;    2.607;16059.087
653.349;19150.313;    2.584;16004.739
653.894;19514.962;    2.593;16000.641
654.438;19883.342;    3.023;16002.390
654.983;20235.161;    3.520;15978.784
655.528;20559.092;    3.599;15956.043
656.073;20847.490;    2.980;15884.135
656.617;21150.286;    2.600;15902.928
657.162;21405.722;    2.557;15918.126
657.706;21584.976;    2.927;15854.354
658.251;21719.873;    2.997;15830.059
658.796;21818.248;    2.983;15816.769
659.340;21880.079;    2.740;15742.755
659.884;21922.348;    2.739;15715.711
660.429;22014.953;    3.174;15745.523
660.973;22052.712;    3.514;15749.963
661.518;22094.200;    3.137;15801.950
662.062;22134.434;    2.634;15809.180
662.606;22155.962;    1.940;15850.870
663.151;22178.811;    2.006;15947.389
663.695;22244.344;    2.777;16038.801
664.239;22125.083;    2.532;15946.139
664.783;22032.892;    2.046;15888.099
665.327;21940.545;    1.842;15830.063
665.871;21806.877;    1.917;15788.773
666.416;21602.639;    2.292;15663.833
666.960;21427.213;    2.416;15634.777
667.504;21161.178;    1.692;15510.952
668.048;20970.288;    1.454;15518.514
668.592;20799.858;    1.650;15600.340
669.135;20663.290;    2.409;15620.888
669.679;20487.240;    2.786;15632.665
670.223;20310.291;    2.417;15703.724
670.767;20111.698;    2.076;15668.647
671.311;19915.240;    2.050;15688.210
671.855;19729.722;    2.456;15709.610
672.398;19561.593;    2.780;15689.408
672.942;19307.473;    2.412;15629.038
673.486;19117.842;    2.242;15575.172
674.029;18972.704;    2.190;15575.683
674.573;18827.316;    2.436;15606.302
675.117;18690.657;    2.932;15572.540
675.660;18536.865;    2.576;15512.987
676.204;18378.871;    2.172;15447.049
676.747;18294.724;    1.907;15501.265
677.291;18221.363;    1.782;15547.051
677.834;18122.556;    2.164;15502.416
678.377;18052.066;    2.104;15476.438
678.921;17997.414;    1.629;15443.263
679.464;17996.355;    1.402;15475.839
680.007;18013.853;    1.356;15534.808
680.551;18005.437;    1.544;15511.611
681.094;18041.666;    1.923;15564.133
681.637;18098.998;    1.787;15591.499
682.180;18138.993;    1.574;15584.659
682.723;18215.941;    1.526;15632.621
683.266;18281.383;    1.853;15626.680
683.809;18325.828;    2.160;15535.618
684.352;18421.818;    2.846;15460.701
684.895;18513.537;    2.543;15372.903
685.438;18599.243;    2.252;15363.421
685.981;18679.992;    2.463;15345.217
686.524;18764.489;    3.100;15310.160
687.067;18850.242;    3.309;15293.864
687.610;18965.430;    3.166;15416.497
688.153;19041.861;    2.349;15483.719
688.695;19060.947;    2.277;15442.604
689.238;19120.335;    2.782;15413.378
689.781;19177.035;    2.836;15336.210
690.324;19210.973;    2.353;15302.956
690.866;19184.617;    1.977;15226.162
691.409;19165.466;    1.613;15157.224
691.951;19138.283;    1.826;15161.359
692.494;19114.159;    2.156;15187.062
693.036;19027.050;    1.789;15111.805
693.579;18969.560;    1.513;15160.040
694.121;18875.882;    1.619;15132.405
694.664;18816.942;    2.032;15159.161
695.206;18666.944;    2.602;15062.693
695.748;18520.477;    2.546;15012.453
696.291;18359.933;    2.267;15024.275
696.833;18160.766;    2.036;15064.395
697.375;17904.819;    2.289;15062.055
697.917;17594.382;    2.590;15077.546
698.459;17227.364;    2.312;15037.439
699.002;16869.578;    1.937;14989.411
699.544;16485.554;    1.872;14960.681
700.086;16115.468;    1.957;14965.402
700.628;15713.858;    2.467;14900.413
701.170;15290.350;    2.449;14795.727
701.712;14895.026;    2.190;14744.772
702.253;14490.527;    1.957;14682.530
702.795;14099.693;    1.899;14711.564
703.337;13674.132;    2.016;14634.118
703.879;13237.945;    2.284;14582.423
704.421;12842.653;    2.186;14617.363
704.963;12455.142;    1.830;14650.117
705.504;12074.789;    1.487;14626.514
706.046;11717.405;    2.003;14632.384
706.588;11372.044;    2.572;14612.898
707.129;11012.127;    2.750;14565.570
707.671;10652.354;    2.519;14476.845
708.212;10321.398;    2.182;14470.286
708.754; 9984.351;    2.380;14468.057
709.295; 9629.211;    2.869;14392.811
709.837; 9302.907;    2.890;14401.028
710.378; 8997.136;    2.730;14446.511
710.919; 8708.978;    2.319;14481.081
711.461; 8417.585;    2.236;14446.314
712.002; 8130.905;    2.807;14375.581
712.543; 7867.378;    2.989;14315.593
713.084; 7658.609;    2.833;14346.548
713.626; 7447.243;    2.524;14316.675
714.167; 7218.909;    2.072;14243.851
714.708; 7023.529;    2.399;14267.479
715.249; 6843.678;    2.822;14278.298
715.790; 6658.113;    2.367;14261.066
716.331; 6485.125;    2.172;14187.708
716.872; 6298.155;    1.972;14144.852
717.413; 6139.284;    2.187;14123.713
717.954; 5984.343;    2.839;14083.258
718.495; 5822.657;    2.909;13999.944
719.035; 5671.503;    2.410;13954.055
719.576; 5535.686;    2.276;13874.045
720.117; 5494.661;    3.299;13899.501
720.658; 5407.071;    3.954;13882.108
721.198; 5301.016;    3.967;13863.268
721.739; 5211.629;    3.656;13814.367
722.280; 5129.538;    3.264;13754.547
722.820; 5048.965;    3.363;13715.160
723.361; 4977.397;    3.679;13716.846
723.901; 4839.053;    3.009;13621.667
724.442; 4759.762;    2.462;13566.585
724.982; 4694.929;    2.070;13526.836
725.522; 4618.558;    1.613;13504.456
726.063; 4570.908;    1.980;13495.322
726.603; 4538.260;    2.486;13505.397
727.143; 4494.643;    2.619;13466.742
727.684; 4437.733;    2.284;13472.352
728.224; 4388.474;    1.947;13488.968
728.764; 4338.383;    1.983;13426.033
729.304; 4317.791;    2.676;13414.030
729.844; 4278.636;    2.450;13405.615
730.384; 4266.033;    2.560;13359.819
730.924; 4234.812;    2.257;13288.854
731.464; 4212.870;    2.187;13297.818
732.004; 4207.070;    2.826;13338.804
732.544; 4196.106;    3.259;13393.293
733.084; 4201.632;    3.312;13361.595
733.624; 4210.525;    3.339;13396.611
734.164; 4192.660;    2.569;13525.811
734.703; 4209.973;    2.937;13649.519
735.243; 4231.107;    3.386;13757.006
735.783; 4240.515;    3.172;13814.979
736.322; 4268.504;    2.656;13785.030
736.862; 4278.970;    2.214;13828.038
737.402; 4307.773;    2.287;13863.659
737.941; 4334.970;    2.702;13780.377
738.481; 4378.028;    2.606;13855.856
739.020; 4425.961;    2.306;13816.520
739.559; 4491.800;    2.119;13777.062
740.099; 4562.464;    2.436;13913.428
740.638; 4649.357;    3.017;14062.390
741.177; 4746.423;    3.177;14154.896
741.717; 4827.581;    2.739;14267.431
742.256; 4925.561;    2.564;14320.163
742.795; 5020.593;    2.583;14490.283
743.334; 5134.276;    3.227;14693.954
743.873; 5240.749;    3.609;14814.392
744.413; 5353.252;    3.064;14954.564
744.952; 5436.907;    2.629;15087.706
745.491; 5548.407;    2.609;15247.870
746.030; 5636.782;    2.744;15333.473
746.568; 5723.933;    3.032;15421.932
747.107; 5775.656;    2.457;15425.282
747.646; 5838.035;    1.857;15461.001
748.185; 5898.127;    1.886;15424.616
748.724; 5956.379;    2.136;15409.543
749.262; 6003.399;    2.494;15422.843
749.801; 6050.671;    2.523;15438.714
750.340; 6105.011;    2.072;15445.324
750.878; 6151.991;    1.974;15470.133
751.417; 6179.340;    1.899;15409.932
751.956; 6195.059;    2.144;15469.081
752.494; 6227.791;    2.442;15518.773
753.033; 6245.650;    2.486;15436.924
753.571; 6268.216;    2.482;15434.565
754.109; 6257.622;    2.423;15360.589
754.648; 6253.220;    2.797;15347.497
755.186; 6246.752;    3.433;15440.093
755.724; 6199.698;    3.326;15381.480
756.262; 6169.987;    3.226;15310.285
756.801; 6121.062;    2.814;15331.999
757.339; 6031.222;    2.713;15356.514
757.877; 5956.493;    3.390;15353.514
758.415; 5854.051;    3.419;15248.125
758.953; 5734.428;    3.107;15072.784
759.491; 5626.251;    2.869;14999.804
760.029; 5478.175;    2.734;14971.495
760.567; 5355.089;    3.140;14942.096
761.105; 5225.031;    3.253;14756.183
761.643; 5079.971;    2.600;14588.907
762.180; 4947.187;    2.230;14513.956
762.718; 4844.483;    2.192;14470.747
763.256; 4733.545;    2.620;14446.393
763.793; 4614.272;    2.764;14369.944
764.331; 4484.367;    2.552;14255.685
764.869; 4373.776;    2.227;14284.699
765.406; 4262.402;    2.396;14268.366
765.944; 4152.895;    2.787;14263.428
766.481; 4021.399;    3.133;14239.317
767.019; 3905.033;    3.004;14127.480
767.556; 3796.319;    2.776;14039.040
768.093; 3694.832;    2.680;14020.798
768.631; 3586.275;    2.874;13908.893
769.168; 3485.259;    3.304;13795.049
769.705; 3382.241;    3.347;13691.870
770.242; 3297.244;    3.116;13649.803
770.780; 3200.180;    2.463;13592.196
771.317; 3119.005;    2.484;13550.262
771.854; 3036.422;    2.893;13471.947
772.391; 2954.328;    3.210;13412.892
772.928; 2886.621;    3.043;13429.147
773.465; 2811.920;    2.440;13398.306
774.002; 2728.521;    2.127;13309.387
774.538; 2657.609;    2.679;13241.401
775.075; 2582.030;    3.146;13118.635
775.612; 2519.230;    3.192;13056.369
776.149; 2476.229;    3.016;13046.695
776.686; 2424.073;    2.640;13010.475
777.222; 2382.629;    3.077;12964.621
777.759; 2336.584;    3.657;12964.174
778.295; 2285.363;    3.682;12902.590
778.832; 2234.710;    3.176;12908.753
779.368; 2224.176;    3.190;12887.800
779.905; 2177.115;    3.086;12854.366
780.441; 2118.914;    3.349;12800.696
780.978; 2064.753;    3.370;12710.366
781.514; 2016.882;    2.994;12596.820
782.050; 1978.566;    2.693;12558.238
782.586; 1944.196;    2.680;12560.412
783.123; 1859.914;    2.544;12485.188
783.659; 1812.903;    2.716;12394.135
784.195; 1775.750;    2.346;12347.384
784.731; 1735.996;    1.792;12288.531
785.267; 1707.412;    1.623;12246.120
785.803; 1675.882;    1.794;12148.918
786.339; 1654.546;    2.076;12033.048
786.875; 1635.910;    1.864;11977.777
787.411; 1633.976;    2.012;11969.930
787.947; 1620.178;    2.074;11939.280
788.482; 1614.068;    2.592;11964.332
789.018; 1592.370;    2.927;11908.042
789.554; 1579.686;    2.974;11907.400
790.090; 1573.900;    2.732;11881.421
790.625; 1563.319;    2.637;11854.802
791.161; 1527.721;    2.250;11783.131
791.696; 1519.068;    2.763;11725.830
792.232; 1508.784;    2.844;11685.956
792.767; 1507.615;    2.777;11690.128
793.303; 1498.768;    2.587;11676.556
793.838; 1480.691;    2.566;11632.534
794.373; 1468.178;    2.773;11560.866
794.909; 1455.022;    2.949;11462.723
795.444; 1438.200;    2.620;11410.744
795.979; 1423.361;    2.289;11314.146
796.514; 1411.221;    1.922;11259.623
797.049; 1407.661;    2.302;11258.978
797.584; 1394.497;    2.630;11238.729
798.119; 1386.533;    2.614;11228.720
798.654; 1392.565;    2.384;11267.354
799.189; 1393.774;    2.320;11243.914
799.724; 1390.481;    2.323;11264.951
800.259; 1393.982;    2.847;11262.826
800.794; 1394.675;    2.907;11200.135
801.329; 1398.685;    2.604;11153.245
801.863; 1401.737;    2.257;11128.419
802.398; 1398.545;    2.324;11081.932
802.933; 1387.496;    2.422;10963.883
803.467; 1387.613;    2.709;10841.859
804.002; 1384.523;    2.387;10741.154
804.536; 1381.884;    1.782;10658.524
805.071; 1390.958;    1.464;10654.964
805.605; 1404.099;    1.962;10629.821
806.139; 1408.413;    2.163;10574.163
806.674; 1434.261;    2.193;10676.176
807.208; 1450.717;    1.947;10711.335
807.742; 1463.600;    1.717;10733.925
808.277; 1484.087;    2.420;10741.487
808.811; 1492.912;    3.082;10734.969
809.345; 1498.743;    3.136;10643.591
809.879; 1520.461;    3.137;10637.672
810.413; 1535.534;    3.059;10587.516
810.947; 1554.919;    3.507;10572.150
811.481; 1584.997;    4.410;10590.169
812.015; 1594.376;    4.270;10612.771
812.549; 1615.685;    3.960;10586.839
813.082; 1645.617;    3.502;10636.075
813.616; 1667.374;    3.253;10620.640
814.150; 1691.159;    3.612;10553.794
814.683; 1718.863;    3.577;10508.280
815.217; 1754.064;    2.820;10483.739
815.751; 1796.628;    2.350;10430.468
816.284; 1831.449;    2.123;10361.859
816.818; 1858.672;    2.576;10252.118
817.351; 1894.959;    2.716;10199.703
817.884; 1923.338;    2.203;10154.906
818.418; 1966.367;    1.812;10126.190
818.951; 1997.800;    1.853;10031.190
819.484; 2042.802;    2.207;10035.844
820.018; 2091.565;    2.510;10014.389
820.551; 2143.397;    2.330;10049.086
821.084; 2199.153;    2.089;10078.036
821.617; 2260.461;    1.786;10089.631
822.150; 2315.086;    1.807;10079.384
822.683; 2370.045;    2.023;10049.619
823.216; 2435.608;    2.194;10002.643
823.749; 2509.722;    2.112;10002.903
824.282; 2578.238;    1.657; 9980.746
824.815; 2670.086;    1.874; 9964.790
825.347; 2754.210;    2.742; 9976.763
825.880; 2840.325;    3.019; 9988.958
826.413; 2930.724;    2.927; 9991.990
826.945; 3011.500;    2.514;10004.600
827.478; 3111.706;    2.552;10010.774
828.011; 3206.396;    3.257; 9967.705
828.543; 3286.354;    3.567; 9964.650
829.075; 3375.268;    3.350; 9938.459
829.608; 3460.624;    2.852; 9883.190
830.140; 3553.586;    2.564; 9901.529
830.673; 3658.069;    2.910; 9853.842
831.205; 3742.349;    3.237; 9780.764
831.737; 3845.988;    2.789; 9791.182
832.269; 3926.227;    2.252; 9696.285
832.801; 4026.472;    1.946; 9624.224
833.333; 4115.805;    2.033; 9577.904
833.865; 4209.836;    2.453; 9547.805
834.397; 4304.352;    2.577; 9523.343
834.929; 4382.396;    2.152; 9487.538
835.461; 4444.172;    2.126; 9365.161
835.993; 4520.198;    1.952; 9320.995
836.525; 4583.058;    2.206; 9308.481
837.057; 4667.374;    2.433; 9301.330
837.588; 4740.444;    2.402; 9277.372
838.120; 4797.302;    1.904; 9287.247
838.652; 4851.498;    1.642; 9355.522
839.183; 4919.395;    1.687; 9499.963
839.715; 4969.494;    2.240; 9580.639
840.246; 4998.544;    2.349; 9587.818
840.778; 5008.909;    2.330; 9564.621
841.309; 5012.645;    2.190; 9532.572
841.840; 4998.395;    2.450; 9519.996
842.372; 4978.092;    3.030; 9483.938
842.903; 4938.164;    3.136; 9441.794
843.434; 4892.757;    2.817; 9357.458
843.965; 4853.807;    2.310; 9319.769
844.496; 4802.459;    2.152; 9343.974
845.028; 4766.008;    2.639; 9396.660
845.559; 4726.640;    2.982; 9448.116
846.090; 4667.160;    2.784; 9452.687
846.620; 4606.037;    2.610; 9469.329
847.151; 4558.898;    2.837; 9519.497
847.682; 4499.125;    3.353; 9538.660
848.213; 4420.054;    3.534; 9525.329
848.744; 4313.341;    3.037; 9454.759
849.274; 4209.272;    2.373; 9379.308
849.805; 4127.925;    2.110; 9345.937
850.336; 4048.301;    2.430; 9311.855
850.866; 3943.195;    2.506; 9258.625
851.397; 3844.589;    2.189; 9260.577
851.927; 3768.286;    2.016; 9276.317
852.457; 3687.965;    1.852; 9306.553
852.988; 3607.534;    2.086; 9343.456
853.518; 3526.193;    2.549; 9353.948
854.048; 3439.913;    2.479; 9359.599
854.578; 3368.273;    2.274; 9405.596
855.109; 3309.255;    2.157; 9455.482
855.639; 3245.642;    2.010; 9469.054
856.169; 3192.413;    2.692; 9465.776
856.699; 3132.760;    3.046; 9451.917
857.229; 3070.502;    2.664; 9472.702
857.759; 3014.666;    2.403; 9458.188
858.289; 2964.859;    2.152; 9485.961
858.818; 2922.263;    2.507; 9528.114
859.348; 2867.779;    3.049; 9546.704
859.878; 2799.607;    2.714; 9543.730
860.408; 2747.989;    2.349; 9536.490
860.937; 2695.792;    2.439; 9497.186
861.467; 2649.678;    2.607; 9544.058
861.996; 2597.871;    3.050; 9520.332
862.526; 2540.787;    3.059; 9454.146
863.055; 2509.222;    2.804; 9499.622
863.585; 2477.781;    2.524; 9562.398
864.114; 2437.681;    2.357; 9587.175
864.643; 2405.296;    2.579; 9636.829
865.172; 2370.450;    2.674; 9660.092
865.702; 2351.198;    2.556; 9710.460
866.231; 2315.345;    2.096; 9756.873
866.760; 2273.652;    1.799; 9743.839
867.289; 2249.896;    2.307; 9755.036
867.818; 2233.986;    2.893; 9798.701
868.347; 2210.902;    2.700; 9825.833
868.876; 2182.805;    2.447; 9763.459
869.404; 2148.222;    1.980; 9737.922
869.933; 2124.103;    2.170; 9749.092
870.462; 2102.670;    2.723; 9793.668
870.991; 2097.699;    2.579; 9825.379
871.519; 2084.788;    2.239; 9886.887
872.048; 2070.997;    1.832; 9926.965
872.576; 2064.536;    1.757;10010.485
873.105; 2058.010;    2.226;10093.502
873.633; 2061.638;    2.629;10152.345
874.162; 2055.439;    2.180;10161.448
874.690; 2027.230;    1.759;10158.586
875.218; 2012.543;    1.462;10201.747
875.747; 2020.040;    2.067;10279.081
876.275; 2021.218;    2.576;10329.214
876.803; 2024.261;    2.683;10383.697
877.331; 2007.851;    2.096;10420.604
877.859; 2005.503;    1.849;10509.329
878.387; 2004.343;    2.222;10576.276
878.915; 2011.285;    2.842;10608.576
879.443; 1998.812;    2.752;10629.683
879.971; 1992.497;    2.447;10692.274
880.499; 1992.920;    2.079;10719.518
881.026; 2000.696;    2.347;10744.923
881.554; 2009.336;    3.103;10802.524
882.082; 2012.111;    2.962;10885.666
882.609; 2004.065;    2.556;10909.366
883.137; 2040.993;    2.903;10963.422
883.664; 2060.712;    2.989;11019.947
884.192; 2059.269;    3.380;11062.679
884.719; 2069.074;    3.577;11131.102
885.247; 2074.595;    3.287;11120.031
885.774; 2085.925;    3.103;11084.284
