
Integration time [ms]:   1.500
Averaging Nr. [scans]: 100
Smoothing Nr. [pixels]: 3
Data measured with spectrometer [name]: 1908047U1
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
523.485;17299.418;    2.183;15287.285
524.036;17393.842;    2.237;15035.617
524.586;17454.576;    2.803;14812.778
525.137;17472.076;    2.873;14528.730
525.687;17495.932;    2.540;14334.950
526.238;17515.574;    1.984;14182.572
526.788;17511.402;    1.686;13979.543
527.339;17536.480;    1.906;13912.451
527.889;17525.924;    2.084;13840.368
528.440;17478.961;    1.917;13741.925
528.990;17475.494;    1.562;13694.818
529.541;17456.063;    1.103;13649.667
530.091;17448.150;    1.544;13573.315
530.642;17459.229;    1.986;13536.518
531.192;17437.064;    1.922;13433.861
531.742;17435.107;    1.774;13329.195
532.293;17445.941;    1.506;13240.494
532.843;17465.723;    1.989;13155.667
533.393;17499.539;    3.007;13067.846
533.944;17478.307;    3.190;12937.999
534.494;17446.764;    2.904;12841.794
535.044;17452.414;    2.793;12827.269
535.594;17408.920;    2.776;12724.246
536.145;17387.844;    3.426;12705.307
536.695;17266.326;    3.626;12650.707
537.245;17086.541;    3.290;12536.481
537.795;16860.574;    2.870;12405.452
538.345;16595.498;    2.602;12205.625
538.895;16284.356;    2.696;11973.585
539.445;16023.946;    3.359;11850.345
539.995;15708.881;    3.229;11644.610
540.546;15412.208;    2.790;11454.025
541.096;15125.535;    2.564;11253.143
541.646;14922.199;    2.876;11160.063
542.196;14735.739;    3.986;11117.994
542.745;14558.130;    4.383;10992.626
543.295;14359.426;    3.679;10818.802
543.845;14205.370;    3.020;10664.616
544.395;14123.169;    3.157;10537.937
544.945;14057.543;    3.542;10437.008
545.495;14001.130;    3.429;10312.914
546.045;13997.857;    2.642;10157.087
546.595;14100.083;    2.114;10132.882
547.144;14206.225;    1.857;10129.313
547.694;14336.044;    2.146;10071.276
548.244;14595.052;    2.586;10157.261
548.794;14862.081;    2.499;10213.468
549.343;15137.806;    2.292;10254.829
549.893;15456.521;    2.319;10309.021
550.443;15712.630;    2.772;10297.742
550.992;16025.107;    3.576;10341.335
551.542;16286.619;    3.669;10400.935
552.092;16377.869;    2.873;10295.830
552.641;16448.471;    2.409;10220.709
553.191;16443.170;    2.432;10088.492
553.740;16323.208;    2.596; 9981.619
554.290;16152.713;    2.409; 9879.782
554.839;15883.418;    1.797; 9732.347
555.389;15582.521;    1.489; 9579.819
555.938;15291.297;    1.624; 9448.642
556.488;15031.745;    2.280; 9380.240
557.037;14770.925;    2.792; 9306.070
557.586;14522.827;    2.614; 9193.501
558.136;14303.097;    2.304; 9074.878
558.685;14127.952;    2.067; 8978.863
559.235;14024.113;    2.554; 8970.063
559.784;13902.276;    2.873; 8935.447
560.333;13740.141;    2.320; 8842.257
560.882;13616.563;    1.557; 8798.376
561.432;13568.193;    2.362; 8811.530
561.981;13493.778;    3.004; 8832.772
562.530;13401.560;    3.846; 8854.897
563.079;13274.427;    3.802; 8845.270
563.628;13202.358;    3.680; 8890.656
564.177;13120.253;    3.587; 8926.356
564.727;13018.943;    3.702; 8930.638
565.276;12882.215;    3.030; 8935.100
565.825;12765.668;    2.650; 8923.014
566.374;12668.599;    2.376; 8880.985
566.923;12585.254;    1.913; 8842.500
567.472;12471.296;    1.547; 8767.553
568.021;12400.010;    1.879; 8729.559
568.570;12352.883;    2.146; 8743.938
569.118;12298.550;    1.980; 8718.981
569.667;12270.325;    1.466; 8718.521
570.216;12236.828;    1.053; 8738.259
570.765;12218.068;    1.536; 8729.440
571.314;12190.661;    1.957; 8677.952
571.863;12156.784;    1.730; 8637.989
572.411;12141.348;    1.516; 8576.199
572.960;12172.510;    1.499; 8565.977
573.509;12219.121;    2.052; 8576.002
574.058;12274.710;    2.622; 8564.113
574.606;12321.390;    2.579; 8566.061
575.155;12374.599;    2.123; 8557.312
575.704;12458.666;    2.007; 8559.807
576.252;12576.940;    2.043; 8606.314
576.801;12654.784;    2.240; 8616.514
577.349;12753.957;    2.630; 8592.634
577.898;12878.215;    2.533; 8606.127
578.447;12992.206;    2.204; 8612.758
578.995;13163.782;    2.262; 8671.027
579.544;13329.402;    2.560; 8692.212
580.092;13462.446;    2.830; 8705.449
580.640;13607.961;    2.753; 8701.837
581.189;13742.364;    2.173; 8714.320
581.737;13882.127;    1.720; 8741.893
582.286;14045.591;    2.182; 8766.525
582.834;14197.440;    2.827; 8813.563
583.382;14342.473;    2.799; 8908.095
583.930;14500.538;    2.554; 8984.256
584.479;14676.305;    2.374; 9092.036
585.027;14832.093;    2.482; 9187.023
585.575;14996.599;    2.706; 9277.856
586.123;15191.691;    2.640; 9419.933
586.671;15391.306;    2.320; 9590.307
587.220;15601.493;    2.210; 9733.620
587.768;15780.229;    1.994; 9897.634
588.316;15992.982;    2.263;10096.534
588.864;16204.141;    2.514;10316.001
589.412;16396.203;    2.584;10561.078
589.960;16540.912;    2.170;10715.612
590.508;16663.855;    2.039;10852.594
591.056;16818.631;    2.652;11023.095
591.604;17011.580;    3.446;11256.100
592.152;17111.711;    3.357;11426.526
592.700;17204.037;    2.952;11630.218
593.247;17301.635;    2.499;11816.598
593.795;17403.469;    2.757;12038.872
594.343;17485.414;    3.304;12177.236
594.891;17523.293;    3.064;12294.479
595.439;17469.588;    2.414;12302.669
595.986;17468.186;    2.230;12362.772
596.534;17466.014;    2.402;12379.223
597.082;17420.541;    3.080;12393.918
597.629;17381.494;    3.019;12443.362
598.177;17328.002;    2.442;12502.169
598.725;17255.465;    1.872;12569.535
599.272;17246.986;    1.832;12688.868
599.820;17202.746;    2.059;12764.727
600.367;17147.441;    2.407;12818.869
600.915;17104.246;    2.230;12846.904
601.462;17071.891;    2.030;12878.114
602.010;17061.229;    2.004;12918.974
602.557;17051.049;    2.186;12958.457
603.105;17038.219;    2.450;12968.645
603.652;17038.424;    2.244;12953.086
604.199;17066.305;    1.716;12991.679
604.747;17141.473;    1.426;13065.749
605.294;17209.570;    1.613;13149.854
605.841;17269.373;    2.009;13196.427
606.388;17345.064;    2.289;13229.990
606.936;17472.033;    2.389;13281.705
607.483;17633.494;    2.473;13366.182
608.030;17816.279;    2.593;13450.556
608.577;17980.750;    3.089;13503.925
609.124;18167.318;    3.414;13530.827
609.671;18371.035;    3.263;13531.775
610.219;18645.213;    3.124;13586.985
610.766;18928.787;    3.076;13652.589
611.313;19184.746;    3.359;13696.247
611.860;19422.332;    3.696;13691.382
612.406;19690.820;    3.402;13744.073
612.953;19984.488;    3.094;13803.055
613.500;20312.613;    2.687;13963.831
614.047;20597.367;    2.676;14088.208
614.594;20824.945;    2.943;14153.533
615.141;21097.633;    2.934;14289.390
615.688;21378.553;    2.662;14392.395
616.234;21628.379;    2.352;14383.341
616.781;21837.334;    2.427;14404.511
617.328;22027.326;    3.026;14463.528
617.875;22177.645;    3.217;14430.008
618.421;22345.959;    2.823;14425.002
618.968;22473.213;    2.467;14403.573
619.515;22591.486;    2.446;14453.614
620.061;22634.768;    2.966;14456.558
620.608;22641.932;    3.190;14439.548
621.154;22674.098;    3.072;14490.834
621.701;22700.898;    2.693;14596.449
622.247;22665.604;    2.407;14643.035
622.794;22595.162;    2.492;14610.465
623.340;22472.254;    2.562;14561.553
623.886;22396.148;    2.234;14674.229
624.433;22288.830;    1.856;14771.703
624.979;22133.648;    1.497;14855.765
625.525;21927.965;    1.456;14879.796
626.072;21748.914;    1.993;15013.922
626.618;21549.676;    2.237;15086.968
627.164;21383.539;    2.179;15216.661
627.710;21164.135;    1.949;15272.576
628.256;20956.283;    1.902;15347.232
628.803;20702.754;    2.222;15288.673
629.349;20500.113;    2.703;15327.968
629.895;20275.189;    2.340;15302.955
630.441;20058.336;    2.077;15384.949
630.987;19804.436;    1.966;15428.438
631.533;19586.154;    2.394;15510.812
632.079;19351.680;    2.679;15478.526
632.625;19139.410;    2.392;15503.278
633.171;18936.271;    1.999;15515.245
633.717;18753.758;    1.983;15583.961
634.262;18575.742;    1.926;15637.299
634.808;18401.686;    2.134;15604.214
635.354;18263.957;    1.967;15582.511
635.900;18165.820;    1.794;15660.251
636.446;18090.781;    1.794;15695.133
636.991;18006.139;    1.982;15665.549
637.537;17924.805;    2.374;15658.527
638.083;17863.855;    2.630;15671.771
638.628;17799.453;    2.392;15669.538
639.174;17772.230;    2.177;15634.639
639.719;17743.797;    2.007;15602.901
640.265;17733.648;    2.457;15666.940
640.810;17746.039;    2.746;15761.846
641.356;17775.389;    2.499;15785.044
641.901;17825.787;    2.143;15793.367
642.447;17950.467;    2.082;15886.419
642.992;18029.455;    2.392;15948.362
643.538;18207.605;    3.356;16007.633
644.083;18365.307;    3.243;16007.868
644.628;18520.572;    2.600;16026.446
645.173;18700.621;    2.316;16060.482
645.719;18876.795;    2.584;16029.560
646.264;19060.379;    3.014;16035.871
646.809;19278.047;    3.140;16053.347
647.354;19448.131;    2.349;16064.777
647.899;19663.127;    1.969;16042.783
648.444;19938.967;    1.912;15987.191
648.990;20203.383;    2.267;15911.073
649.535;20498.123;    2.157;15936.846
650.080;20811.633;    1.782;15929.212
650.625;21143.336;    1.302;15901.366
651.169;21554.100;    1.397;15894.328
651.714;21976.758;    1.806;15915.406
652.259;22411.156;    2.502;16022.624
652.804;22849.096;    2.607;16059.087
653.349;23290.795;    2.584;16004.739
653.894;23753.469;    2.593;16000.641
654.438;24216.500;    3.023;16002.390
654.983;24656.051;    3.520;15978.784
655.528;25060.158;    3.599;15956.043
656.073;25425.775;    2.980;15884.135
656.617;25808.246;    2.600;15902.928
657.162;26124.424;    2.557;15918.126
657.706;26346.012;    2.927;15854.354
658.251;26522.598;    2.997;15830.059
658.796;26674.920;    2.983;15816.769
659.340;26784.289;    2.740;15742.755
659.884;26865.594;    2.739;15715.711
660.429;26994.426;    3.174;15745.523
660.973;27049.688;    3.514;15749.963
661.518;27106.002;    3.137;15801.950
662.062;27156.066;    2.634;15809.180
662.606;27171.969;    1.940;15850.870
663.151;27179.789;    2.006;15947.389
663.695;27226.479;    2.777;16038.801
664.239;27077.322;    2.532;15946.139
664.783;26979.076;    2.046;15888.099
665.327;26885.775;    1.842;15830.063
665.871;26736.502;    1.917;15788.773
666.416;26509.850;    2.292;15663.833
666.960;26313.500;    2.416;15634.777
667.504;26012.484;    1.692;15510.952
668.048;25780.895;    1.454;15518.514
668.592;25560.188;    1.650;15600.340
669.135;25364.809;    2.409;15620.888
669.679;25131.271;    2.786;15632.665
670.223;24898.350;    2.417;15703.724
670.767;24646.498;    2.076;15668.647
671.311;24407.566;    2.050;15688.210
671.855;24189.188;    2.456;15709.610
672.398;23990.869;    2.780;15689.408
672.942;23700.156;    2.412;15629.038
673.486;23480.648;    2.242;15575.172
674.029;23309.518;    2.190;15575.683
674.573;23139.900;    2.436;15606.302
675.117;22971.596;    2.932;15572.540
675.660;22782.371;    2.576;15512.987
676.204;22591.484;    2.172;15447.049
676.747;22490.924;    1.907;15501.265
677.291;22399.521;    1.782;15547.051
677.834;22280.521;    2.164;15502.416
678.377;22197.498;    2.104;15476.438
678.921;22134.623;    1.629;15443.263
679.464;22132.605;    1.402;15475.839
680.007;22150.125;    1.356;15534.808
680.551;22135.328;    1.544;15511.611
681.094;22170.623;    1.923;15564.133
681.637;22235.543;    1.787;15591.499
682.180;22283.016;    1.574;15584.659
682.723;22376.082;    1.526;15632.621
683.266;22454.881;    1.853;15626.680
683.809;22510.795;    2.160;15535.618
684.352;22618.238;    2.846;15460.701
684.895;22724.023;    2.543;15372.903
685.438;22827.152;    2.252;15363.421
685.981;22924.598;    2.463;15345.217
686.524;23024.943;    3.100;15310.160
687.067;23130.414;    3.309;15293.864
687.610;23269.639;    3.166;15416.497
688.153;23366.123;    2.349;15483.719
688.695;23396.840;    2.277;15442.604
689.238;23468.846;    2.782;15413.378
689.781;23536.662;    2.836;15336.210
690.324;23578.695;    2.353;15302.956
690.866;23550.742;    1.977;15226.162
691.409;23529.135;    1.613;15157.224
691.951;23499.135;    1.826;15161.359
692.494;23471.734;    2.156;15187.062
693.036;23361.020;    1.789;15111.805
693.579;23280.131;    1.513;15160.040
694.121;23158.498;    1.619;15132.405
694.664;23072.730;    2.032;15159.161
695.206;22883.637;    2.602;15062.693
695.748;22703.055;    2.546;15012.453
696.291;22504.090;    2.267;15024.275
696.833;22262.971;    2.036;15064.395
697.375;21952.641;    2.289;15062.055
697.917;21576.320;    2.590;15077.546
698.459;21137.268;    2.312;15037.439
699.002;20702.342;    1.937;14989.411
699.544;20232.834;    1.872;14960.681
700.086;19775.279;    1.957;14965.402
700.628;19275.512;    2.467;14900.413
701.170;18744.498;    2.449;14795.727
701.712;18243.893;    2.190;14744.772
702.253;17733.848;    1.957;14682.530
702.795;17244.674;    1.899;14711.564
703.337;16721.195;    2.016;14634.118
703.879;16191.651;    2.284;14582.423
704.421;15712.096;    2.186;14617.363
704.963;15245.046;    1.830;14650.117
705.504;14787.363;    1.487;14626.514
706.046;14356.354;    2.003;14632.384
706.588;13938.683;    2.572;14612.898
707.129;13499.692;    2.750;14565.570
707.671;13058.938;    2.519;14476.845
708.212;12653.124;    2.182;14470.286
708.754;12243.403;    2.380;14468.057
709.295;11815.363;    2.869;14392.811
709.837;11420.596;    2.890;14401.028
710.378;11052.649;    2.730;14446.511
710.919;10707.046;    2.319;14481.081
711.461;10356.853;    2.236;14446.314
712.002;10018.126;    2.807;14375.581
712.543; 9710.254;    2.989;14315.593
713.084; 9463.734;    2.833;14346.548
713.626; 9212.865;    2.524;14316.675
714.167; 8937.573;    2.072;14243.851
714.708; 8701.402;    2.399;14267.479
715.249; 8485.676;    2.822;14278.298
715.790; 8265.393;    2.367;14261.066
716.331; 8057.684;    2.172;14187.708
716.872; 7834.989;    1.972;14144.852
717.413; 7647.463;    2.187;14123.713
717.954; 7467.658;    2.839;14083.258
718.495; 7279.182;    2.909;13999.944
719.035; 7101.870;    2.410;13954.055
719.576; 6939.122;    2.276;13874.045
720.117; 6882.413;    3.299;13899.501
720.658; 6776.411;    3.954;13882.108
721.198; 6650.578;    3.967;13863.268
721.739; 6544.079;    3.656;13814.367
722.280; 6447.152;    3.264;13754.547
722.820; 6351.727;    3.363;13715.160
723.361; 6270.907;    3.679;13716.846
723.901; 6117.451;    3.009;13621.667
724.442; 6028.946;    2.462;13566.585
724.982; 5955.396;    2.070;13526.836
725.522; 5867.436;    1.613;13504.456
726.063; 5812.389;    1.980;13495.322
726.603; 5777.527;    2.486;13505.397
727.143; 5727.378;    2.619;13466.742
727.684; 5662.385;    2.284;13472.352
728.224; 5605.574;    1.947;13488.968
728.764; 5546.772;    1.983;13426.033
729.304; 5523.070;    2.676;13414.030
729.844; 5482.917;    2.450;13405.615
730.384; 5468.459;    2.560;13359.819
730.924; 5432.021;    2.257;13288.854
731.464; 5406.703;    2.187;13297.818
732.004; 5402.592;    2.826;13338.804
732.544; 5391.205;    3.259;13393.293
733.084; 5400.404;    3.312;13361.595
733.624; 5410.985;    3.339;13396.611
734.164; 5397.060;    2.569;13525.811
734.703; 5422.255;    2.937;13649.519
735.243; 5451.525;    3.386;13757.006
735.783; 5466.737;    3.172;13814.979
736.322; 5505.318;    2.656;13785.030
736.862; 5522.766;    2.214;13828.038
737.402; 5561.936;    2.287;13863.659
737.941; 5600.681;    2.702;13780.377
738.481; 5661.695;    2.606;13855.856
739.020; 5728.938;    2.306;13816.520
739.559; 5814.597;    2.119;13777.062
740.099; 5906.682;    2.436;13913.428
740.638; 6018.984;    3.017;14062.390
741.177; 6143.057;    3.177;14154.896
741.717; 6248.663;    2.739;14267.431
742.256; 6373.540;    2.564;14320.163
742.795; 6496.804;    2.583;14490.283
743.334; 6645.458;    3.227;14693.954
743.873; 6785.269;    3.609;14814.392
744.413; 6931.847;    3.064;14954.564
744.952; 7044.154;    2.629;15087.706
745.491; 7185.146;    2.609;15247.870
746.030; 7300.119;    2.744;15333.473
746.568; 7413.285;    3.032;15421.932
747.107; 7481.565;    2.457;15425.282
747.646; 7559.685;    1.857;15461.001
748.185; 7633.833;    1.886;15424.616
748.724; 7707.761;    2.136;15409.543
749.263; 7767.365;    2.494;15422.843
749.801; 7822.466;    2.523;15438.714
750.340; 7881.585;    2.072;15445.324
750.878; 7931.354;    1.974;15470.133
751.417; 7960.028;    1.899;15409.932
751.956; 7974.365;    2.144;15469.081
752.494; 8007.279;    2.442;15518.773
753.033; 8019.637;    2.486;15436.924
753.571; 8035.620;    2.482;15434.565
754.109; 8014.883;    2.423;15360.589
754.648; 8002.731;    2.797;15347.497
755.186; 7985.716;    3.433;15440.093
755.724; 7920.460;    3.326;15381.480
756.262; 7872.465;    3.226;15310.285
756.801; 7806.668;    2.814;15331.999
757.339; 7691.442;    2.713;15356.514
757.877; 7591.721;    3.390;15353.514
758.415; 7458.279;    3.419;15248.125
758.953; 7303.393;    3.107;15072.784
759.491; 7164.507;    2.869;14999.804
760.029; 6979.612;    2.734;14971.495
760.567; 6822.620;    3.140;14942.096
761.105; 6659.177;    3.253;14756.183
761.643; 6478.039;    2.600;14588.907
762.180; 6309.810;    2.230;14513.956
762.718; 6177.541;    2.192;14470.747
763.256; 6032.523;    2.620;14446.393
763.793; 5876.993;    2.764;14369.944
764.331; 5706.698;    2.552;14255.685
764.869; 5560.849;    2.227;14284.699
765.406; 5414.565;    2.396;14268.366
765.944; 5273.484;    2.787;14263.428
766.481; 5106.942;    3.133;14239.317
767.019; 4959.524;    3.004;14127.480
767.556; 4822.911;    2.776;14039.040
768.093; 4696.439;    2.680;14020.798
768.631; 4561.367;    2.874;13908.893
769.168; 4434.551;    3.304;13795.049
769.705; 4305.253;    3.347;13691.870
770.242; 4199.920;    3.116;13649.803
770.780; 4081.644;    2.463;13592.196
771.317; 3980.437;    2.484;13550.262
771.854; 3877.600;    2.893;13471.947
772.391; 3775.575;    3.210;13412.892
772.928; 3692.140;    3.043;13429.147
773.465; 3600.684;    2.440;13398.306
774.002; 3496.385;    2.127;13309.387
774.538; 3406.309;    2.679;13241.401
775.075; 3311.484;    3.146;13118.635
775.612; 3231.982;    3.192;13056.369
776.149; 3178.060;    3.016;13046.695
776.685; 3113.187;    2.640;13010.475
777.222; 3061.555;    3.077;12964.621
777.759; 3005.257;    3.657;12964.174
778.295; 2941.662;    3.682;12902.590
778.832; 2879.186;    3.176;12908.753
779.368; 2862.867;    3.190;12887.800
779.905; 2803.358;    3.086;12854.366
780.441; 2731.543;    3.349;12800.696
780.978; 2663.491;    3.370;12710.366
781.514; 2603.741;    2.994;12596.820
782.050; 2556.623;    2.693;12558.238
782.586; 2514.078;    2.680;12560.412
783.123; 2415.533;    2.544;12485.188
783.659; 2359.521;    2.716;12394.135
784.195; 2314.458;    2.346;12347.384
784.731; 2267.128;    1.792;12288.531
785.267; 2232.103;    1.623;12246.120
785.803; 2193.938;    1.794;12148.918
786.339; 2167.475;    2.076;12033.048
786.875; 2143.082;    1.864;11977.777
787.411; 2139.488;    2.012;11969.930
787.947; 2123.366;    2.074;11939.280
788.482; 2115.793;    2.592;11964.332
789.018; 2089.711;    2.927;11908.042
789.554; 2073.938;    2.974;11907.400
790.090; 2067.766;    2.732;11881.421
790.625; 2055.984;    2.637;11854.802
791.161; 2013.070;    2.250;11783.131
791.696; 2001.334;    2.763;11725.830
792.232; 1987.156;    2.844;11685.956
792.767; 1984.063;    2.777;11690.128
793.303; 1972.081;    2.587;11676.556
793.838; 1949.956;    2.566;11632.534
794.373; 1934.769;    2.773;11560.866
794.909; 1919.244;    2.949;11462.723
795.444; 1898.495;    2.620;11410.744
795.979; 1880.404;    2.289;11314.146
796.514; 1866.801;    1.922;11259.623
797.049; 1863.296;    2.302;11258.978
797.584; 1846.387;    2.630;11238.729
798.119; 1835.990;    2.614;11228.720
798.654; 1842.886;    2.384;11267.354
799.189; 1845.789;    2.320;11243.914
799.724; 1843.184;    2.323;11264.951
800.259; 1848.000;    2.847;11262.826
800.794; 1849.229;    2.907;11200.135
801.329; 1855.308;    2.604;11153.245
801.863; 1859.762;    2.257;11128.419
802.398; 1855.454;    2.324;11081.932
802.933; 1841.994;    2.422;10963.883
803.467; 1842.197;    2.709;10841.859
804.002; 1839.423;    2.387;10741.154
804.536; 1837.306;    1.782;10658.524
805.071; 1850.650;    1.464;10654.964
805.605; 1869.111;    1.962;10629.821
806.139; 1877.045;    2.163;10574.163
806.674; 1909.212;    2.193;10676.176
807.208; 1931.021;    1.947;10711.335
807.742; 1947.848;    1.717;10733.925
808.276; 1973.717;    2.420;10741.487
808.811; 1983.930;    3.082;10734.969
809.345; 1989.338;    3.136;10643.591
809.879; 2015.491;    3.137;10637.672
810.413; 2032.487;    3.059;10587.516
810.947; 2054.415;    3.507;10572.150
811.481; 2090.851;    4.410;10590.169
812.015; 2103.659;    4.270;10612.771
812.549; 2130.865;    3.960;10586.839
813.082; 2169.114;    3.502;10636.075
813.616; 2196.362;    3.253;10620.640
814.150; 2227.585;    3.612;10553.794
814.683; 2263.710;    3.577;10508.280
815.217; 2309.204;    2.820;10483.739
815.751; 2361.040;    2.350;10430.468
816.284; 2403.027;    2.123;10361.859
816.818; 2437.051;    2.576;10252.118
817.351; 2483.296;    2.716;10199.703
817.885; 2520.947;    2.203;10154.906
818.418; 2575.612;    1.812;10126.190
818.951; 2614.730;    1.853;10031.190
819.484; 2671.810;    2.207;10035.844
820.018; 2734.428;    2.510;10014.389
820.551; 2800.473;    2.330;10049.086
821.084; 2871.935;    2.089;10078.036
821.617; 2948.435;    1.786;10089.631
822.150; 3017.294;    1.807;10079.384
822.683; 3085.645;    2.023;10049.619
823.216; 3166.635;    2.194;10002.643
823.749; 3256.456;    2.112;10002.903
824.282; 3339.595;    1.657; 9980.746
824.815; 3448.575;    1.874; 9964.790
825.347; 3551.937;    2.742; 9976.763
825.880; 3658.069;    3.019; 9988.958
826.413; 3770.800;    2.927; 9991.990
826.945; 3871.105;    2.514;10004.600
827.478; 3994.051;    2.552;10010.774
828.011; 4110.897;    3.257; 9967.705
828.543; 4210.511;    3.567; 9964.650
829.076; 4316.328;    3.350; 9938.459
829.608; 4417.540;    2.852; 9883.190
830.140; 4528.945;    2.564; 9901.529
830.673; 4655.218;    2.910; 9853.842
831.205; 4759.999;    3.237; 9780.764
831.737; 4887.497;    2.789; 9791.182
832.269; 4986.176;    2.252; 9696.285
832.801; 5109.742;    1.946; 9624.224
833.333; 5219.257;    2.033; 9577.904
833.865; 5331.503;    2.453; 9547.805
834.397; 5442.938;    2.577; 9523.343
834.929; 5534.288;    2.152; 9487.538
835.461; 5605.082;    2.126; 9365.161
835.993; 5694.298;    1.952; 9320.995
836.525; 5768.355;    2.206; 9308.481
837.057; 5867.519;    2.433; 9301.330
837.588; 5953.653;    2.402; 9277.372
838.120; 6022.554;    1.904; 9287.247
838.652; 6086.498;    1.642; 9355.522
839.183; 6167.373;    1.687; 9499.963
839.715; 6224.238;    2.240; 9580.639
840.246; 6254.444;    2.349; 9587.818
840.778; 6260.751;    2.330; 9564.621
841.309; 6259.366;    2.190; 9532.572
841.840; 6233.714;    2.450; 9519.996
842.372; 6199.467;    3.030; 9483.938
842.903; 6141.219;    3.136; 9441.794
843.434; 6077.580;    2.817; 9357.458
843.965; 6020.070;    2.310; 9319.769
844.496; 5949.493;    2.152; 9343.974
845.028; 5895.074;    2.639; 9396.660
845.559; 5837.925;    2.982; 9448.116
846.089; 5758.190;    2.784; 9452.687
846.620; 5675.602;    2.610; 9469.329
847.151; 5608.225;    2.837; 9519.497
847.682; 5527.405;    3.353; 9538.660
848.213; 5425.198;    3.534; 9525.329
848.744; 5290.427;    3.037; 9454.759
849.274; 5156.598;    2.373; 9379.308
849.805; 5049.476;    2.110; 9345.937
850.336; 4946.099;    2.430; 9311.855
850.866; 4813.685;    2.506; 9258.625
851.397; 4689.436;    2.189; 9260.577
851.927; 4591.459;    2.016; 9276.317
852.457; 4488.680;    1.852; 9306.553
852.988; 4387.188;    2.086; 9343.456
853.518; 4285.778;    2.549; 9353.948
854.048; 4179.665;    2.479; 9359.599
854.578; 4091.875;    2.274; 9405.596
855.109; 4017.131;    2.157; 9455.482
855.639; 3935.824;    2.010; 9469.054
856.169; 3867.144;    2.692; 9465.776
856.699; 3791.445;    3.046; 9451.917
857.229; 3713.997;    2.664; 9472.702
857.759; 3641.982;    2.403; 9458.188
858.289; 3577.028;    2.152; 9485.961
858.818; 3521.240;    2.507; 9528.114
859.348; 3451.874;    3.049; 9546.704
859.878; 3367.433;    2.714; 9543.730
860.408; 3303.427;    2.349; 9536.490
860.937; 3237.312;    2.439; 9497.186
861.467; 3180.375;    2.607; 9544.058
861.996; 3116.200;    3.050; 9520.332
862.526; 3045.815;    3.059; 9454.146
863.055; 3006.489;    2.804; 9499.622
863.585; 2967.590;    2.524; 9562.398
864.114; 2918.495;    2.357; 9587.175
864.643; 2877.879;    2.579; 9636.829
865.172; 2833.595;    2.674; 9660.092
865.702; 2807.172;    2.556; 9710.460
866.231; 2763.097;    2.096; 9756.873
866.760; 2711.054;    1.799; 9743.839
867.289; 2679.165;    2.307; 9755.036
867.818; 2656.711;    2.893; 9798.701
868.347; 2626.542;    2.700; 9825.833
868.876; 2590.313;    2.447; 9763.459
869.404; 2546.473;    1.980; 9737.922
869.933; 2515.502;    2.170; 9749.092
870.462; 2487.460;    2.723; 9793.668
870.991; 2478.020;    2.579; 9825.379
871.519; 2458.955;    2.239; 9886.887
872.048; 2438.960;    1.832; 9926.965
872.576; 2428.057;    1.757;10010.485
873.105; 2417.814;    2.226;10093.502
873.633; 2417.486;    2.629;10152.345
874.162; 2407.237;    2.180;10161.448
874.690; 2372.044;    1.759;10158.586
875.218; 2352.536;    1.462;10201.747
875.747; 2359.287;    2.067;10279.081
876.275; 2357.326;    2.576;10329.214
876.803; 2357.470;    2.683;10383.697
877.331; 2335.071;    2.096;10420.604
877.859; 2327.426;    1.849;10509.329
878.387; 2323.115;    2.222;10576.276
878.915; 2327.931;    2.842;10608.576
879.443; 2309.868;    2.752;10629.683
879.971; 2297.970;    2.447;10692.274
880.499; 2295.188;    2.079;10719.518
881.026; 2302.705;    2.347;10744.923
881.554; 2310.517;    3.103;10802.524
882.082; 2309.760;    2.962;10885.666
882.609; 2297.210;    2.556;10909.366
883.137; 2334.824;    2.903;10963.422
883.664; 2355.427;    2.989;11019.947
884.192; 2350.897;    3.380;11062.679
884.719; 2358.541;    3.577;11131.102
885.247; 2362.128;    3.287;11120.031
885.774; 2371.865;    3.103;11084.284
886.301; 2377.085;    2.832;11082.367
886.828; 2354.035;    2.439;11090.191
887.355; 2349.915;    2.522;11124.687
887.883; 2354.978;    2.340;11175.243
888.410; 2347.079;    1.873;11167.918
888.937; 2350.940;    1.709;11204.269
889.463; 2368.530;    2.000;11296.452
889.990; 2392.426;    2.764;11394.532
890.517; 2413.040;    3.017;11431.953
891.044; 2429.275;    2.646;11448.239
891.571; 2453.738;    2.276;11519.228
892.097; 2478.781;    2.307;11606.510
892.624; 2512.092;    2.804;11679.054
893.151; 2528.106;    2.763;11676.534
893.677; 2539.607;    2.170;11641.063
894.204; 2552.077;    1.604;11712.869
894.730; 2573.280;    1.544;11743.628
895.256; 2599.661;    2.004;11750.920
895.783; 2635.152;    2.417;11841.229
896.309; 2647.806;    1.769;11876.500
896.835; 2677.203;    1.559;11977.813
897.361; 2708.998;    1.603;12099.589
897.887; 2740.990;    1.909;12146.932
898.413; 2789.500;    2.613;12315.799
898.940; 2815.145;    2.652;12404.012
899.465; 2844.806;    2.444;12498.476
899.991; 2880.313;    2.314;12629.896
900.517; 2918.455;    2.446;12771.473
901.043; 2995.135;    3.206;12896.053
901.569; 3063.714;    3.334;13125.071
902.094; 3147.549;    3.354;13310.450
902.620; 3222.342;    3.176;13481.510
