2.084000 2866.694378 53.541520
2.088000 2866.961620 53.544016
2.092000 2781.034115 52.735511
2.096000 2834.858209 53.243387
2.100000 2908.418977 53.929760
2.104000 2685.855011 51.825235
2.108000 2800.169997 52.916633
2.112000 2748.541578 52.426535
2.116000 2699.343284 51.955205
2.120000 2842.754063 53.317484
2.124000 2840.699360 53.298212
2.128000 2808.494670 52.995233
2.132000 2921.208633 54.048207
2.136000 2826.928571 53.168868
2.140000 2799.021583 52.905780
2.144000 2796.669510 52.883547
2.148000 2820.805970 53.111260
2.152000 2855.934985 53.440949
2.156000 2766.352345 52.596125
2.160000 2690.713030 51.872083
2.164000 2830.222814 53.199838
2.168000 2906.149747 53.908717
2.172000 2973.568345 54.530435
2.176000 2770.221748 52.632896
2.180000 2938.689232 54.209678
2.184000 2875.606182 53.624679
2.188000 2926.278177 54.095085
2.192000 2781.326759 52.738286
2.196000 2835.256595 53.247128
2.200000 2872.027178 53.591298
2.204000 2902.796696 53.877608
2.208000 2938.298507 54.206074
2.212000 2913.689315 53.978601
2.216000 3008.784972 54.852393
2.220000 2947.394085 54.289908
2.224000 2905.474021 53.902449
2.228000 2827.578891 53.174984
2.232000 2937.467093 54.198405
2.236000 2999.334932 54.766184
2.240000 2953.257661 54.343883
2.244000 2933.345057 54.160364
2.248000 2883.261391 53.696009
2.252000 2941.113776 54.232036
2.256000 3037.971756 55.117799
2.260000 2860.406075 53.482764
2.264000 2882.062350 53.684843
2.268000 2836.517986 53.258971
2.272000 2876.725819 53.635117
2.276000 3013.697842 54.897157
2.280000 3032.092701 55.064441
2.284000 3011.572609 54.877797
2.288000 2900.156675 53.853103
2.292000 3036.234479 55.102037
2.296000 3071.483080 55.420962
2.300000 3047.712230 55.206089
2.304000 2950.752998 54.320834
2.308000 2988.125766 54.663752
2.312000 2910.018114 53.944584
2.316000 3022.484412 54.977126
2.320000 3082.406075 55.519421
2.324000 2988.236548 54.664765
2.328000 2999.003464 54.763158
2.332000 3042.568079 55.159479
2.336000 3002.276033 54.793029
2.340000 2990.032686 54.681191
2.344000 3031.733902 55.061183
2.348000 2986.896765 54.652509
2.352000 3022.200724 54.974546
2.356000 2994.391042 54.721029
2.360000 3003.193126 54.801397
2.364000 3002.854681 54.798309
2.368000 3020.769656 54.961529
2.372000 2917.351395 54.012511
2.376000 2993.272503 54.710808
2.380000 2951.507327 54.327777
2.384000 3081.533182 55.511559
2.388000 3021.633094 54.969383
2.392000 3051.803069 55.243127
2.396000 3111.971820 55.785050
2.400000 2954.901279 54.359004
2.404000 2945.337597 54.270965
2.408000 2981.807842 54.605932
2.412000 3034.642290 55.087587
2.416000 3069.094098 55.399405
2.420000 3077.587264 55.476006
2.424000 3080.969241 55.506479
2.428000 3021.487774 54.968061
2.432000 3010.437993 54.867458
2.436000 3058.554579 55.304200
2.440000 2953.447072 54.345626
2.444000 3062.406827 55.339017
2.448000 3034.855535 55.089523
2.452000 3034.831224 55.089302
2.456000 3001.890494 54.789511
2.460000 3005.000807 54.817888
2.464000 3068.576062 55.394730
2.468000 2986.502131 54.648899
2.472000 2977.954748 54.570640
2.476000 2973.064288 54.525813
2.480000 2946.382825 54.280593
2.484000 3078.284284 55.482288
2.488000 3064.423849 55.357238
2.492000 3053.468385 55.258197
2.496000 3122.164538 55.876333
2.500000 2999.040965 54.763500
2.504000 2963.293262 54.436139
2.508000 3086.238993 55.553929
2.512000 2991.372936 54.693445
2.516000 3034.550617 55.086755
2.520000 2985.944619 54.643798
2.524000 3045.755832 55.188367
2.528000 3074.056678 55.444176
2.532000 2999.715329 54.769657
2.536000 3060.527575 55.322035
2.540000 3180.195735 56.393224
2.544000 3092.966436 55.614444
2.548000 3010.050447 54.863927
2.552000 2984.157793 54.627445
2.556000 2973.817069 54.532716
2.560000 3006.521843 54.831759
2.564000 3019.555956 54.950486
2.568000 3007.308993 54.838937
2.572000 2989.885049 54.679841
2.576000 3032.317274 55.066480
2.580000 3006.053440 54.827488
2.584000 2995.219322 54.728597
2.588000 3047.219573 55.201627
2.592000 3055.763250 55.278958
2.596000 3001.948196 54.790037
2.600000 3046.244564 55.192794
2.604000 3082.988459 55.524665
2.608000 3069.362712 55.401829
2.612000 2987.863346 54.661351
2.616000 3028.062937 55.027838
2.620000 3047.437237 55.203598
2.624000 3015.165049 54.910519
2.628000 2977.112610 54.562923
2.632000 3068.078549 55.390239
2.636000 3063.868599 55.352223
2.640000 3113.745108 55.800942
2.644000 3101.357795 55.689836
2.648000 3076.611338 55.467210
2.652000 3031.153144 55.055909
