Title                                                           28.11.2022 15:28
________________________________________________________________________________

Title


Curve Name:
  mp2028_281122_LNO, 28.11.2022 14:59:27
  Performed 28.11.2022 14:59:26
  Sample Weight
Curve Values:
          Index              t             Ts             Tr          Value
                           [s]           [°C]           [°C]           [mg]
            778            778        142.048        154.667        4.17099
            779            779        142.216        154.833        4.17101
            780            780        142.384            155        4.17103
            781            781        142.553        155.167        4.17105
            782            782        142.721        155.333        4.17106
            783            783        142.892          155.5        4.17107
            784            784        143.067        155.667         4.1711
            785            785        143.237        155.833        4.17115
            786            786        143.403            156        4.17118
            787            787        143.581        156.167         4.1712
            788            788        143.747        156.333         4.1712
            789            789        143.909          156.5        4.17119
            790            790        144.082        156.667        4.17113
            791            791        144.247        156.833        4.17108
            792            792        144.415            157        4.17105
            793            793        144.594        157.167        4.17105
            794            794        144.756        157.333        4.17102
            795            795        144.917          157.5        4.17101
            796            796        145.093        157.667        4.17099
            797            797        145.262        157.833        4.17095
            798            798        145.427            158        4.17093
            799            799        145.601        158.167        4.17089
            800            800        145.768        158.333        4.17087
            801            801        145.937          158.5        4.17087
            802            802        146.108        158.667        4.17081
            803            803        146.279        158.833        4.17077
            804            804        146.446            159        4.17074
            805            805        146.615        159.167        4.17072
            806            806        146.784        159.333        4.17077
            807            807        146.954          159.5         4.1708
            808            808        147.126        159.667        4.17082
            809            809        147.291        159.833        4.17083
            810            810        147.462            160        4.17085
            811            811         147.63        160.167        4.17083
            812            812        147.796        160.333        4.17081
            813            813        147.964          160.5        4.17081
            814            814        148.129        160.667        4.17078
            815            815        148.295        160.833        4.17078
            816            816        148.477            161         4.1708
            817            817        148.643        161.167        4.17082
            818            818        148.811        161.333        4.17089
            819            819        148.976          161.5        4.17091
            820            820        149.149        161.667        4.17091
            821            821        149.319        161.833        4.17092
            822            822        149.491            162        4.17093
            823            823         149.66        162.167        4.17096
            824            824        149.827        162.333        4.17098
            825            825        149.997          162.5        4.17099
            826            826        150.167        162.667        4.17101
            827            827        150.337        162.833        4.17099
            828            828        150.507            163        4.17099
            829            829        150.677        163.167        4.17101
            830            830        150.832        163.333        4.17097
            831            831        151.007          163.5        4.17097
            832            832        151.174        163.667        4.17096
            833            833        151.339        163.833        4.17095
            834            834        151.513            164        4.17102
            835            835        151.688        164.167        4.17107
            836            836        151.861        164.333        4.17111
            837            837        152.017          164.5        4.17113
            838            838        152.189        164.667        4.17113
            839            839        152.366        164.833         4.1711
            840            840        152.536            165        4.17104
            841            841        152.709        165.167        4.17096
            842            842        152.876        165.333        4.17079
            843            843        153.036          165.5        4.17068
            844            844        153.204        165.667        4.17061
            845            845        153.371        165.833        4.17056
            846            846        153.543            166        4.17052
            847            847        153.713        166.167        4.17047
            848            848        153.876        166.333         4.1704
            849            849        154.058          166.5        4.17033
            850            850        154.218        166.667        4.17026
            851            851        154.386        166.833        4.17022
            852            852        154.554            167         4.1702
            853            853        154.729        167.167        4.17019
            854            854        154.896        167.333        4.17016
            855            855        155.071          167.5        4.17012
            856            856        155.235        167.667        4.17006
            857            857        155.415        167.833        4.16999
            858            858        155.577            168        4.16992
            859            859        155.741        168.167        4.16989
            860            860         155.92        168.333        4.16989
            861            861        156.089          168.5        4.16988
            862            862        156.262        168.667        4.16992
            863            863        156.428        168.833        4.16993
            864            864         156.59            169        4.16994
            865            865        156.762        169.167        4.16995
            866            866         156.93        169.333        4.17001
            867            867        157.095          169.5        4.17007
            868            868        157.276        169.667        4.17011
            869            869        157.438        169.833        4.17013
            870            870        157.605            170        4.17014
            871            871        157.777        170.167        4.17014
            872            872         157.94        170.333        4.17015
            873            873        158.107          170.5        4.17016
            874            874         158.28        170.667        4.17016
            875            875        158.449        170.833        4.17009
            876            876        158.625            171        4.17003
            877            877         158.79        171.167        4.16995
            878            878        158.962        171.333        4.16986
            879            879        159.128          171.5        4.16974
            880            880        159.286        171.667        4.16968
            881            881        159.461        171.833        4.16966
            882            882        159.633            172        4.16964
            883            883        159.804        172.167        4.16966
            884            884         159.97        172.333        4.16965
            885            885        160.139          172.5        4.16961
            886            886        160.316        172.667        4.16957
            887            887        160.486        172.833        4.16955
            888            888        160.652            173        4.16957
            889            889         160.82        173.167        4.16959
            890            890        160.997        173.333        4.16961
            891            891        161.158          173.5        4.16966
            892            892        161.334        173.667         4.1697
            893            893        161.503        173.833        4.16976
            894            894        161.673            174        4.16982
            895            895        161.836        174.167        4.16984
            896            896        161.997        174.333        4.16985
            897            897        162.162          174.5        4.16984
            898            898        162.333        174.667        4.16984
            899            899        162.505        174.833        4.16985
            900            900        162.673            175        4.16988
            901            901        162.841        175.167         4.1699
            902            902        163.018        175.333        4.16992
            903            903        163.188          175.5        4.16997
            904            904        163.354        175.667        4.16999
            905            905        163.523        175.833        4.17003
            906            906        163.692            176        4.17009
            907            907        163.862        176.167        4.17011
            908            908        164.029        176.333        4.17013
            909            909        164.201          176.5        4.17014
            910            910         164.37        176.667        4.17013
            911            911        164.537        176.833         4.1701
            912            912        164.708            177         4.1701
            913            913        164.879        177.167        4.17011
            914            914        165.053        177.333        4.17013
            915            915        165.218          177.5        4.17013
            916            916         165.39        177.667        4.17013
            917            917        165.556        177.833        4.17016
            918            918        165.726            178        4.17022
            919            919        165.895        178.167        4.17032
            920            920        166.067        178.333         4.1704
            921            921         166.24          178.5        4.17047
            922            922        166.402        178.667        4.17052
            923            923        166.572        178.833        4.17056
            924            924        166.747            179        4.17056
            925            925        166.916        179.167        4.17052
            926            926        167.079        179.333        4.17046
            927            927        167.246          179.5        4.17028
            928            928        167.417        179.667        4.17018
            929            929        167.584        179.833        4.17011
            930            930        167.752            180        4.17006
            931            931        167.929        180.167        4.17001
            932            932        168.091        180.333        4.16996
            933            933        168.266          180.5        4.16995
            934            934        168.435        180.667        4.16997
            935            935        168.603        180.833        4.17002
            936            936         168.77            181        4.17004
            937            937        168.942        181.167        4.17004
            938            938        169.109        181.333        4.17002
            939            939        169.275          181.5        4.16999
            940            940        169.449        181.667         4.1699
            941            941        169.618        181.833        4.16985
            942            942        169.784            182        4.16982
            943            943         169.96        182.167        4.16982
            944            944        170.129        182.333        4.16981
            945            945        170.299          182.5        4.16982
            946            946        170.461        182.667        4.16982
            947            947        170.635        182.833        4.16982
            948            948          170.8            183        4.16986
            949            949        170.968        183.167        4.16991
            950            950        171.142        183.333        4.16997
            951            951        171.308          183.5        4.17003
            952            952        171.477        183.667        4.17008
            953            953        171.647        183.833        4.17014
            954            954        171.814            184        4.17022
            955            955        171.989        184.167         4.1703
            956            956        172.154        184.333        4.17034
            957            957        172.321          184.5        4.17037
            958            958        172.484        184.667        4.17038
            959            959        172.658        184.833        4.17037
            960            960        172.826            185         4.1703
            961            961        172.998        185.167        4.17024
            962            962        173.165        185.333        4.17019
            963            963        173.332          185.5        4.17015
            964            964        173.515        185.667        4.17012
            965            965        173.677        185.833        4.17012
            966            966        173.846            186        4.17011
            967            967        174.026        186.167         4.1701
            968            968        174.186        186.333        4.17013
            969            969        174.348          186.5         4.1701
            970            970        174.523        186.667        4.17006
            971            971        174.691        186.833        4.17002
            972            972        174.867            187        4.16997
            973            973         175.03        187.167        4.16995
            974            974        175.201        187.333        4.16993
            975            975         175.37          187.5         4.1699
            976            976        175.541        187.667        4.16991
            977            977        175.708        187.833        4.16987
            978            978        175.873            188        4.16985
            979            979        176.057        188.167        4.16985
            980            980        176.222        188.333        4.16982
            981            981        176.382          188.5        4.16982
            982            982        176.561        188.667        4.16981
            983            983        176.727        188.833         4.1698
            984            984        176.901            189        4.16982
            985            985        177.064        189.167        4.16984
            986            986        177.236        189.333        4.16988
            987            987        177.402          189.5        4.16991
            988            988        177.569        189.667        4.16991
            989            989        177.737        189.833        4.16991
            990            990        177.911            190        4.16992
            991            991        178.078        190.167        4.16994
            992            992        178.243        190.333        4.16998
            993            993        178.411          190.5           4.17
            994            994        178.578        190.667        4.17001
            995            995        178.746        190.833           4.17
            996            996        178.917            191        4.16998
            997            997        179.083        191.167        4.16993
            998            998        179.265        191.333        4.16985
            999            999        179.426          191.5        4.16977
           1000           1000        179.602        191.667         4.1696
           1001           1001        179.776        191.833         4.1695
           1002           1002        179.949            192        4.16945
           1003           1003        180.121        192.167        4.16942
           1004           1004        180.284        192.333        4.16942
           1005           1005        180.451          192.5         4.1694
           1006           1006        180.623        192.667        4.16938
           1007           1007        180.797        192.833        4.16938
           1008           1008        180.968            193         4.1694
           1009           1009        181.134        193.167        4.16945
           1010           1010        181.305        193.333        4.16948
           1011           1011        181.479          193.5         4.1695
           1012           1012        181.646        193.667        4.16951
           1013           1013        181.811        193.833        4.16952
           1014           1014        181.975            194        4.16949
           1015           1015        182.148        194.167        4.16944
           1016           1016        182.318        194.333        4.16938
           1017           1017        182.484          194.5         4.1693
           1018           1018        182.656        194.667        4.16927
           1019           1019        182.821        194.833        4.16923
           1020           1020        182.984            195         4.1692
           1021           1021        183.159        195.167         4.1692
           1022           1022        183.327        195.333         4.1692
           1023           1023          183.5          195.5        4.16922
           1024           1024        183.661        195.667        4.16927
           1025           1025        183.831        195.833         4.1693
           1026           1026         184.01            196        4.16933
           1027           1027        184.172        196.167        4.16935
           1028           1028        184.349        196.333        4.16935
           1029           1029        184.523          196.5        4.16934
           1030           1030        184.694        196.667        4.16932
           1031           1031        184.866        196.833        4.16931
           1032           1032        185.027            197        4.16933
           1033           1033        185.197        197.167        4.16936
           1034           1034        185.373        197.333        4.16941
           1035           1035         185.53          197.5        4.16945
           1036           1036        185.708        197.667        4.16949
           1037           1037        185.874        197.833        4.16956
           1038           1038        186.048            198        4.16957
           1039           1039        186.219        198.167        4.16956
           1040           1040        186.383        198.333        4.16955
           1041           1041        186.553          198.5        4.16951
           1042           1042         186.72        198.667        4.16951
           1043           1043        186.898        198.833        4.16952
           1044           1044        187.069            199        4.16952
           1045           1045        187.228        199.167        4.16957
           1046           1046        187.397        199.333         4.1696
           1047           1047        187.573          199.5        4.16965
           1048           1048        187.745        199.667         4.1697
           1049           1049         187.91        199.833        4.16973
           1050           1050        188.077            200        4.16977
           1051           1051        188.245        200.167        4.16979
           1052           1052        188.419        200.333         4.1698
           1053           1053        188.588          200.5        4.16978
           1054           1054        188.763        200.667        4.16975
           1055           1055        188.919        200.833        4.16971
           1056           1056         189.09            201        4.16967
           1057           1057        189.262        201.167        4.16963
           1058           1058        189.429        201.333        4.16962
           1059           1059        189.599          201.5        4.16961
           1060           1060        189.774        201.667        4.16959
           1061           1061        189.939        201.833        4.16961
           1062           1062        190.113            202        4.16958
           1063           1063        190.279        202.167        4.16954
           1064           1064        190.448        202.333        4.16952
           1065           1065        190.622          202.5        4.16948
           1066           1066        190.792        202.667        4.16947
           1067           1067        190.961        202.833        4.16945
           1068           1068        191.129            203        4.16943
           1069           1069        191.293        203.167        4.16944
           1070           1070        191.466        203.333         4.1694
           1071           1071        191.633          203.5        4.16937
           1072           1072        191.803        203.667        4.16936
           1073           1073         191.98        203.833        4.16934
           1074           1074        192.146            204        4.16933
           1075           1075        192.316        204.167        4.16931
           1076           1076        192.473        204.333        4.16929
           1077           1077        192.642          204.5        4.16929
           1078           1078         192.82        204.667        4.16927
           1079           1079        192.989        204.833        4.16926
           1080           1080        193.156            205        4.16926
           1081           1081        193.325        205.167        4.16922
           1082           1082        193.494        205.333        4.16919
           1083           1083        193.664          205.5        4.16916
           1084           1084        193.835        205.667        4.16912
           1085           1085        194.005        205.833        4.16915
           1086           1086         194.17            206        4.16918
           1087           1087        194.342        206.167        4.16922
           1088           1088         194.51        206.333        4.16924
           1089           1089        194.688          206.5         4.1693
           1090           1090         194.85        206.667        4.16931
           1091           1091        195.018        206.833         4.1693
           1092           1092        195.196            207        4.16928
           1093           1093        195.361        207.167         4.1692
           1094           1094        195.526        207.333        4.16918
           1095           1095        195.698          207.5        4.16919
           1096           1096         195.86        207.667         4.1692
           1097           1097        196.036        207.833        4.16923
           1098           1098        196.207            208        4.16923
           1099           1099         196.37        208.167        4.16923
           1100           1100        196.546        208.333        4.16921
           1101           1101        196.709          208.5        4.16921
           1102           1102         196.88        208.667        4.16923
           1103           1103        197.049        208.833        4.16925
           1104           1104        197.211            209        4.16926
           1105           1105        197.389        209.167        4.16927
           1106           1106        197.561        209.333        4.16928
           1107           1107        197.734          209.5        4.16928
           1108           1108        197.903        209.667         4.1693
           1109           1109        198.072        209.833        4.16933
           1110           1110        198.239            210         4.1693
           1111           1111        198.411        210.167         4.1693
           1112           1112         198.58        210.333        4.16929
           1113           1113        198.741          210.5        4.16927
           1114           1114        198.915        210.667        4.16924
           1115           1115        199.086        210.833        4.16922
           1116           1116        199.257            211        4.16919
           1117           1117        199.418        211.167        4.16918
           1118           1118        199.592        211.333         4.1692
           1119           1119        199.764          211.5        4.16924
           1120           1120        199.936        211.667        4.16926
           1121           1121        200.108        211.833        4.16927
           1122           1122        200.278            212        4.16931
           1123           1123        200.453        212.167        4.16929
           1124           1124        200.613        212.333        4.16923
           1125           1125        200.786          212.5        4.16916
           1126           1126         200.95        212.667        4.16902
           1127           1127        201.125        212.833        4.16897
           1128           1128        201.291            213        4.16895
           1129           1129        201.466        213.167        4.16893
           1130           1130        201.631        213.333        4.16898
           1131           1131        201.798          213.5          4.169
           1132           1132        201.968        213.667        4.16903
           1133           1133        202.139        213.833        4.16909
           1134           1134        202.307            214        4.16917
           1135           1135        202.477        214.167        4.16923
           1136           1136        202.642        214.333        4.16927
           1137           1137        202.816          214.5        4.16931
           1138           1138        202.987        214.667        4.16932
           1139           1139        203.161        214.833        4.16929
           1140           1140        203.322            215        4.16924
           1141           1141        203.493        215.167        4.16918
           1142           1142        203.667        215.333        4.16907
           1143           1143        203.837          215.5        4.16903
           1144           1144        204.004        215.667        4.16899
           1145           1145        204.171        215.833        4.16895
           1146           1146        204.344            216        4.16895
           1147           1147        204.522        216.167        4.16892
           1148           1148        204.688        216.333        4.16892
           1149           1149        204.852          216.5        4.16895
           1150           1150        205.014        216.667        4.16896
           1151           1151        205.191        216.833        4.16898
           1152           1152        205.357            217          4.169
           1153           1153        205.525        217.167        4.16901
           1154           1154        205.692        217.333        4.16902
           1155           1155        205.867          217.5        4.16901
           1156           1156        206.036        217.667        4.16899
           1157           1157        206.209        217.833        4.16898
           1158           1158        206.375            218        4.16897
           1159           1159        206.541        218.167        4.16898
           1160           1160        206.703        218.333          4.169
           1161           1161        206.877          218.5          4.169
           1162           1162        207.051        218.667        4.16904
           1163           1163        207.221        218.833        4.16903
           1164           1164        207.394            219        4.16902
           1165           1165        207.555        219.167        4.16903
           1166           1166        207.724        219.333        4.16901
           1167           1167         207.89          219.5        4.16902
           1168           1168        208.063        219.667        4.16903
           1169           1169        208.236        219.833        4.16905
           1170           1170        208.396            220        4.16908
           1171           1171        208.573        220.167        4.16919
           1172           1172        208.745        220.333        4.16929
           1173           1173         208.91          220.5        4.16938
           1174           1174         209.08        220.667        4.16945
           1175           1175        209.249        220.833        4.16954
           1176           1176        209.417            221        4.16958
           1177           1177        209.586        221.167        4.16958
           1178           1178        209.765        221.333        4.16956
           1179           1179        209.938          221.5        4.16943
           1180           1180        210.108        221.667        4.16935
           1181           1181        210.274        221.833         4.1693
           1182           1182         210.44            222        4.16928
           1183           1183        210.607        222.167        4.16926
           1184           1184        210.782        222.333        4.16923
           1185           1185        210.947          222.5        4.16919
           1186           1186        211.121        222.667        4.16914
           1187           1187         211.29        222.833        4.16909
           1188           1188        211.454            223        4.16906
           1189           1189        211.628        223.167        4.16905
           1190           1190        211.801        223.333        4.16904
           1191           1191        211.967          223.5        4.16901
           1192           1192        212.133        223.667          4.169
           1193           1193        212.306        223.833        4.16899
           1194           1194        212.472            224        4.16899
           1195           1195        212.635        224.167        4.16906
           1196           1196        212.813        224.333        4.16913
           1197           1197        212.987          224.5         4.1692
           1198           1198        213.151        224.667        4.16925
           1199           1199        213.319        224.833        4.16933
           1200           1200        213.486            225        4.16936
           1201           1201        213.656        225.167        4.16936
           1202           1202        213.829        225.333        4.16934
           1203           1203        213.993          225.5        4.16925
           1204           1204        214.168        225.667        4.16923
           1205           1205        214.344        225.833        4.16923
           1206           1206        214.506            226        4.16923
           1207           1207         214.68        226.167        4.16925
           1208           1208        214.855        226.333        4.16923
           1209           1209        215.028          226.5        4.16921
           1210           1210        215.193        226.667        4.16917
           1211           1211         215.36        226.833        4.16914
           1212           1212        215.532            227        4.16916
           1213           1213        215.697        227.167        4.16919
           1214           1214        215.868        227.333        4.16922
           1215           1215        216.036          227.5        4.16928
           1216           1216        216.205        227.667        4.16928
           1217           1217         216.38        227.833        4.16926
           1218           1218        216.546            228        4.16922
           1219           1219         216.71        228.167        4.16911
           1220           1220        216.878        228.333        4.16905
           1221           1221        217.054          228.5        4.16902
           1222           1222        217.221        228.667        4.16898
           1223           1223        217.394        228.833        4.16892
           1224           1224        217.563            229        4.16885
           1225           1225        217.732        229.167        4.16877
           1226           1226        217.896        229.333        4.16869
           1227           1227        218.069          229.5        4.16858
           1228           1228        218.239        229.667        4.16852
           1229           1229        218.408        229.833        4.16851
           1230           1230        218.574            230        4.16852
           1231           1231        218.742        230.167        4.16859
           1232           1232        218.914        230.333        4.16863
           1233           1233        219.088          230.5        4.16865
           1234           1234        219.253        230.667        4.16868
           1235           1235        219.426        230.833         4.1687
           1236           1236        219.588            231        4.16874
           1237           1237        219.766        231.167        4.16879
           1238           1238        219.939        231.333        4.16885
           1239           1239        220.111          231.5        4.16887
           1240           1240        220.285        231.667        4.16889
           1241           1241         220.45        231.833        4.16889
           1242           1242        220.619            232        4.16888
           1243           1243        220.787        232.167        4.16882
           1244           1244        220.961        232.333        4.16877
           1245           1245         221.13          232.5        4.16875
           1246           1246        221.292        232.667        4.16875
           1247           1247        221.462        232.833        4.16873
           1248           1248        221.636            233        4.16872
           1249           1249        221.801        233.167         4.1687
           1250           1250        221.972        233.333        4.16868
           1251           1251        222.142          233.5        4.16866
           1252           1252        222.311        233.667        4.16863
           1253           1253        222.481        233.833        4.16862
           1254           1254        222.654            234        4.16865
           1255           1255        222.818        234.167        4.16865
           1256           1256        222.987        234.333        4.16867
           1257           1257        223.158          234.5        4.16868
           1258           1258        223.329        234.667        4.16868
           1259           1259        223.493        234.833        4.16869
           1260           1260        223.664            235        4.16867
           1261           1261        223.835        235.167        4.16864
           1262           1262        224.001        235.333        4.16863
           1263           1263        224.164          235.5        4.16862
           1264           1264        224.337        235.667        4.16857
           1265           1265        224.513        235.833        4.16852
           1266           1266        224.685            236        4.16847
           1267           1267        224.852        236.167        4.16842
           1268           1268        225.025        236.333         4.1684
           1269           1269        225.201          236.5         4.1684
           1270           1270        225.369        236.667        4.16842
           1271           1271        225.534        236.833        4.16843
           1272           1272        225.697            237        4.16846
           1273           1273        225.881        237.167        4.16846
           1274           1274        226.047        237.333        4.16843
           1275           1275        226.204          237.5        4.16841
           1276           1276        226.383        237.667        4.16841
           1277           1277        226.551        237.833        4.16844
           1278           1278        226.716            238        4.16848
           1279           1279        226.888        238.167        4.16852
           1280           1280         227.06        238.333         4.1686
           1281           1281        227.228          238.5        4.16861
           1282           1282        227.395        238.667         4.1686
           1283           1283        227.567        238.833        4.16857
           1284           1284        227.734            239         4.1685
           1285           1285        227.904        239.167         4.1685
           1286           1286        228.072        239.333        4.16854
           1287           1287        228.247          239.5        4.16857
           1288           1288        228.415        239.667        4.16867
           1289           1289        228.581        239.833        4.16874
           1290           1290        228.752            240        4.16881
           1291           1291        228.925        240.167        4.16891
           1292           1292        229.093        240.333        4.16902
           1293           1293        229.258          240.5        4.16911
           1294           1294         229.43        240.667        4.16917
           1295           1295        229.602        240.833        4.16922
           1296           1296         229.77            241        4.16924
           1297           1297         229.94        241.167        4.16923
           1298           1298         230.11        241.333        4.16924
           1299           1299        230.283          241.5        4.16926
           1300           1300        230.461        241.667        4.16922
           1301           1301        230.621        241.833        4.16921
           1302           1302        230.786            242         4.1692
           1303           1303        230.957        242.167        4.16918
           1304           1304        231.123        242.333        4.16917
           1305           1305        231.297          242.5        4.16914
           1306           1306        231.476        242.667         4.1691
           1307           1307        231.639        242.833        4.16905
           1308           1308        231.805            243        4.16902
           1309           1309        231.973        243.167        4.16903
           1310           1310        232.146        243.333        4.16904
           1311           1311        232.318          243.5        4.16905
           1312           1312         232.49        243.667        4.16912
           1313           1313         232.66        243.833        4.16913
           1314           1314        232.827            244        4.16913
           1315           1315        232.999        244.167        4.16911
           1316           1316        233.164        244.333        4.16902
           1317           1317        233.335          244.5        4.16896
           1318           1318        233.503        244.667        4.16894
           1319           1319         233.67        244.833        4.16895
           1320           1320        233.845            245        4.16895
           1321           1321        234.006        245.167        4.16896
           1322           1322        234.176        245.333        4.16896
           1323           1323        234.348          245.5        4.16895
           1324           1324        234.511        245.667        4.16894
           1325           1325        234.688        245.833        4.16891
           1326           1326         234.86            246        4.16888
           1327           1327        235.033        246.167        4.16887
           1328           1328        235.203        246.333        4.16885
           1329           1329        235.374          246.5        4.16885
           1330           1330        235.545        246.667        4.16885
           1331           1331         235.71        246.833        4.16883
           1332           1332        235.888            247        4.16881
           1333           1333        236.053        247.167        4.16878
           1334           1334        236.223        247.333        4.16872
           1335           1335        236.398          247.5        4.16865
           1336           1336        236.564        247.667        4.16861
           1337           1337        236.733        247.833        4.16854
           1338           1338        236.907            248        4.16851
           1339           1339        237.075        248.167        4.16847
           1340           1340        237.247        248.333        4.16843
           1341           1341        237.412          248.5        4.16842
           1342           1342        237.579        248.667        4.16838
           1343           1343        237.745        248.833        4.16833
           1344           1344        237.921            249        4.16828
           1345           1345        238.091        249.167        4.16825
           1346           1346        238.256        249.333        4.16825
           1347           1347         238.43          249.5        4.16826
           1348           1348        238.595        249.667        4.16827
           1349           1349        238.764        249.833        4.16833
           1350           1350        238.936            250        4.16835
           1351           1351        239.104        250.167        4.16837
           1352           1352        239.269        250.333        4.16842
           1353           1353        239.433          250.5        4.16845
           1354           1354         239.61        250.667        4.16851
           1355           1355        239.776        250.833        4.16857
           1356           1356        239.946            251        4.16863
           1357           1357        240.114        251.167        4.16871
           1358           1358        240.282        251.333        4.16874
           1359           1359        240.455          251.5        4.16874
           1360           1360        240.623        251.667        4.16873
           1361           1361        240.801        251.833        4.16864
           1362           1362        240.971            252        4.16863
