Title                                                           28.11.2022 15:28
________________________________________________________________________________

Title


Curve Name:
  mp2028_281122_LNO, 28.11.2022 14:59:27
  Performed 28.11.2022 14:59:26
  Sample Weight
Curve Values:
          Index              t             Ts             Tr          Value
                           [s]           [°C]           [°C]           [mg]
           3130           3130        538.035        546.667        4.16353
           3131           3131        538.201        546.833        4.16355
           3132           3132         538.37            547        4.16366
           3133           3133        538.543        547.167        4.16371
           3134           3134        538.709        547.333        4.16375
           3135           3135        538.875          547.5        4.16378
           3136           3136        539.044        547.667        4.16377
           3137           3137        539.214        547.833        4.16381
           3138           3138         539.38            548        4.16387
           3139           3139        539.548        548.167        4.16395
           3140           3140        539.711        548.333        4.16403
           3141           3141        539.883          548.5        4.16408
           3142           3142        540.049        548.667        4.16412
           3143           3143         540.21        548.833        4.16414
           3144           3144        540.381            549        4.16413
           3145           3145        540.544        549.167        4.16412
           3146           3146        540.714        549.333         4.1641
           3147           3147        540.883          549.5        4.16408
           3148           3148        541.049        549.667        4.16403
           3149           3149        541.215        549.833        4.16399
           3150           3150        541.384            550        4.16397
           3151           3151        541.552        550.167        4.16395
           3152           3152        541.724        550.333        4.16394
           3153           3153         541.89          550.5        4.16393
           3154           3154        542.055        550.667        4.16394
           3155           3155         542.22        550.833        4.16397
           3156           3156        542.389            551        4.16407
           3157           3157        542.562        551.167        4.16414
           3158           3158        542.725        551.333         4.1642
           3159           3159        542.892          551.5        4.16425
           3160           3160        543.059        551.667        4.16431
           3161           3161        543.229        551.833        4.16433
           3162           3162        543.401            552        4.16432
           3163           3163        543.564        552.167         4.1643
           3164           3164        543.727        552.333        4.16419
           3165           3165        543.896          552.5         4.1641
           3166           3166        544.063        552.667        4.16402
           3167           3167        544.234        552.833        4.16393
           3168           3168          544.4            553        4.16381
           3169           3169        544.566        553.167         4.1637
           3170           3170        544.729        553.333        4.16363
           3171           3171        544.901          553.5        4.16358
           3172           3172        545.068        553.667        4.16359
           3173           3173        545.238        553.833         4.1636
           3174           3174        545.401            554        4.16363
           3175           3175        545.567        554.167        4.16366
           3176           3176        545.735        554.333        4.16377
           3177           3177        545.902          554.5        4.16382
           3178           3178        546.067        554.667        4.16386
           3179           3179        546.234        554.833         4.1639
           3180           3180        546.407            555        4.16388
           3181           3181        546.574        555.167        4.16389
           3182           3182        546.739        555.333        4.16391
           3183           3183        546.907          555.5        4.16394
           3184           3184        547.071        555.667        4.16403
           3185           3185        547.237        555.833        4.16413
           3186           3186        547.408            556        4.16421
           3187           3187        547.569        556.167        4.16429
           3188           3188        547.735        556.333         4.1644
           3189           3189         547.91          556.5        4.16444
           3190           3190        548.075        556.667        4.16445
           3191           3191        548.244        556.833        4.16444
           3192           3192        548.406            557        4.16432
           3193           3193        548.575        557.167        4.16425
           3194           3194        548.739        557.333        4.16419
           3195           3195        548.909          557.5        4.16412
           3196           3196        549.077        557.667        4.16403
           3197           3197        549.243        557.833        4.16395
           3198           3198        549.408            558        4.16386
           3199           3199        549.571        558.167        4.16376
           3200           3200        549.741        558.333        4.16365
           3201           3201        549.912          558.5        4.16356
           3202           3202        550.074        558.667        4.16352
           3203           3203        550.243        558.833        4.16351
           3204           3204        550.411            559        4.16353
           3205           3205        550.575        559.167         4.1636
           3206           3206        550.744        559.333        4.16365
           3207           3207        550.912          559.5         4.1637
           3208           3208        551.088        559.667        4.16375
           3209           3209        551.246        559.833         4.1638
           3210           3210        551.413            560        4.16384
           3211           3211        551.586        560.167        4.16387
           3212           3212        551.751        560.333        4.16389
           3213           3213        551.914          560.5        4.16388
           3214           3214        552.082        560.667        4.16386
           3215           3215        552.251        560.833        4.16386
           3216           3216        552.419            561        4.16387
           3217           3217        552.587        561.167        4.16391
           3218           3218        552.755        561.333        4.16395
           3219           3219        552.915          561.5        4.16398
           3220           3220        553.084        561.667          4.164
           3221           3221        553.249        561.833        4.16405
           3222           3222        553.416            562        4.16407
           3223           3223        553.584        562.167        4.16407
           3224           3224         553.75        562.333        4.16407
           3225           3225        553.921          562.5        4.16401
           3226           3226        554.086        562.667        4.16398
           3227           3227        554.257        562.833        4.16396
           3228           3228        554.428            563        4.16394
           3229           3229        554.587        563.167        4.16398
           3230           3230        554.757        563.333        4.16405
           3231           3231        554.926          563.5        4.16414
           3232           3232        555.096        563.667        4.16423
           3233           3233        555.253        563.833        4.16438
           3234           3234        555.425            564        4.16447
           3235           3235        555.591        564.167        4.16452
           3236           3236        555.757        564.333        4.16456
           3237           3237        555.924          564.5         4.1645
           3238           3238        556.091        564.667        4.16447
           3239           3239        556.262        564.833        4.16442
           3240           3240        556.426            565        4.16437
           3241           3241        556.593        565.167        4.16431
           3242           3242        556.759        565.333        4.16432
           3243           3243        556.922          565.5        4.16436
           3244           3244        557.081        565.667        4.16439
           3245           3245         557.25        565.833         4.1645
           3246           3246        557.427            566        4.16455
           3247           3247        557.597        566.167        4.16456
           3248           3248        557.762        566.333        4.16457
           3249           3249        557.933          566.5         4.1645
           3250           3250        558.101        566.667        4.16446
           3251           3251        558.268        566.833        4.16444
           3252           3252        558.432            567        4.16445
           3253           3253        558.604        567.167        4.16448
           3254           3254         558.77        567.333        4.16452
           3255           3255         558.93          567.5        4.16458
           3256           3256        559.098        567.667        4.16463
           3257           3257        559.262        567.833        4.16474
           3258           3258        559.435            568        4.16481
           3259           3259          559.6        568.167        4.16485
           3260           3260        559.763        568.333        4.16489
           3261           3261        559.936          568.5        4.16488
           3262           3262         560.11        568.667        4.16489
           3263           3263        560.271        568.833         4.1649
           3264           3264        560.444            569         4.1649
           3265           3265        560.606        569.167         4.1649
           3266           3266        560.776        569.333         4.1649
           3267           3267        560.943          569.5        4.16491
           3268           3268        561.115        569.667        4.16496
           3269           3269        561.276        569.833        4.16502
           3270           3270        561.447            570        4.16508
           3271           3271        561.618        570.167        4.16512
           3272           3272        561.784        570.333        4.16514
           3273           3273        561.947          570.5        4.16515
           3274           3274         562.12        570.667        4.16514
           3275           3275        562.284        570.833        4.16512
           3276           3276        562.446            571         4.1651
           3277           3277        562.612        571.167        4.16508
           3278           3278        562.782        571.333        4.16504
           3279           3279        562.952          571.5        4.16507
           3280           3280        563.119        571.667        4.16515
           3281           3281        563.289        571.833        4.16523
           3282           3282        563.455            572        4.16538
           3283           3283        563.622        572.167        4.16549
           3284           3284        563.794        572.333        4.16559
           3285           3285        563.958          572.5        4.16567
           3286           3286        564.129        572.667        4.16573
           3287           3287        564.287        572.833        4.16578
           3288           3288        564.458            573        4.16581
           3289           3289        564.621        573.167        4.16582
           3290           3290        564.793        573.333        4.16575
           3291           3291        564.961          573.5         4.1657
           3292           3292        565.126        573.667        4.16563
           3293           3293        565.289        573.833        4.16556
           3294           3294        565.458            574        4.16543
           3295           3295        565.623        574.167        4.16531
           3296           3296        565.793        574.333         4.1652
           3297           3297        565.961          574.5        4.16508
           3298           3298        566.129        574.667        4.16497
           3299           3299        566.296        574.833        4.16491
           3300           3300        566.461            575        4.16488
           3301           3301        566.628        575.167        4.16486
           3302           3302        566.797        575.333         4.1649
           3303           3303        566.966          575.5        4.16491
           3304           3304        567.125        575.667        4.16491
           3305           3305        567.295        575.833        4.16492
           3306           3306        567.467            576        4.16492
           3307           3307        567.634        576.167        4.16493
           3308           3308        567.801        576.333        4.16493
           3309           3309        567.971          576.5        4.16493
           3310           3310        568.133        576.667        4.16492
           3311           3311        568.294        576.833        4.16491
           3312           3312        568.466            577        4.16491
           3313           3313        568.636        577.167        4.16491
           3314           3314        568.797        577.333        4.16497
           3315           3315         568.96          577.5        4.16506
           3316           3316        569.122        577.667        4.16517
           3317           3317         569.29        577.833        4.16528
           3318           3318        569.461            578        4.16546
           3319           3319        569.625        578.167        4.16558
           3320           3320        569.797        578.333        4.16568
           3321           3321        569.964          578.5        4.16576
           3322           3322        570.135        578.667        4.16577
           3323           3323        570.303        578.833        4.16579
           3324           3324        570.473            579        4.16579
           3325           3325        570.635        579.167        4.16578
           3326           3326        570.809        579.333        4.16569
           3327           3327        570.975          579.5        4.16563
           3328           3328        571.143        579.667        4.16559
           3329           3329        571.313        579.833        4.16557
           3330           3330        571.471            580        4.16558
           3331           3331        571.637        580.167         4.1656
           3332           3332        571.809        580.333        4.16561
           3333           3333        571.981          580.5        4.16562
           3334           3334        572.147        580.667        4.16566
           3335           3335        572.307        580.833        4.16565
           3336           3336         572.47            581        4.16561
           3337           3337        572.639        581.167        4.16556
           3338           3338        572.811        581.333        4.16543
           3339           3339        572.971          581.5        4.16534
           3340           3340        573.138        581.667        4.16526
           3341           3341         573.31        581.833        4.16518
           3342           3342        573.476            582        4.16511
           3343           3343        573.642        582.167        4.16506
           3344           3344        573.814        582.333        4.16502
           3345           3345        573.974          582.5        4.16498
           3346           3346        574.146        582.667        4.16495
           3347           3347        574.306        582.833        4.16494
           3348           3348        574.477            583        4.16493
           3349           3349        574.642        583.167        4.16492
           3350           3350        574.812        583.333         4.1649
           3351           3351        574.978          583.5        4.16494
           3352           3352        575.142        583.667          4.165
           3353           3353        575.309        583.833        4.16506
           3354           3354        575.479            584        4.16512
           3355           3355        575.644        584.167         4.1652
           3356           3356        575.811        584.333        4.16524
           3357           3357        575.984          584.5        4.16526
           3358           3358        576.151        584.667        4.16526
           3359           3359        576.314        584.833        4.16523
           3360           3360        576.482            585        4.16527
           3361           3361        576.648        585.167        4.16533
           3362           3362        576.825        585.333        4.16539
           3363           3363        576.987          585.5         4.1655
           3364           3364        577.153        585.667        4.16557
           3365           3365        577.322        585.833        4.16561
           3366           3366        577.487            586        4.16564
           3367           3367        577.658        586.167         4.1656
           3368           3368        577.821        586.333        4.16557
           3369           3369        577.987          586.5        4.16551
           3370           3370        578.156        586.667        4.16545
           3371           3371        578.318        586.833         4.1653
           3372           3372        578.489            587        4.16517
           3373           3373        578.657        587.167        4.16505
           3374           3374        578.823        587.333        4.16492
           3375           3375         578.99          587.5        4.16476
           3376           3376         579.15        587.667        4.16462
           3377           3377        579.319        587.833        4.16448
           3378           3378        579.488            588        4.16436
           3379           3379        579.655        588.167        4.16426
           3380           3380        579.821        588.333        4.16422
           3381           3381        579.988          588.5        4.16424
           3382           3382        580.159        588.667        4.16428
           3383           3383        580.323        588.833        4.16441
           3384           3384        580.487            589        4.16449
           3385           3385        580.657        589.167        4.16455
           3386           3386        580.823        589.333        4.16461
           3387           3387        580.994          589.5        4.16464
           3388           3388        581.167        589.667        4.16465
           3389           3389        581.331        589.833        4.16465
           3390           3390        581.497            590        4.16465
           3391           3391        581.659        590.167        4.16462
           3392           3392        581.826        590.333        4.16465
           3393           3393            582          590.5        4.16471
           3394           3394        582.163        590.667        4.16479
           3395           3395        582.327        590.833        4.16498
           3396           3396        582.494            591        4.16517
           3397           3397        582.663        591.167        4.16538
           3398           3398        582.828        591.333        4.16559
           3399           3399        582.993          591.5        4.16584
           3400           3400        583.162        591.667        4.16601
           3401           3401         583.33        591.833        4.16613
           3402           3402        583.499            592        4.16622
           3403           3403        583.676        592.167        4.16616
           3404           3404         583.84        592.333        4.16613
           3405           3405        584.003          592.5        4.16608
           3406           3406        584.168        592.667        4.16601
           3407           3407        584.337        592.833        4.16584
           3408           3408        584.497            593        4.16572
           3409           3409        584.672        593.167         4.1656
           3410           3410        584.841        593.333        4.16548
           3411           3411        585.008          593.5        4.16536
           3412           3412        585.176        593.667        4.16526
           3413           3413         585.34        593.833        4.16517
           3414           3414        585.508            594        4.16509
           3415           3415        585.673        594.167        4.16503
           3416           3416        585.842        594.333        4.16498
           3417           3417        586.011          594.5        4.16495
           3418           3418        586.176        594.667        4.16496
           3419           3419        586.343        594.833        4.16501
           3420           3420        586.509            595        4.16503
           3421           3421        586.677        595.167        4.16504
           3422           3422        586.848        595.333        4.16505
           3423           3423        587.012          595.5        4.16507
           3424           3424        587.181        595.667        4.16507
           3425           3425        587.348        595.833        4.16506
           3426           3426        587.517            596        4.16505
           3427           3427        587.685        596.167          4.165
           3428           3428        587.848        596.333        4.16498
           3429           3429        588.014          596.5        4.16496
           3430           3430        588.186        596.667        4.16495
           3431           3431         588.35        596.833        4.16503
           3432           3432        588.521            597        4.16513
           3433           3433        588.685        597.167        4.16523
           3434           3434        588.853        597.333        4.16533
           3435           3435        589.025          597.5        4.16544
           3436           3436        589.192        597.667         4.1656
           3437           3437        589.354        597.833         4.1657
           3438           3438        589.519            598        4.16577
           3439           3439         589.69        598.167        4.16583
           3440           3440        589.855        598.333        4.16579
           3441           3441        590.019          598.5        4.16576
           3442           3442        590.188        598.667        4.16573
           3443           3443         590.36        598.833        4.16568
           3444           3444        590.523            599        4.16557
           3445           3445        590.683        599.167        4.16549
           3446           3446        590.858        599.333         4.1654
           3447           3447        591.016          599.5        4.16532
           3448           3448        591.186        599.667        4.16523
           3449           3449        591.362        599.833        4.16517
           3450           3450        591.524            600        4.16515
           3451           3451        591.694        600.167        4.16517
           3452           3452        591.857        600.333        4.16527
           3453           3453        592.023          600.5        4.16536
           3454           3454        592.188        600.667        4.16543
           3455           3455        592.357        600.833        4.16551
           3456           3456        592.526            601        4.16561
           3457           3457        592.694        601.167        4.16565
           3458           3458        592.857        601.333        4.16567
           3459           3459        593.025          601.5        4.16566
           3460           3460        593.193        601.667        4.16555
           3461           3461        593.358        601.833        4.16548
           3462           3462         593.53            602        4.16541
           3463           3463          593.7        602.167        4.16534
           3464           3464        593.863        602.333        4.16524
           3465           3465        594.026          602.5        4.16517
           3466           3466        594.199        602.667        4.16511
           3467           3467        594.362        602.833        4.16505
           3468           3468        594.527            603        4.16507
           3469           3469        594.703        603.167        4.16512
           3470           3470        594.867        603.333        4.16517
           3471           3471        595.037          603.5        4.16523
           3472           3472        595.197        603.667        4.16535
           3473           3473        595.362        603.833        4.16539
           3474           3474        595.532            604        4.16541
           3475           3475        595.709        604.167        4.16541
           3476           3476        595.871        604.333        4.16532
           3477           3477        596.035          604.5        4.16527
           3478           3478        596.204        604.667        4.16522
           3479           3479        596.367        604.833        4.16517
           3480           3480        596.539            605        4.16509
           3481           3481        596.703        605.167        4.16503
           3482           3482        596.871        605.333        4.16496
           3483           3483        597.037          605.5        4.16489
           3484           3484        597.202        605.667        4.16481
           3485           3485         597.37        605.833        4.16477
           3486           3486        597.541            606        4.16476
           3487           3487        597.701        606.167        4.16476
           3488           3488        597.873        606.333        4.16479
           3489           3489        598.042          606.5        4.16481
           3490           3490        598.209        606.667        4.16483
           3491           3491        598.375        606.833        4.16485
           3492           3492        598.546            607        4.16489
           3493           3493        598.713        607.167         4.1649
           3494           3494        598.881        607.333        4.16492
           3495           3495        599.046          607.5        4.16493
           3496           3496        599.209        607.667        4.16491
           3497           3497        599.379        607.833        4.16491
           3498           3498        599.544            608        4.16491
           3499           3499        599.716        608.167        4.16491
           3500           3500        599.881        608.333        4.16491
           3501           3501        600.046          608.5         4.1649
           3502           3502        600.215        608.667        4.16491
           3503           3503        600.385        608.833        4.16496
           3504           3504        600.554            609        4.16504
           3505           3505         600.72        609.167        4.16517
           3506           3506        600.886        609.333        4.16526
           3507           3507        601.052          609.5        4.16535
           3508           3508        601.214        609.667        4.16542
           3509           3509        601.383        609.833        4.16548
           3510           3510         601.55            610        4.16549
           3511           3511         601.72        610.167        4.16548
           3512           3512        601.891        610.333        4.16545
           3513           3513        602.058          610.5        4.16533
           3514           3514        602.229        610.667        4.16526
           3515           3515        602.397        610.833        4.16519
           3516           3516        602.558            611        4.16514
           3517           3517        602.724        611.167        4.16516
           3518           3518         602.89        611.333        4.16522
           3519           3519        603.059          611.5        4.16529
           3520           3520        603.225        611.667        4.16537
           3521           3521        603.391        611.833        4.16554
           3522           3522        603.555            612        4.16564
           3523           3523        603.725        612.167         4.1657
           3524           3524         603.89        612.333        4.16575
           3525           3525        604.057          612.5        4.16571
           3526           3526        604.227        612.667        4.16568
           3527           3527        604.385        612.833        4.16564
           3528           3528        604.556            613        4.16558
           3529           3529        604.725        613.167        4.16546
           3530           3530        604.888        613.333        4.16537
           3531           3531        605.061          613.5        4.16529
           3532           3532        605.233        613.667        4.16521
           3533           3533        605.395        613.833        4.16514
           3534           3534        605.563            614        4.16508
           3535           3535        605.732        614.167        4.16503
           3536           3536        605.896        614.333        4.16499
           3537           3537        606.065          614.5        4.16498
           3538           3538        606.234        614.667        4.16495
           3539           3539        606.405        614.833        4.16493
           3540           3540         606.57            615        4.16492
           3541           3541        606.733        615.167        4.16495
           3542           3542        606.902        615.333        4.16502
           3543           3543        607.067          615.5        4.16509
           3544           3544        607.232        615.667        4.16516
           3545           3545        607.397        615.833        4.16527
           3546           3546        607.568            616        4.16533
           3547           3547        607.739        616.167        4.16537
           3548           3548        607.905        616.333        4.16543
           3549           3549        608.068          616.5        4.16545
           3550           3550        608.238        616.667        4.16548
           3551           3551        608.403        616.833         4.1655
           3552           3552        608.571            617        4.16551
           3553           3553        608.737        617.167        4.16552
           3554           3554        608.911        617.333        4.16551
           3555           3555        609.076          617.5        4.16549
           3556           3556        609.238        617.667        4.16548
           3557           3557         609.41        617.833        4.16543
           3558           3558        609.583            618        4.16543
           3559           3559        609.742        618.167        4.16545
           3560           3560        609.913        618.333        4.16548
           3561           3561        610.082          618.5        4.16556
           3562           3562        610.245        618.667        4.16561
           3563           3563        610.413        618.833        4.16566
           3564           3564        610.584            619         4.1657
           3565           3565        610.752        619.167        4.16571
           3566           3566        610.914        619.333        4.16572
           3567           3567        611.083          619.5        4.16573
           3568           3568        611.253        619.667        4.16576
           3569           3569        611.417        619.833        4.16579
           3570           3570        611.586            620        4.16583
           3571           3571        611.752        620.167        4.16587
           3572           3572        611.919        620.333        4.16591
           3573           3573        612.088          620.5        4.16598
           3574           3574        612.254        620.667        4.16604
           3575           3575        612.425        620.833        4.16614
           3576           3576        612.591            621        4.16625
           3577           3577         612.76        621.167        4.16634
           3578           3578        612.919        621.333        4.16642
           3579           3579        613.085          621.5        4.16648
           3580           3580         613.25        621.667        4.16652
           3581           3581        613.415        621.833        4.16646
           3582           3582        613.582            622        4.16635
           3583           3583        613.755        622.167        4.16621
           3584           3584        613.917        622.333        4.16605
           3585           3585        614.085          622.5        4.16573
           3586           3586        614.251        622.667         4.1655
           3587           3587        614.417        622.833         4.1653
           3588           3588        614.588            623        4.16512
           3589           3589        614.755        623.167        4.16506
           3590           3590        614.924        623.333        4.16504
           3591           3591        615.093          623.5        4.16507
           3592           3592        615.254        623.667        4.16512
           3593           3593        615.431        623.833        4.16537
           3594           3594        615.596            624        4.16553
           3595           3595        615.764        624.167        4.16568
           3596           3596        615.932        624.333        4.16583
           3597           3597        616.096          624.5        4.16598
           3598           3598        616.263        624.667        4.16616
           3599           3599        616.432        624.833        4.16634
           3600           3600        616.599            625        4.16649
           3601           3601        616.769        625.167        4.16663
           3602           3602        616.931        625.333        4.16674
           3603           3603        617.099          625.5        4.16681
           3604           3604        617.268        625.667        4.16684
           3605           3605        617.433        625.833        4.16685
           3606           3606        617.603            626        4.16671
           3607           3607        617.767        626.167        4.16661
           3608           3608        617.936        626.333        4.16654
           3609           3609        618.103          626.5        4.16648
           3610           3610        618.266        626.667         4.1664
           3611           3611        618.436        626.833        4.16634
           3612           3612        618.604            627        4.16628
           3613           3613        618.773        627.167        4.16623
           3614           3614        618.938        627.333        4.16621
           3615           3615        619.104          627.5        4.16617
           3616           3616        619.274        627.667        4.16613
           3617           3617        619.442        627.833        4.16609
           3618           3618        619.604            628        4.16604
           3619           3619        619.775        628.167          4.166
           3620           3620        619.942        628.333        4.16597
           3621           3621        620.108          628.5        4.16595
           3622           3622        620.272        628.667        4.16595
           3623           3623        620.439        628.833        4.16596
           3624           3624        620.606            629        4.16602
           3625           3625        620.775        629.167        4.16611
           3626           3626        620.945        629.333        4.16625
           3627           3627        621.115          629.5        4.16636
           3628           3628        621.281        629.667        4.16647
           3629           3629         621.45        629.833        4.16657
           3630           3630        621.624            630        4.16667
           3631           3631        621.783        630.167        4.16675
           3632           3632        621.952        630.333        4.16681
           3633           3633        622.122          630.5        4.16686
           3634           3634        622.286        630.667        4.16684
           3635           3635        622.449        630.833        4.16686
           3636           3636        622.615            631         4.1669
           3637           3637        622.782        631.167        4.16696
           3638           3638        622.955        631.333        4.16699
           3639           3639         623.12          631.5        4.16699
           3640           3640        623.287        631.667        4.16698
           3641           3641        623.452        631.833        4.16694
           3642           3642        623.616            632        4.16684
           3643           3643        623.795        632.167        4.16676
           3644           3644        623.961        632.333        4.16672
           3645           3645        624.125          632.5        4.16672
           3646           3646         624.29        632.667        4.16674
           3647           3647        624.461        632.833         4.1668
           3648           3648        624.625            633        4.16687
           3649           3649        624.789        633.167        4.16696
           3650           3650        624.956        633.333        4.16712
           3651           3651        625.128          633.5        4.16717
           3652           3652        625.293        633.667        4.16718
           3653           3653        625.461        633.833        4.16719
           3654           3654         625.63            634        4.16708
           3655           3655        625.797        634.167        4.16704
           3656           3656        625.964        634.333          4.167
           3657           3657        626.129          634.5        4.16698
           3658           3658        626.299        634.667        4.16702
           3659           3659        626.462        634.833        4.16706
           3660           3660        626.636            635        4.16711
           3661           3661        626.801        635.167        4.16714
           3662           3662        626.962        635.333        4.16723
           3663           3663         627.13          635.5        4.16728
           3664           3664          627.3        635.667        4.16735
           3665           3665        627.469        635.833        4.16744
           3666           3666        627.635            636        4.16754
           3667           3667        627.805        636.167         4.1676
           3668           3668        627.973        636.333        4.16767
           3669           3669        628.139          636.5        4.16773
           3670           3670        628.308        636.667        4.16779
           3671           3671        628.476        636.833        4.16782
           3672           3672        628.644            637        4.16787
           3673           3673        628.805        637.167        4.16794
           3674           3674         628.98        637.333        4.16803
           3675           3675        629.145          637.5         4.1681
           3676           3676        629.317        637.667        4.16815
           3677           3677        629.486        637.833        4.16818
           3678           3678         629.65            638         4.1682
           3679           3679        629.812        638.167        4.16818
           3680           3680        629.979        638.333        4.16816
           3681           3681        630.149          638.5        4.16814
           3682           3682        630.315        638.667        4.16811
           3683           3683        630.482        638.833        4.16805
           3684           3684        630.655            639        4.16802
           3685           3685        630.813        639.167        4.16804
           3686           3686        630.978        639.333        4.16809
           3687           3687        631.152          639.5         4.1682
           3688           3688        631.316        639.667        4.16828
           3689           3689        631.486        639.833        4.16835
           3690           3690        631.654            640        4.16841
           3691           3691        631.821        640.167        4.16847
           3692           3692        631.985        640.333        4.16848
           3693           3693        632.152          640.5        4.16847
           3694           3694        632.321        640.667        4.16844
           3695           3695        632.489        640.833        4.16835
           3696           3696        632.653            641        4.16835
           3697           3697        632.821        641.167        4.16839
           3698           3698        632.991        641.333        4.16844
           3699           3699        633.158          641.5        4.16855
           3700           3700         633.32        641.667        4.16863
           3701           3701        633.485        641.833        4.16869
           3702           3702        633.655            642        4.16875
           3703           3703        633.824        642.167        4.16879
           3704           3704        633.992        642.333        4.16883
           3705           3705        634.159          642.5        4.16886
           3706           3706         634.32        642.667        4.16889
           3707           3707        634.494        642.833        4.16888
           3708           3708        634.652            643        4.16889
           3709           3709        634.821        643.167        4.16892
           3710           3710        634.997        643.333        4.16898
           3711           3711        635.158          643.5        4.16909
           3712           3712        635.325        643.667         4.1692
           3713           3713        635.496        643.833         4.1693
           3714           3714        635.664            644        4.16939
