,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
4115,,,,,,,-4.40743E-001,-3.23534E+000,-4.40743E-001,-2.75850E+000,-4.40743E-001,-3.86953E+000,-4.40743E-001,-6.32052E+000,-4.40743E-001,-9.47719E+000,-4.40743E-001,-1.44935E+001,-5.16916E-001,-2.07592E+001,-4.40743E-001,-2.65909E+001,,
4116,,,,,,,-4.40978E-001,-3.23534E+000,-4.40978E-001,-2.74897E+000,-4.40978E-001,-3.86000E+000,-4.40978E-001,-6.31099E+000,-4.40978E-001,-9.48672E+000,-4.40978E-001,-1.44792E+001,-5.17150E-001,-2.07163E+001,-4.40978E-001,-2.65814E+001,,
4117,,,,,,,-4.41134E-001,-3.23534E+000,-4.41134E-001,-2.74420E+000,-4.41134E-001,-3.85046E+000,-4.41134E-001,-6.31576E+000,-4.41134E-001,-9.47242E+000,-4.41134E-001,-1.44685E+001,-5.17385E-001,-2.07211E+001,-4.41134E-001,-2.65361E+001,,
4118,,,,,,,-4.41369E-001,-3.22580E+000,-4.41369E-001,-2.74897E+000,-4.41369E-001,-3.86000E+000,-4.41369E-001,-6.31576E+000,-4.41369E-001,-9.44858E+000,-4.41369E-001,-1.44554E+001,-5.17619E-001,-2.07544E+001,-4.41369E-001,-2.64908E+001,,
4119,,,,,,,-4.41604E-001,-3.21627E+000,-4.41604E-001,-2.75016E+000,-4.41604E-001,-3.83615E+000,-4.41604E-001,-6.31576E+000,-4.41604E-001,-9.42473E+000,-4.41604E-001,-1.44458E+001,-5.17854E-001,-2.07783E+001,-4.41604E-001,-2.64812E+001,,
4120,,,,,,,-4.41837E-001,-3.21150E+000,-4.41837E-001,-2.75373E+000,-4.41837E-001,-3.85523E+000,-4.41837E-001,-6.29191E+000,-4.41837E-001,-9.43427E+000,-4.41837E-001,-1.44268E+001,-5.18088E-001,-2.07067E+001,-4.41837E-001,-2.64669E+001,,
4121,,,,,,,-4.42072E-001,-3.21627E+000,-4.42072E-001,-2.75373E+000,-4.42072E-001,-3.83615E+000,-4.42072E-001,-6.29191E+000,-4.42072E-001,-9.43427E+000,-4.42072E-001,-1.44315E+001,-5.18322E-001,-2.07211E+001,-4.42072E-001,-2.64479E+001,,
4122,,,,,,,-4.42307E-001,-3.22104E+000,-4.42307E-001,-2.74420E+000,-4.42307E-001,-3.85046E+000,-4.42307E-001,-6.29191E+000,-4.42307E-001,-9.41043E+000,-4.42307E-001,-1.44184E+001,-5.18557E-001,-2.06257E+001,-4.42307E-001,-2.64479E+001,,
4123,,,,,,,-4.42541E-001,-3.22104E+000,-4.42541E-001,-2.72989E+000,-4.42541E-001,-3.84092E+000,-4.42541E-001,-6.28715E+000,-4.42541E-001,-9.39612E+000,-4.42541E-001,-1.44077E+001,-5.18791E-001,-2.07020E+001,-4.42541E-001,-2.64097E+001,,
4124,,,,,,,-4.42775E-001,-3.22104E+000,-4.42775E-001,-2.72989E+000,-4.42775E-001,-3.83615E+000,-4.42775E-001,-6.28238E+000,-4.42775E-001,-9.41997E+000,-4.42775E-001,-1.44077E+001,-5.19026E-001,-2.07020E+001,-4.42775E-001,-2.63859E+001,,
4125,,,,,,,-4.43009E-001,-3.21150E+000,-4.43009E-001,-2.73943E+000,-4.43009E-001,-3.83615E+000,-4.43009E-001,-6.27284E+000,-4.43009E-001,-9.40566E+000,-4.43009E-001,-1.43886E+001,-5.19181E-001,-2.07020E+001,-4.43009E-001,-2.64002E+001,,
4126,,,,,,,-4.43244E-001,-3.20196E+000,-4.43244E-001,-2.73943E+000,-4.43244E-001,-3.82185E+000,-4.43244E-001,-6.27284E+000,-4.43244E-001,-9.38659E+000,-4.43244E-001,-1.43457E+001,-5.19416E-001,-2.06400E+001,-4.43244E-001,-2.63859E+001,,
4127,,,,,,,-4.43479E-001,-3.19719E+000,-4.43479E-001,-2.73943E+000,-4.43479E-001,-3.83615E+000,-4.43479E-001,-6.26807E+000,-4.43479E-001,-9.38659E+000,-4.43479E-001,-1.43838E+001,-5.19650E-001,-2.06781E+001,-4.43479E-001,-2.62667E+001,,
4128,,,,,,,-4.43712E-001,-3.20673E+000,-4.43712E-001,-2.73943E+000,-4.43712E-001,-3.81231E+000,-4.43712E-001,-6.25854E+000,-4.43712E-001,-9.37347E+000,-4.43712E-001,-1.43600E+001,-5.19885E-001,-2.06161E+001,-4.43712E-001,-2.62857E+001,,
4129,,,,,,,-4.43947E-001,-3.20673E+000,-4.43947E-001,-2.72989E+000,-4.43947E-001,-3.83139E+000,-4.43947E-001,-6.25734E+000,-4.43947E-001,-9.35798E+000,-4.43947E-001,-1.43457E+001,-5.20119E-001,-2.06543E+001,-4.43947E-001,-2.62524E+001,,
4130,,,,,,,-4.44181E-001,-3.20196E+000,-4.44181E-001,-2.72036E+000,-4.44181E-001,-3.82185E+000,-4.44181E-001,-6.24900E+000,-4.44181E-001,-9.36275E+000,-4.44181E-001,-1.43028E+001,-5.20353E-001,-2.06543E+001,-4.44181E-001,-2.62285E+001,,
4131,,,,,,,-4.44338E-001,-3.20673E+000,-4.44338E-001,-2.72036E+000,-4.44338E-001,-3.81708E+000,-4.44338E-001,-6.25377E+000,-4.44338E-001,-9.35798E+000,-4.44338E-001,-1.43457E+001,-5.20588E-001,-2.06066E+001,-4.44338E-001,-2.62333E+001,,
4132,,,,,,,-4.44571E-001,-3.19719E+000,-4.44571E-001,-2.72512E+000,-4.44571E-001,-3.82662E+000,-4.44571E-001,-6.23586E+000,-4.44571E-001,-9.34367E+000,-4.44571E-001,-1.42932E+001,-5.20823E-001,-2.05446E+001,-4.44571E-001,-2.61785E+001,,
4133,,,,,,,-4.44806E-001,-3.18766E+000,-4.44806E-001,-2.72989E+000,-4.44806E-001,-3.79801E+000,-4.44806E-001,-6.22511E+000,-4.44806E-001,-9.34844E+000,-4.44806E-001,-1.42789E+001,-5.21056E-001,-2.06352E+001,-4.44806E-001,-2.61284E+001,,
4134,,,,,,,-4.45041E-001,-3.18289E+000,-4.45041E-001,-2.72989E+000,-4.45041E-001,-3.81708E+000,-4.45041E-001,-6.21557E+000,-4.45041E-001,-9.33890E+000,-4.45041E-001,-1.42551E+001,-5.21291E-001,-2.05875E+001,-4.45041E-001,-2.61236E+001,,
4135,,,,,,,-4.45275E-001,-3.18766E+000,-4.45275E-001,-2.72989E+000,-4.45275E-001,-3.79801E+000,-4.45275E-001,-6.22988E+000,-4.45275E-001,-9.31983E+000,-4.45275E-001,-1.42313E+001,-5.21525E-001,-2.05446E+001,-4.45275E-001,-2.60998E+001,,
4136,,,,,,,-4.45510E-001,-3.19242E+000,-4.45510E-001,-2.72512E+000,-4.45510E-001,-3.81708E+000,-4.45510E-001,-6.22988E+000,-4.45510E-001,-9.30552E+000,-4.45510E-001,-1.41979E+001,-5.27931E-001,-2.03300E+001,-4.45510E-001,-2.60616E+001,,
4137,,,,,,,-4.45744E-001,-3.19242E+000,-4.45744E-001,-2.71082E+000,-4.45744E-001,-3.80278E+000,-4.45744E-001,-6.21557E+000,-4.45744E-001,-9.28168E+000,-4.45744E-001,-1.42360E+001,-5.28166E-001,-2.02728E+001,-4.45744E-001,-2.60616E+001,,
4138,,,,,,,-4.45978E-001,-3.19242E+000,-4.45978E-001,-2.71082E+000,-4.45978E-001,-3.79801E+000,-4.45978E-001,-6.21557E+000,-4.45978E-001,-9.25784E+000,-4.45978E-001,-1.42169E+001,-5.28400E-001,-2.02967E+001,-4.45978E-001,-2.60569E+001,,
4139,,,,,,,-4.46213E-001,-3.18766E+000,-4.46213E-001,-2.71082E+000,-4.46213E-001,-3.80278E+000,-4.46213E-001,-6.20127E+000,-4.46213E-001,-9.29599E+000,-4.46213E-001,-1.42074E+001,-5.28635E-001,-2.02585E+001,-4.46213E-001,-2.60283E+001,,
4140,,,,,,,-4.46447E-001,-3.17335E+000,-4.46447E-001,-2.71559E+000,-4.46447E-001,-3.78370E+000,-4.46447E-001,-6.21557E+000,-4.46447E-001,-9.31029E+000,-4.46447E-001,-1.42074E+001,-5.28870E-001,-2.02728E+001,-4.46447E-001,-2.59853E+001,,
4141,,,,,,,-4.46681E-001,-3.17335E+000,-4.46681E-001,-2.72036E+000,-4.46681E-001,-3.79324E+000,-4.46681E-001,-6.20604E+000,-4.46681E-001,-9.29599E+000,-4.46681E-001,-1.42038E+001,-5.29025E-001,-2.02299E+001,-4.46681E-001,-2.60187E+001,,
4142,,,,,,,-4.46916E-001,-3.17812E+000,-4.46916E-001,-2.71559E+000,-4.46916E-001,-3.78370E+000,-4.46916E-001,-6.18696E+000,-4.46916E-001,-9.28645E+000,-4.46916E-001,-1.42074E+001,-5.29260E-001,-2.02013E+001,-4.46916E-001,-2.59949E+001,,
4143,,,,,,,-4.47150E-001,-3.17812E+000,-4.47150E-001,-2.70605E+000,-4.47150E-001,-3.79801E+000,-4.47150E-001,-6.19173E+000,-4.47150E-001,-9.28168E+000,-4.47150E-001,-1.41931E+001,-5.29494E-001,-2.03253E+001,-4.47150E-001,-2.59329E+001,,
4144,,,,,,,-4.47385E-001,-3.17812E+000,-4.47385E-001,-2.69651E+000,-4.47385E-001,-3.78370E+000,-4.47385E-001,-6.19650E+000,-4.47385E-001,-9.27691E+000,-4.47385E-001,-1.41311E+001,-5.29729E-001,-2.03491E+001,-4.47385E-001,-2.59806E+001,,
4145,,,,,,,-4.47540E-001,-3.17812E+000,-4.47540E-001,-2.69651E+000,-4.47540E-001,-3.77893E+000,-4.47540E-001,-6.18696E+000,-4.47540E-001,-9.24354E+000,-4.47540E-001,-1.41311E+001,-5.29963E-001,-2.03253E+001,-4.47540E-001,-2.59186E+001,,
4146,,,,,,,-4.47775E-001,-3.17335E+000,-4.47775E-001,-2.70128E+000,-4.47775E-001,-3.77893E+000,-4.47775E-001,-6.17266E+000,-4.47775E-001,-9.25307E+000,-4.47775E-001,-1.41275E+001,-5.30197E-001,-2.02251E+001,-4.47775E-001,-2.58852E+001,,
4147,,,,,,,-4.48009E-001,-3.15905E+000,-4.48009E-001,-2.70605E+000,-4.48009E-001,-3.76463E+000,-4.48009E-001,-6.15835E+000,-4.48009E-001,-9.22923E+000,-4.48009E-001,-1.41216E+001,-5.30432E-001,-2.02156E+001,-4.48009E-001,-2.59233E+001,,
4148,,,,,,,-4.48244E-001,-3.15905E+000,-4.48244E-001,-2.70605E+000,-4.48244E-001,-3.78370E+000,-4.48244E-001,-6.18219E+000,-4.48244E-001,-9.24830E+000,-4.48244E-001,-1.41263E+001,-5.30666E-001,-2.02156E+001,-4.48244E-001,-2.58518E+001,,
4149,,,,,,,-4.48479E-001,-3.15905E+000,-4.48479E-001,-2.70605E+000,-4.48479E-001,-3.76463E+000,-4.48479E-001,-6.16789E+000,-4.48479E-001,-9.22923E+000,-4.48479E-001,-1.41025E+001,-5.30900E-001,-2.01727E+001,-4.48479E-001,-2.57565E+001,,
4150,,,,,,,-4.48712E-001,-3.16858E+000,-4.48712E-001,-2.69651E+000,-4.48712E-001,-3.77893E+000,-4.48712E-001,-6.16789E+000,-4.48712E-001,-9.23877E+000,-4.48712E-001,-1.40548E+001,-5.31135E-001,-2.01822E+001,-4.48712E-001,-2.57994E+001,,
4151,,,,,,,-4.48947E-001,-3.16858E+000,-4.48947E-001,-2.68698E+000,-4.48947E-001,-3.76940E+000,-4.48947E-001,-6.16550E+000,-4.48947E-001,-9.21493E+000,-4.48947E-001,-1.40453E+001,-5.31369E-001,-2.02204E+001,-4.48947E-001,-2.57612E+001,,
4152,,,,,,,-4.49182E-001,-3.16381E+000,-4.49182E-001,-2.68221E+000,-4.49182E-001,-3.76463E+000,-4.49182E-001,-6.16312E+000,-4.49182E-001,-9.22446E+000,-4.49182E-001,-1.40644E+001,-5.31604E-001,-2.02347E+001,-4.49182E-001,-2.57565E+001,,
4153,,,,,,,-4.49416E-001,-3.15905E+000,-4.49416E-001,-2.69175E+000,-4.49416E-001,-3.76463E+000,-4.49416E-001,-6.16312E+000,-4.49416E-001,-9.21493E+000,-4.49416E-001,-1.40834E+001,-5.31837E-001,-2.01775E+001,-4.49416E-001,-2.57565E+001,,
4154,,,,,,,-4.49650E-001,-3.14951E+000,-4.49650E-001,-2.69651E+000,-4.49650E-001,-3.76105E+000,-4.49650E-001,-6.16789E+000,-4.49650E-001,-9.16247E+000,-4.49650E-001,-1.40453E+001,-5.32072E-001,-2.02108E+001,-4.49650E-001,-2.57088E+001,,
4155,,,,,,,-4.49884E-001,-3.13997E+000,-4.49884E-001,-2.69651E+000,-4.49884E-001,-3.75986E+000,-4.49884E-001,-6.15120E+000,-4.49884E-001,-9.15771E+000,-4.49884E-001,-1.40024E+001,-5.32228E-001,-2.02204E+001,-4.49884E-001,-2.56277E+001,,
4156,,,,,,,-4.50119E-001,-3.14951E+000,-4.50119E-001,-2.69175E+000,-4.50119E-001,-3.75509E+000,-4.50119E-001,-6.13928E+000,-4.50119E-001,-9.18155E+000,-4.50119E-001,-1.40310E+001,-5.32463E-001,-2.01059E+001,-4.50119E-001,-2.56563E+001,,
4157,,,,,,,-4.50354E-001,-3.14951E+000,-4.50354E-001,-2.68221E+000,-4.50354E-001,-3.75986E+000,-4.50354E-001,-6.13451E+000,-4.50354E-001,-9.17678E+000,-4.50354E-001,-1.40071E+001,-5.32698E-001,-2.01059E+001,-4.50354E-001,-2.55693E+001,,
4158,,,,,,,-4.50587E-001,-3.15428E+000,-4.50587E-001,-2.67744E+000,-4.50587E-001,-3.75032E+000,-4.50587E-001,-6.13451E+000,-4.50587E-001,-9.18632E+000,-4.50587E-001,-1.39833E+001,-5.32931E-001,-2.01679E+001,-4.50587E-001,-2.54990E+001,,
4159,,,,,,,-4.50822E-001,-3.15428E+000,-4.50822E-001,-2.67267E+000,-4.50822E-001,-3.75032E+000,-4.50822E-001,-6.12020E+000,-4.50822E-001,-9.15771E+000,-4.50822E-001,-1.39976E+001,-5.33166E-001,-2.01679E+001,-4.50822E-001,-2.54942E+001,,
4160,,,,,,,-4.50978E-001,-3.14951E+000,-4.50978E-001,-2.67744E+000,-4.50978E-001,-3.75032E+000,-4.50978E-001,-6.11067E+000,-4.50978E-001,-9.14817E+000,-4.50978E-001,-1.39666E+001,-5.33401E-001,-2.01393E+001,-4.50978E-001,-2.54751E+001,,
4161,,,,,,,-4.51213E-001,-3.13520E+000,-4.51213E-001,-2.68221E+000,-4.51213E-001,-3.73125E+000,-4.51213E-001,-6.11067E+000,-4.51213E-001,-9.14817E+000,-4.51213E-001,-1.39404E+001,-5.33635E-001,-2.01345E+001,-4.51213E-001,-2.54966E+001,,
4162,,,,,,,-4.51447E-001,-3.13044E+000,-4.51447E-001,-2.68221E+000,-4.51447E-001,-3.74556E+000,-4.51447E-001,-6.12020E+000,-4.51447E-001,-9.12433E+000,-4.51447E-001,-1.39452E+001,-5.33869E-001,-2.00916E+001,-4.51447E-001,-2.55085E+001,,
4163,,,,,,,-4.51681E-001,-3.13520E+000,-4.51681E-001,-2.68221E+000,-4.51681E-001,-3.73125E+000,-4.51681E-001,-6.10590E+000,-4.51681E-001,-9.11002E+000,-4.51681E-001,-1.39356E+001,-5.34103E-001,-2.00726E+001,-4.51681E-001,-2.55085E+001,,
4164,,,,,,,-4.51916E-001,-3.13997E+000,-4.51916E-001,-2.67744E+000,-4.51916E-001,-3.75032E+000,-4.51916E-001,-6.09159E+000,-4.51916E-001,-9.12910E+000,-4.51916E-001,-1.39070E+001,-5.34338E-001,-2.00201E+001,-4.51916E-001,-2.54656E+001,,
4165,,,,,,,-4.52150E-001,-3.13997E+000,-4.52150E-001,-2.66314E+000,-4.52150E-001,-3.72648E+000,-4.52150E-001,-6.09636E+000,-4.52150E-001,-9.09572E+000,-4.52150E-001,-1.38784E+001,-5.34573E-001,-2.00392E+001,-4.52150E-001,-2.54227E+001,,
4166,,,,,,,-4.52385E-001,-3.13997E+000,-4.52385E-001,-2.66314E+000,-4.52385E-001,-3.73125E+000,-4.52385E-001,-6.09636E+000,-4.52385E-001,-9.11479E+000,-4.52385E-001,-1.39165E+001,-5.34806E-001,-2.00821E+001,-4.52385E-001,-2.54227E+001,,
4167,,,,,,,-4.52619E-001,-3.13520E+000,-4.52619E-001,-2.66790E+000,-4.52619E-001,-3.73125E+000,-4.52619E-001,-6.09636E+000,-4.52619E-001,-9.11002E+000,-4.52619E-001,-1.38736E+001,-5.35041E-001,-2.00678E+001,-4.52619E-001,-2.54072E+001,,
4168,,,,,,,-4.52853E-001,-3.12090E+000,-4.52853E-001,-2.67267E+000,-4.52853E-001,-3.72171E+000,-4.52853E-001,-6.08206E+000,-4.52853E-001,-9.10525E+000,-4.52853E-001,-1.38641E+001,-5.35275E-001,-2.00630E+001,-4.52853E-001,-2.53845E+001,,
4169,,,,,,,-4.53088E-001,-3.11613E+000,-4.53088E-001,-2.67267E+000,-4.53088E-001,-3.73125E+000,-4.53088E-001,-6.06775E+000,-4.53088E-001,-9.08618E+000,-4.53088E-001,-1.38593E+001,-5.35432E-001,-1.99438E+001,-4.53088E-001,-2.53988E+001,,
4170,,,,,,,-4.53322E-001,-3.12567E+000,-4.53322E-001,-2.67267E+000,-4.53322E-001,-3.71218E+000,-4.53322E-001,-6.08683E+000,-4.53322E-001,-9.05280E+000,-4.53322E-001,-1.38736E+001,-5.35666E-001,-2.00583E+001,-4.53322E-001,-2.53321E+001,,
4171,,,,,,,-4.53556E-001,-3.12567E+000,-4.53556E-001,-2.66790E+000,-4.53556E-001,-3.73125E+000,-4.53556E-001,-6.07729E+000,-4.53556E-001,-9.07187E+000,-4.53556E-001,-1.37973E+001,-5.35900E-001,-2.00773E+001,-4.53556E-001,-2.52844E+001,,
4172,,,,,,,-4.53791E-001,-3.13044E+000,-4.53791E-001,-2.65360E+000,-4.53791E-001,-3.72171E+000,-4.53791E-001,-6.07729E+000,-4.53791E-001,-9.05757E+000,-4.53791E-001,-1.38355E+001,-5.36135E-001,-1.99486E+001,-4.53791E-001,-2.53273E+001,,
4173,,,,,,,-4.54025E-001,-3.12567E+000,-4.54025E-001,-2.64883E+000,-4.54025E-001,-3.71695E+000,-4.54025E-001,-6.06894E+000,-4.54025E-001,-9.03850E+000,-4.54025E-001,-1.37973E+001,-5.36369E-001,-2.00249E+001,-4.54025E-001,-2.52939E+001,,
4174,,,,,,,-4.54182E-001,-3.12090E+000,-4.54182E-001,-2.65837E+000,-4.54182E-001,-3.71695E+000,-4.54182E-001,-6.05822E+000,-4.54182E-001,-9.04803E+000,-4.54182E-001,-1.38164E+001,-5.36604E-001,-1.99629E+001,-4.54182E-001,-2.52510E+001,,
4175,,,,,,,-4.54415E-001,-3.11136E+000,-4.54415E-001,-2.66314E+000,-4.54415E-001,-3.70264E+000,-4.54415E-001,-6.06298E+000,-4.54415E-001,-9.03373E+000,-4.54415E-001,-1.38259E+001,-5.36838E-001,-1.99438E+001,-4.54415E-001,-2.52415E+001,,
4176,,,,,,,-4.54650E-001,-3.10659E+000,-4.54650E-001,-2.65837E+000,-4.54650E-001,-3.71695E+000,-4.54650E-001,-6.06298E+000,-4.54650E-001,-9.06234E+000,-4.54650E-001,-1.37973E+001,-5.37072E-001,-1.99867E+001,-4.54650E-001,-2.51986E+001,,
4177,,,,,,,-4.54885E-001,-3.11136E+000,-4.54885E-001,-2.65837E+000,-4.54885E-001,-3.69787E+000,-4.54885E-001,-6.05345E+000,-4.54885E-001,-9.04326E+000,-4.54885E-001,-1.37926E+001,-5.37307E-001,-2.00344E+001,-4.54885E-001,-2.51509E+001,,
4178,,,,,,,-4.55119E-001,-3.11613E+000,-4.55119E-001,-2.65360E+000,-4.55119E-001,-3.71218E+000,-4.55119E-001,-6.04391E+000,-4.55119E-001,-9.04803E+000,-4.55119E-001,-1.37747E+001,-5.37541E-001,-1.99486E+001,-4.55119E-001,-2.51270E+001,,
4179,,,,,,,-4.55353E-001,-3.11613E+000,-4.55353E-001,-2.64406E+000,-4.55353E-001,-3.70264E+000,-4.55353E-001,-6.04391E+000,-4.55353E-001,-9.03373E+000,-4.55353E-001,-1.37592E+001,-5.37775E-001,-1.99200E+001,-4.55353E-001,-2.51318E+001,,
4180,,,,,,,-4.55587E-001,-3.12090E+000,-4.55587E-001,-2.63929E+000,-4.55587E-001,-3.70264E+000,-4.55587E-001,-6.04868E+000,-4.55587E-001,-9.01465E+000,-4.55587E-001,-1.37496E+001,-5.38010E-001,-1.98914E+001,-4.55587E-001,-2.51318E+001,,
4181,,,,,,,-4.55822E-001,-3.10659E+000,-4.55822E-001,-2.64883E+000,-4.55822E-001,-3.69787E+000,-4.55822E-001,-6.03437E+000,-4.55822E-001,-9.00989E+000,-4.55822E-001,-1.37496E+001,-5.38244E-001,-1.98675E+001,-4.55822E-001,-2.51175E+001,,
4182,,,,,,,-4.56057E-001,-3.09706E+000,-4.56057E-001,-2.64883E+000,-4.56057E-001,-3.68357E+000,-4.56057E-001,-6.02007E+000,-4.56057E-001,-9.01942E+000,-4.56057E-001,-1.37306E+001,-5.38479E-001,-1.99104E+001,-4.56057E-001,-2.50698E+001,,
4183,,,,,,,-4.56291E-001,-3.09229E+000,-4.56291E-001,-2.64883E+000,-4.56291E-001,-3.69787E+000,-4.56291E-001,-6.02484E+000,-4.56291E-001,-9.00989E+000,-4.56291E-001,-1.37544E+001,-5.38713E-001,-1.99486E+001,-4.56291E-001,-2.51127E+001,,
4184,,,,,,,-4.56525E-001,-3.09706E+000,-4.56525E-001,-2.65360E+000,-4.56525E-001,-3.68357E+000,-4.56525E-001,-6.03437E+000,-4.56525E-001,-9.00512E+000,-4.56525E-001,-1.37306E+001,-5.38869E-001,-1.99104E+001,-4.56525E-001,-2.50412E+001,,
4185,,,,,,,-4.56759E-001,-3.10183E+000,-4.56759E-001,-2.64883E+000,-4.56759E-001,-3.69787E+000,-4.56759E-001,-6.02007E+000,-4.56759E-001,-8.99558E+000,-4.56759E-001,-1.36972E+001,-5.39104E-001,-1.99104E+001,-4.56759E-001,-2.50317E+001,,
4186,,,,,,,-4.56994E-001,-3.10183E+000,-4.56994E-001,-2.63453E+000,-4.56994E-001,-3.68834E+000,-4.56994E-001,-5.99623E+000,-4.56994E-001,-8.99558E+000,-4.56994E-001,-1.36781E+001,-5.39338E-001,-1.99200E+001,-4.56994E-001,-2.49935E+001,,
4187,,,,,,,-4.57229E-001,-3.10183E+000,-4.57229E-001,-2.62976E+000,-4.57229E-001,-3.68834E+000,-4.57229E-001,-6.01053E+000,-4.57229E-001,-9.00512E+000,-4.57229E-001,-1.36686E+001,-5.39573E-001,-1.98580E+001,-4.57229E-001,-2.49649E+001,,
4188,,,,,,,-4.57384E-001,-3.09706E+000,-4.57384E-001,-2.63453E+000,-4.57384E-001,-3.68357E+000,-4.57384E-001,-6.01530E+000,-4.57384E-001,-8.98128E+000,-4.57384E-001,-1.36829E+001,-5.39806E-001,-1.99009E+001,-4.57384E-001,-2.49744E+001,,
4189,,,,,,,-4.57619E-001,-3.08275E+000,-4.57619E-001,-2.63929E+000,-4.57619E-001,-3.66926E+000,-4.57619E-001,-6.00219E+000,-4.57619E-001,-8.96697E+000,-4.57619E-001,-1.36495E+001,-5.40041E-001,-1.98437E+001,-4.57619E-001,-2.49601E+001,,
4190,,,,,,,-4.57853E-001,-3.08275E+000,-4.57853E-001,-2.63929E+000,-4.57853E-001,-3.68834E+000,-4.57853E-001,-5.99146E+000,-4.57853E-001,-8.96220E+000,-4.57853E-001,-1.36352E+001,-5.40276E-001,-1.99390E+001,-4.57853E-001,-2.49077E+001,,
4191,,,,,,,-4.58088E-001,-3.08752E+000,-4.58088E-001,-2.63929E+000,-4.58088E-001,-3.65973E+000,-4.58088E-001,-5.99146E+000,-4.58088E-001,-8.94790E+000,-4.58088E-001,-1.36447E+001,-5.40510E-001,-1.98627E+001,-4.58088E-001,-2.49458E+001,,
4192,,,,,,,-4.58322E-001,-3.09229E+000,-4.58322E-001,-2.63453E+000,-4.58322E-001,-3.68357E+000,-4.58322E-001,-6.00100E+000,-4.58322E-001,-8.94313E+000,-4.58322E-001,-1.36686E+001,-5.40744E-001,-1.99247E+001,-4.58322E-001,-2.48743E+001,,
4193,,,,,,,-4.58556E-001,-3.09229E+000,-4.58556E-001,-2.62022E+000,-4.58556E-001,-3.67403E+000,-4.58556E-001,-5.99146E+000,-4.58556E-001,-8.93359E+000,-4.58556E-001,-1.36209E+001,-5.40978E-001,-1.98771E+001,-4.58556E-001,-2.48123E+001,,
4194,,,,,,,-4.58791E-001,-3.09229E+000,-4.58791E-001,-2.62022E+000,-4.58791E-001,-3.67403E+000,-4.58791E-001,-5.98192E+000,-4.58791E-001,-8.94313E+000,-4.58791E-001,-1.35923E+001,-5.41213E-001,-1.98532E+001,-4.58791E-001,-2.48362E+001,,
4195,,,,,,,-4.59025E-001,-3.08275E+000,-4.59025E-001,-2.62499E+000,-4.59025E-001,-3.66926E+000,-4.59025E-001,-5.98431E+000,-4.59025E-001,-8.91929E+000,-4.59025E-001,-1.36114E+001,-5.41448E-001,-1.98008E+001,-4.59025E-001,-2.48934E+001,,
4196,,,,,,,-4.59260E-001,-3.07798E+000,-4.59260E-001,-2.62976E+000,-4.59260E-001,-3.65496E+000,-4.59260E-001,-5.98192E+000,-4.59260E-001,-8.92882E+000,-4.59260E-001,-1.36066E+001,-5.41681E-001,-1.98103E+001,-4.59260E-001,-2.48219E+001,,
4197,,,,,,,-4.59494E-001,-3.06845E+000,-4.59494E-001,-2.62976E+000,-4.59494E-001,-3.66926E+000,-4.59494E-001,-5.98192E+000,-4.59494E-001,-8.91929E+000,-4.59494E-001,-1.35994E+001,-5.41916E-001,-1.98294E+001,-4.59494E-001,-2.47742E+001,,
4198,,,,,,,-4.59728E-001,-3.07322E+000,-4.59728E-001,-2.63453E+000,-4.59728E-001,-3.65496E+000,-4.59728E-001,-5.96762E+000,-4.59728E-001,-8.87637E+000,-4.59728E-001,-1.35828E+001,-5.42072E-001,-1.98198E+001,-4.59728E-001,-2.47217E+001,,
4199,,,,,,,-4.59963E-001,-3.07798E+000,-4.59963E-001,-2.62976E+000,-4.59963E-001,-3.66449E+000,-4.59963E-001,-5.94378E+000,-4.59963E-001,-8.89068E+000,-4.59963E-001,-1.35971E+001,-5.42307E-001,-1.98294E+001,-4.59963E-001,-2.47026E+001,,
4200,,,,,,,-4.60197E-001,-3.07798E+000,-4.60197E-001,-2.61545E+000,-4.60197E-001,-3.66449E+000,-4.60197E-001,-5.96285E+000,-4.60197E-001,-8.91929E+000,-4.60197E-001,-1.35351E+001,-5.42542E-001,-1.98771E+001,-4.60197E-001,-2.47313E+001,,
4201,,,,,,,-4.60431E-001,-3.08275E+000,-4.60431E-001,-2.61068E+000,-4.60431E-001,-3.66449E+000,-4.60431E-001,-5.96762E+000,-4.60431E-001,-8.90975E+000,-4.60431E-001,-1.34922E+001,-5.42775E-001,-1.98294E+001,-4.60431E-001,-2.46550E+001,,
4202,,,,,,,-4.60588E-001,-3.07322E+000,-4.60588E-001,-2.61545E+000,-4.60588E-001,-3.65496E+000,-4.60588E-001,-5.95331E+000,-4.60588E-001,-8.88114E+000,-4.60588E-001,-1.35255E+001,-5.43010E-001,-1.97721E+001,-4.60588E-001,-2.47313E+001,,
4203,,,,,,,-4.60822E-001,-3.06368E+000,-4.60822E-001,-2.62022E+000,-4.60822E-001,-3.64065E+000,-4.60822E-001,-5.93424E+000,-4.60822E-001,-8.86207E+000,-4.60822E-001,-1.34731E+001,-5.43244E-001,-1.98008E+001,-4.60822E-001,-2.46216E+001,,
4204,,,,,,,-4.61057E-001,-3.05891E+000,-4.61057E-001,-2.62022E+000,-4.61057E-001,-3.65973E+000,-4.61057E-001,-5.92947E+000,-4.61057E-001,-8.86207E+000,-4.61057E-001,-1.34922E+001,-5.43479E-001,-1.98151E+001,-4.61057E-001,-2.46836E+001,,
