#Acq. time (s)=	300
#Accumulations=	12
#Range (cm-¹)=	200...800
#Windows=	1
#Auto scanning=	Off
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	1
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Detector Gain=	High Sensitivity
#Detector ADC=	45 kHz       
#Detector temperature (°C)=	-60.1
#Instrument=	LabRAM HR Evol
#Detector=	Syncerity OE
#Objective=	x10_VIS
#Grating=	600 (750nm)
#ND Filter=	50%
#Laser=	532nm_Edge
#Hole=	100.021
#Range=	Visible
#Collection=	Microscope
#StageXY=	Marzhauser
#StageZ=	Marzhauser
#X (µm)=	0
#Y (µm)=	0
#Z (µm)=	7.9
#Full time(hh:mm)=	1:00
#Project=	A
#Sample=	B
#Site=	C
#Title=	ZnF2_1
#Remark=	
#Date=	23.10.2023 16:11
#Acquired=	23.10.2023 16:11:12
#Base:Fit=	23.10.2023 17:07:13
#Base:Sub=	23.10.2023 17:07:17
#Base:Fit=	23.10.2023 17:07:26
#Base:Sub=	23.10.2023 17:07:50
#AxisType[0]=Intens
#AxisUnit[0]=Cnt
#AxisType[1]=Spectr
#AxisUnit[1]=1/cm
201.795	45.0984
203.609	47.9702
205.425	12.9592
207.238	-21.6191
209.053	11.8561
210.865	-45.2182
212.679	-93.1937
214.491	-12.8544
216.303	22.2615
218.116	-3.36394
219.926	-67.6109
221.739	-48.2212
223.549	-16.5265
225.358	13.7978
227.17	-1.81438
228.979	24.5793
230.787	105.515
232.598	138.445
234.405	174.775
236.215	309.569
238.022	313.324
239.829	326.979
241.638	496.561
243.444	567.314
245.249	759.644
247.055	899.455
248.862	835.715
250.667	810.404
252.471	709.405
254.277	535.159
256.081	360.024
257.884	261.171
259.687	137.087
261.492	137.136
263.294	85.1465
265.096	48.1314
266.897	75.6795
268.701	-18.643
270.502	10.2835
272.302	23.8475
274.102	-10.1623
275.902	-66.3146
277.703	-44.4859
279.503	-28.6268
281.301	-28.7875
283.1	63.0193
284.898	-2.30495
286.698	-26.6266
288.495	16.3074
290.292	-6.6397
292.089	6.35768
293.885	-51.612
295.681	-23.0912
297.476	-74.7999
299.272	31.2655
301.069	-55.4697
302.863	-31.4658
304.657	-66.1998
306.451	-26.9383
308.245	9.24453
310.038	-88.5524
311.831	17.3272
313.623	-2.92194
315.415	-18.3748
317.207	108.437
318.998	27.5359
320.79	128.023
322.58	198.824
324.371	219.596
326.161	223.802
327.95	302.014
329.742	360.563
331.531	396.459
333.317	533.363
335.106	569.196
336.894	648.198
338.681	750.927
340.468	803.039
342.255	920.365
344.042	850.003
345.828	847.967
347.614	926.27
349.4	933.285
351.185	819.934
352.97	790.947
354.754	686.7
356.538	633.928
358.322	457.363
360.105	463.38
361.889	374.524
363.669	396.846
365.452	218.441
367.234	349.721
369.016	193.24
370.797	122.804
372.578	90.6103
374.359	120.107
376.137	58.6128
377.917	-34.5107
379.697	-26.3077
381.476	-11.1448
383.255	12.4276
385.031	-37.1812
386.81	-72.0632
388.588	-13.8171
390.365	-53.9032
392.143	-81.9577
393.917	-26.1239
395.694	-18.1308
397.47	-50.6686
399.246	-1.56287
401.02	-37.6797
402.795	27.4336
