Sourcefile	20221128 134958 TGA MS Megan.qmp
Exporttime	28/11/2022 15:24:02

Start Time	28/11/2022 13:51:12
End Time	28/11/2022 15:21:44

		14			16			Water			Nitrogen/Carbonmonoxide			Oxygen			Argon			Carbondioxide	
Time	Time Relative [s]	Partial Pressure [mbar]	Time	Time Relative [s]	Partial Pressure [mbar]	Time	Time Relative [s]	Partial Pressure [mbar]	Time	Time Relative [s]	Partial Pressure [mbar]	Time	Time Relative [s]	Partial Pressure [mbar]	Time	Time Relative [s]	Partial Pressure [mbar]	Time	Time Relative [s]	Partial Pressure [mbar]	
28/11/2022 14:15:16	1444.562	1.055016e-011	28/11/2022 14:15:16	1444.774	9.198217e-012	28/11/2022 14:15:17	1444.988	5.791913e-014	28/11/2022 14:15:18	1446.028	3.084747e-013	28/11/2022 14:15:19	1447.069	1.615951e-013	28/11/2022 14:15:19	1447.284	5.151895e-014	28/11/2022 14:15:20	1448.325	3.515889e-014
28/11/2022 14:15:20	1448.538	1.043830e-011	28/11/2022 14:15:20	1448.750	8.861818e-012	28/11/2022 14:15:21	1448.966	6.710072e-014	28/11/2022 14:15:22	1450.007	3.078085e-013	28/11/2022 14:15:23	1451.047	1.352366e-013	28/11/2022 14:15:23	1451.261	3.483531e-014	28/11/2022 14:15:24	1452.302	3.171132e-014
28/11/2022 14:15:24	1452.514	1.092367e-011	28/11/2022 14:15:24	1452.728	9.048556e-012	28/11/2022 14:15:25	1452.941	7.515174e-014	28/11/2022 14:15:26	1453.981	3.249277e-013	28/11/2022 14:15:27	1455.024	1.319234e-013	28/11/2022 14:15:27	1455.237	5.791154e-014	28/11/2022 14:15:28	1456.276	3.738515e-014
28/11/2022 14:15:28	1456.489	1.065078e-011	28/11/2022 14:15:28	1456.702	8.957446e-012	28/11/2022 14:15:29	1456.921	6.322563e-014	28/11/2022 14:15:30	1457.963	3.205429e-013	28/11/2022 14:15:31	1459.003	1.321081e-013	28/11/2022 14:15:31	1459.216	6.223839e-014	28/11/2022 14:15:32	1460.258	2.694503e-014
28/11/2022 14:15:32	1460.471	1.082031e-011	28/11/2022 14:15:32	1460.684	8.707111e-012	28/11/2022 14:15:33	1460.903	6.398218e-014	28/11/2022 14:15:34	1461.942	3.166538e-013	28/11/2022 14:15:35	1462.984	1.456775e-013	28/11/2022 14:15:35	1463.197	5.246730e-014	28/11/2022 14:15:36	1464.237	2.784674e-014
28/11/2022 14:15:36	1464.449	1.065247e-011	28/11/2022 14:15:36	1464.663	8.735287e-012	28/11/2022 14:15:37	1464.876	4.868877e-014	28/11/2022 14:15:38	1465.919	3.246675e-013	28/11/2022 14:15:39	1466.960	1.392892e-013	28/11/2022 14:15:39	1467.173	6.286850e-014	28/11/2022 14:15:40	1468.213	3.218185e-014
28/11/2022 14:15:40	1468.426	1.065936e-011	28/11/2022 14:15:40	1468.639	9.086244e-012	28/11/2022 14:15:41	1468.856	1.053922e-013	28/11/2022 14:15:42	1469.897	3.138740e-013	28/11/2022 14:15:43	1470.938	1.414534e-013	28/11/2022 14:15:43	1471.151	5.440918e-014	28/11/2022 14:15:44	1472.192	3.420580e-014
28/11/2022 14:15:44	1472.404	1.071104e-011	28/11/2022 14:15:44	1472.617	8.873505e-012	28/11/2022 14:15:44	1472.835	5.716753e-014	28/11/2022 14:15:46	1473.875	3.070808e-013	28/11/2022 14:15:47	1474.915	1.569223e-013	28/11/2022 14:15:47	1475.140	2.035964e-014	28/11/2022 14:15:48	1476.182	3.333597e-014
28/11/2022 14:15:48	1476.395	1.045881e-011	28/11/2022 14:15:48	1476.607	9.047334e-012	28/11/2022 14:15:48	1476.824	1.026601e-013	28/11/2022 14:15:50	1477.865	3.261971e-013	28/11/2022 14:15:51	1478.904	1.516468e-013	28/11/2022 14:15:51	1479.116	6.274492e-014	28/11/2022 14:15:52	1480.157	3.388991e-014
28/11/2022 14:15:52	1480.369	1.071528e-011	28/11/2022 14:15:52	1480.582	9.015577e-012	28/11/2022 14:15:52	1480.800	8.543673e-014	28/11/2022 14:15:53	1481.840	3.330779e-013	28/11/2022 14:15:55	1482.883	1.413959e-013	28/11/2022 14:15:55	1483.096	4.704490e-014	28/11/2022 14:15:56	1484.136	3.428528e-014
28/11/2022 14:15:56	1484.348	1.098031e-011	28/11/2022 14:15:56	1484.561	9.208465e-012	28/11/2022 14:15:56	1484.774	9.028684e-014	28/11/2022 14:15:57	1485.814	3.121457e-013	28/11/2022 14:15:59	1486.854	1.536420e-013	28/11/2022 14:15:59	1487.067	4.818733e-014	28/11/2022 14:16:00	1488.107	3.607659e-014
28/11/2022 14:16:00	1488.321	1.112460e-011	28/11/2022 14:16:00	1488.533	9.128487e-012	28/11/2022 14:16:00	1488.751	7.411991e-014	28/11/2022 14:16:01	1489.792	3.233267e-013	28/11/2022 14:16:02	1490.832	1.344260e-013	28/11/2022 14:16:03	1491.045	3.641250e-014	28/11/2022 14:16:04	1492.084	3.168053e-014
28/11/2022 14:16:04	1492.297	1.092064e-011	28/11/2022 14:16:04	1492.512	8.917869e-012	28/11/2022 14:16:04	1492.730	8.243647e-014	28/11/2022 14:16:05	1493.771	3.299818e-013	28/11/2022 14:16:06	1494.811	1.697628e-013	28/11/2022 14:16:07	1495.024	2.958488e-014	28/11/2022 14:16:08	1496.065	3.429342e-014
28/11/2022 14:16:08	1496.279	1.100713e-011	28/11/2022 14:16:08	1496.492	9.167824e-012	28/11/2022 14:16:08	1496.709	9.400876e-014	28/11/2022 14:16:09	1497.750	3.011275e-013	28/11/2022 14:16:10	1498.790	1.512757e-013	28/11/2022 14:16:11	1499.002	3.215742e-014	28/11/2022 14:16:12	1500.043	3.574634e-014
28/11/2022 14:16:12	1500.256	1.090966e-011	28/11/2022 14:16:12	1500.469	8.946364e-012	28/11/2022 14:16:12	1500.682	7.963601e-014	28/11/2022 14:16:13	1501.719	3.116095e-013	28/11/2022 14:16:14	1502.760	1.440462e-013	28/11/2022 14:16:15	1502.974	5.669024e-014	28/11/2022 14:16:16	1504.015	3.805333e-014
28/11/2022 14:16:16	1504.228	1.096120e-011	28/11/2022 14:16:16	1504.441	8.833440e-012	28/11/2022 14:16:16	1504.658	4.601105e-014	28/11/2022 14:16:17	1505.701	3.117974e-013	28/11/2022 14:16:18	1506.742	1.532154e-013	28/11/2022 14:16:19	1506.955	4.013951e-014	28/11/2022 14:16:20	1507.998	3.272311e-014
28/11/2022 14:16:20	1508.210	1.121955e-011	28/11/2022 14:16:20	1508.423	9.114902e-012	28/11/2022 14:16:20	1508.639	8.271362e-014	28/11/2022 14:16:21	1509.679	3.190005e-013	28/11/2022 14:16:22	1510.722	1.494099e-013	28/11/2022 14:16:23	1510.934	2.259905e-014	28/11/2022 14:16:24	1511.975	3.616215e-014
28/11/2022 14:16:24	1512.188	1.070062e-011	28/11/2022 14:16:24	1512.401	8.859877e-012	28/11/2022 14:16:24	1512.621	8.134475e-014	28/11/2022 14:16:25	1513.662	3.153989e-013	28/11/2022 14:16:26	1514.702	1.538780e-013	28/11/2022 14:16:27	1514.915	5.304201e-014	28/11/2022 14:16:28	1515.957	3.914420e-014
28/11/2022 14:16:28	1516.170	1.057319e-011	28/11/2022 14:16:28	1516.383	8.966955e-012	28/11/2022 14:16:28	1516.596	8.412142e-014	28/11/2022 14:16:29	1517.637	3.047193e-013	28/11/2022 14:16:30	1518.678	1.540815e-013	28/11/2022 14:16:31	1518.891	3.555104e-014	28/11/2022 14:16:32	1519.931	3.117714e-014
28/11/2022 14:16:32	1520.144	1.111392e-011	28/11/2022 14:16:32	1520.357	8.769179e-012	28/11/2022 14:16:32	1520.570	8.721458e-014	28/11/2022 14:16:33	1521.610	3.224836e-013	28/11/2022 14:16:34	1522.653	1.342202e-013	28/11/2022 14:16:35	1522.867	4.598566e-014	28/11/2022 14:16:36	1523.907	3.441743e-014
28/11/2022 14:16:36	1524.120	1.078320e-011	28/11/2022 14:16:36	1524.332	8.894451e-012	28/11/2022 14:16:36	1524.550	8.482465e-014	28/11/2022 14:16:37	1525.590	3.412665e-013	28/11/2022 14:16:38	1526.630	1.397928e-013	28/11/2022 14:16:38	1526.842	3.941997e-014	28/11/2022 14:16:40	1527.884	2.975289e-014
28/11/2022 14:16:40	1528.096	1.067839e-011	28/11/2022 14:16:40	1528.309	8.902621e-012	28/11/2022 14:16:40	1528.526	8.803971e-014	28/11/2022 14:16:41	1529.567	3.047414e-013	28/11/2022 14:16:42	1530.610	1.442388e-013	28/11/2022 14:16:42	1530.822	3.225888e-014	28/11/2022 14:16:44	1531.861	3.630678e-014
28/11/2022 14:16:44	1532.074	1.034023e-011	28/11/2022 14:16:44	1532.288	9.012975e-012	28/11/2022 14:16:44	1532.504	8.348641e-014	28/11/2022 14:16:45	1533.544	2.991372e-013	28/11/2022 14:16:46	1534.585	1.338964e-013	28/11/2022 14:16:46	1534.798	4.199727e-014	28/11/2022 14:16:47	1535.840	3.776117e-014
28/11/2022 14:16:48	1536.054	1.061443e-011	28/11/2022 14:16:48	1536.266	8.789704e-012	28/11/2022 14:16:48	1536.483	7.800636e-014	28/11/2022 14:16:49	1537.524	3.368636e-013	28/11/2022 14:16:50	1538.566	1.617987e-013	28/11/2022 14:16:50	1538.778	2.060286e-014	28/11/2022 14:16:51	1539.818	3.486214e-014
28/11/2022 14:16:52	1540.031	1.058025e-011	28/11/2022 14:16:52	1540.245	8.894570e-012	28/11/2022 14:16:52	1540.464	6.426685e-014	28/11/2022 14:16:53	1541.503	3.138431e-013	28/11/2022 14:16:54	1542.543	1.295789e-013	28/11/2022 14:16:54	1542.756	2.684191e-014	28/11/2022 14:16:55	1543.796	3.400750e-014
28/11/2022 14:16:56	1544.009	1.074061e-011	28/11/2022 14:16:56	1544.222	9.325841e-012	28/11/2022 14:16:56	1544.443	4.288498e-014	28/11/2022 14:16:57	1545.486	3.337561e-013	28/11/2022 14:16:58	1546.528	1.364920e-013	28/11/2022 14:16:58	1546.741	4.433103e-014	28/11/2022 14:16:59	1547.783	3.638877e-014
28/11/2022 14:17:00	1547.996	1.065425e-011	28/11/2022 14:17:00	1548.209	8.753014e-012	28/11/2022 14:17:00	1548.421	1.093148e-013	28/11/2022 14:17:01	1549.461	3.243798e-013	28/11/2022 14:17:02	1550.503	1.461309e-013	28/11/2022 14:17:02	1550.716	3.156657e-014	28/11/2022 14:17:03	1551.756	3.344106e-014
28/11/2022 14:17:04	1551.969	1.077906e-011	28/11/2022 14:17:04	1552.182	9.067432e-012	28/11/2022 14:17:04	1552.401	7.376301e-014	28/11/2022 14:17:05	1553.443	3.277271e-013	28/11/2022 14:17:06	1554.483	1.268592e-013	28/11/2022 14:17:06	1554.697	4.518075e-014	28/11/2022 14:17:07	1555.737	3.291749e-014
28/11/2022 14:17:08	1555.950	1.077873e-011	28/11/2022 14:17:08	1556.163	8.931757e-012	28/11/2022 14:17:08	1556.382	1.001549e-013	28/11/2022 14:17:09	1557.424	3.308419e-013	28/11/2022 14:17:10	1558.466	1.439076e-013	28/11/2022 14:17:10	1558.679	3.398194e-014	28/11/2022 14:17:11	1559.721	3.163058e-014
28/11/2022 14:17:12	1559.934	1.033580e-011	28/11/2022 14:17:12	1560.147	9.342268e-012	28/11/2022 14:17:12	1560.366	9.259189e-014	28/11/2022 14:17:13	1561.408	2.996000e-013	28/11/2022 14:17:14	1562.448	1.362312e-013	28/11/2022 14:17:14	1562.661	4.296121e-014	28/11/2022 14:17:15	1563.701	3.282425e-014
28/11/2022 14:17:16	1563.913	1.100325e-011	28/11/2022 14:17:16	1564.126	8.789750e-012	28/11/2022 14:17:16	1564.339	8.739624e-014	28/11/2022 14:17:17	1565.380	3.292650e-013	28/11/2022 14:17:18	1566.419	1.391217e-013	28/11/2022 14:17:18	1566.632	4.284235e-014	28/11/2022 14:17:19	1567.673	3.539362e-014
28/11/2022 14:17:20	1567.886	1.102683e-011	28/11/2022 14:17:20	1568.099	8.680834e-012	28/11/2022 14:17:20	1568.311	1.319191e-013	28/11/2022 14:17:21	1569.351	3.074055e-013	28/11/2022 14:17:22	1570.392	1.586228e-013	28/11/2022 14:17:22	1570.605	6.148448e-014	28/11/2022 14:17:23	1571.645	3.361857e-014
28/11/2022 14:17:24	1571.858	1.121065e-011	28/11/2022 14:17:24	1572.071	8.600325e-012	28/11/2022 14:17:24	1572.289	8.742357e-014	28/11/2022 14:17:25	1573.332	3.200908e-013	28/11/2022 14:17:26	1574.373	1.363455e-013	28/11/2022 14:17:26	1574.586	4.333301e-014	28/11/2022 14:17:27	1575.628	3.155006e-014
28/11/2022 14:17:27	1575.841	1.073484e-011	28/11/2022 14:17:28	1576.055	8.824588e-012	28/11/2022 14:17:28	1576.267	9.331586e-014	28/11/2022 14:17:29	1577.308	3.026788e-013	28/11/2022 14:17:30	1578.349	1.475770e-013	28/11/2022 14:17:30	1578.562	3.580887e-014	28/11/2022 14:17:31	1579.601	3.073805e-014
28/11/2022 14:17:31	1579.814	1.082853e-011	28/11/2022 14:17:32	1580.027	8.879671e-012	28/11/2022 14:17:32	1580.245	7.880679e-014	28/11/2022 14:17:33	1581.284	2.961920e-013	28/11/2022 14:17:34	1582.325	1.311688e-013	28/11/2022 14:17:34	1582.539	4.182511e-014	28/11/2022 14:17:35	1583.581	3.871259e-014
28/11/2022 14:17:35	1583.794	1.082459e-011	28/11/2022 14:17:36	1584.007	9.166149e-012	28/11/2022 14:17:36	1584.227	8.335530e-014	28/11/2022 14:17:37	1585.268	3.135426e-013	28/11/2022 14:17:38	1586.309	1.375691e-013	28/11/2022 14:17:38	1586.525	2.929290e-014	28/11/2022 14:17:39	1587.565	3.477745e-014
28/11/2022 14:17:39	1587.779	1.053591e-011	28/11/2022 14:17:40	1587.992	9.014578e-012	28/11/2022 14:17:40	1588.212	8.208192e-014	28/11/2022 14:17:41	1589.251	3.383998e-013	28/11/2022 14:17:42	1590.293	1.573393e-013	28/11/2022 14:17:42	1590.507	4.518314e-014	28/11/2022 14:17:43	1591.547	2.932840e-014
28/11/2022 14:17:43	1591.760	1.070723e-011	28/11/2022 14:17:44	1591.972	8.852804e-012	28/11/2022 14:17:44	1592.190	1.046142e-013	28/11/2022 14:17:45	1593.231	3.006606e-013	28/11/2022 14:17:46	1594.270	1.501990e-013	28/11/2022 14:17:46	1594.483	3.100985e-014	28/11/2022 14:17:47	1595.524	3.830056e-014
28/11/2022 14:17:47	1595.737	1.082307e-011	28/11/2022 14:17:48	1595.950	8.800561e-012	28/11/2022 14:17:48	1596.168	7.857248e-014	28/11/2022 14:17:49	1597.208	3.101700e-013	28/11/2022 14:17:50	1598.250	1.590510e-013	28/11/2022 14:17:50	1598.463	4.801389e-014	28/11/2022 14:17:51	1599.501	3.646451e-014
28/11/2022 14:17:51	1599.714	1.050947e-011	28/11/2022 14:17:52	1599.927	9.003440e-012	28/11/2022 14:17:52	1600.147	8.752103e-014	28/11/2022 14:17:53	1601.187	3.316933e-013	28/11/2022 14:17:54	1602.226	1.477647e-013	28/11/2022 14:17:54	1602.439	6.171910e-014	28/11/2022 14:17:55	1603.481	3.256766e-014
28/11/2022 14:17:55	1603.694	1.087379e-011	28/11/2022 14:17:56	1603.907	9.024275e-012	28/11/2022 14:17:56	1604.119	1.047033e-013	28/11/2022 14:17:57	1605.159	3.046791e-013	28/11/2022 14:17:58	1606.198	1.527638e-013	28/11/2022 14:17:58	1606.411	3.333880e-014	28/11/2022 14:17:59	1607.451	2.946635e-014
28/11/2022 14:17:59	1607.664	1.095552e-011	28/11/2022 14:18:00	1607.877	8.756280e-012	28/11/2022 14:18:00	1608.092	9.942578e-014	28/11/2022 14:18:01	1609.132	3.409454e-013	28/11/2022 14:18:02	1610.174	1.415658e-013	28/11/2022 14:18:02	1610.386	1.740955e-014	28/11/2022 14:18:03	1611.426	3.599712e-014
28/11/2022 14:18:03	1611.639	1.099196e-011	28/11/2022 14:18:04	1611.852	8.700301e-012	28/11/2022 14:18:04	1612.070	4.062543e-014	28/11/2022 14:18:05	1613.113	3.113546e-013	28/11/2022 14:18:06	1614.153	1.281265e-013	28/11/2022 14:18:06	1614.370	3.968615e-014	28/11/2022 14:18:07	1615.412	3.413464e-014
28/11/2022 14:18:07	1615.625	1.040149e-011	28/11/2022 14:18:07	1615.838	9.011615e-012	28/11/2022 14:18:08	1616.055	5.295601e-014	28/11/2022 14:18:09	1617.096	3.240166e-013	28/11/2022 14:18:10	1618.135	1.407272e-013	28/11/2022 14:18:10	1618.348	2.565158e-014	28/11/2022 14:18:11	1619.388	3.632070e-014
28/11/2022 14:18:11	1619.601	1.101047e-011	28/11/2022 14:18:11	1619.814	8.817805e-012	28/11/2022 14:18:12	1620.033	9.518229e-014	28/11/2022 14:18:13	1621.072	3.363038e-013	28/11/2022 14:18:14	1622.112	1.313884e-013	28/11/2022 14:18:14	1622.327	5.589626e-014	28/11/2022 14:18:15	1623.369	3.498701e-014
28/11/2022 14:18:15	1623.581	1.084778e-011	28/11/2022 14:18:15	1623.794	9.207287e-012	28/11/2022 14:18:16	1624.018	4.890578e-014	28/11/2022 14:18:17	1625.058	3.345677e-013	28/11/2022 14:18:18	1626.101	1.478294e-013	28/11/2022 14:18:18	1626.313	3.229289e-014	28/11/2022 14:18:19	1627.354	3.580732e-014
28/11/2022 14:18:19	1627.567	1.035122e-011	28/11/2022 14:18:19	1627.780	8.682857e-012	28/11/2022 14:18:20	1627.997	7.279833e-014	28/11/2022 14:18:21	1629.037	3.285782e-013	28/11/2022 14:18:22	1630.078	1.532461e-013	28/11/2022 14:18:22	1630.291	3.120044e-014	28/11/2022 14:18:23	1631.330	3.813849e-014
28/11/2022 14:18:23	1631.542	1.094758e-011	28/11/2022 14:18:23	1631.754	8.922131e-012	28/11/2022 14:18:24	1631.972	8.399749e-014	28/11/2022 14:18:25	1633.014	3.131761e-013	28/11/2022 14:18:26	1634.055	1.386908e-013	28/11/2022 14:18:26	1634.268	3.714076e-014	28/11/2022 14:18:27	1635.309	3.674295e-014
28/11/2022 14:18:27	1635.523	1.064434e-011	28/11/2022 14:18:27	1635.735	9.259641e-012	28/11/2022 14:18:28	1635.957	1.007950e-013	28/11/2022 14:18:29	1636.997	3.334484e-013	28/11/2022 14:18:30	1638.039	1.303389e-013	28/11/2022 14:18:30	1638.251	5.142424e-014	28/11/2022 14:18:31	1639.291	3.138399e-014
28/11/2022 14:18:31	1639.504	1.081582e-011	28/11/2022 14:18:31	1639.717	8.973363e-012	28/11/2022 14:18:32	1639.935	8.178549e-014	28/11/2022 14:18:33	1640.976	3.049297e-013	28/11/2022 14:18:34	1642.016	1.468358e-013	28/11/2022 14:18:34	1642.233	5.613932e-014	28/11/2022 14:18:35	1643.275	3.589808e-014
28/11/2022 14:18:35	1643.488	1.079265e-011	28/11/2022 14:18:35	1643.702	9.098432e-012	28/11/2022 14:18:36	1643.919	4.978828e-014	28/11/2022 14:18:37	1644.960	3.072499e-013	28/11/2022 14:18:38	1646.004	1.451820e-013	28/11/2022 14:18:38	1646.216	4.379886e-014	28/11/2022 14:18:39	1647.256	3.148368e-014
28/11/2022 14:18:39	1647.468	1.069943e-011	28/11/2022 14:18:39	1647.681	8.714456e-012	28/11/2022 14:18:40	1647.899	1.015070e-013	28/11/2022 14:18:41	1648.941	3.098109e-013	28/11/2022 14:18:42	1649.981	1.372229e-013	28/11/2022 14:18:42	1650.195	4.205077e-014	28/11/2022 14:18:43	1651.235	3.710691e-014
28/11/2022 14:18:43	1651.448	1.077145e-011	28/11/2022 14:18:43	1651.660	8.933581e-012	28/11/2022 14:18:44	1651.878	7.303904e-014	28/11/2022 14:18:45	1652.920	3.189071e-013	28/11/2022 14:18:46	1653.961	1.522545e-013	28/11/2022 14:18:46	1654.174	3.706987e-014	28/11/2022 14:18:47	1655.218	3.323335e-014
28/11/2022 14:18:47	1655.431	1.080826e-011	28/11/2022 14:18:47	1655.644	9.056324e-012	28/11/2022 14:18:48	1655.861	8.252372e-014	28/11/2022 14:18:49	1656.900	3.083218e-013	28/11/2022 14:18:50	1657.941	1.408297e-013	28/11/2022 14:18:50	1658.154	3.492898e-014	28/11/2022 14:18:51	1659.194	3.106790e-014
28/11/2022 14:18:51	1659.407	1.065722e-011	28/11/2022 14:18:51	1659.619	8.850667e-012	28/11/2022 14:18:51	1659.838	7.910597e-014	28/11/2022 14:18:53	1660.879	3.216026e-013	28/11/2022 14:18:54	1661.919	1.496860e-013	28/11/2022 14:18:54	1662.132	5.541204e-014	28/11/2022 14:18:55	1663.174	3.341504e-014
28/11/2022 14:18:55	1663.387	1.076186e-011	28/11/2022 14:18:55	1663.600	8.818719e-012	28/11/2022 14:18:55	1663.818	1.093737e-013	28/11/2022 14:18:57	1664.858	3.278319e-013	28/11/2022 14:18:58	1665.899	1.513601e-013	28/11/2022 14:18:58	1666.112	5.164076e-014	28/11/2022 14:18:59	1667.152	3.512769e-014
28/11/2022 14:18:59	1667.365	1.078160e-011	28/11/2022 14:18:59	1667.579	8.973954e-012	28/11/2022 14:18:59	1667.798	8.631696e-014	28/11/2022 14:19:00	1668.837	3.318157e-013	28/11/2022 14:19:02	1669.877	1.394665e-013	28/11/2022 14:19:02	1670.090	3.862609e-014	28/11/2022 14:19:03	1671.131	3.118672e-014
28/11/2022 14:19:03	1671.344	1.061596e-011	28/11/2022 14:19:03	1671.557	8.987798e-012	28/11/2022 14:19:03	1671.774	7.989589e-014	28/11/2022 14:19:04	1672.816	3.053240e-013	28/11/2022 14:19:06	1673.856	1.414776e-013	28/11/2022 14:19:06	1674.068	5.481286e-014	28/11/2022 14:19:07	1675.109	3.959827e-014
28/11/2022 14:19:07	1675.323	1.050971e-011	28/11/2022 14:19:07	1675.536	8.996312e-012	28/11/2022 14:19:07	1675.753	6.547600e-014	28/11/2022 14:19:08	1676.793	3.423152e-013	28/11/2022 14:19:09	1677.834	1.487874e-013	28/11/2022 14:19:10	1678.048	3.021676e-014	28/11/2022 14:19:11	1679.087	3.610492e-014
28/11/2022 14:19:11	1679.300	1.058934e-011	28/11/2022 14:19:11	1679.513	9.008050e-012	28/11/2022 14:19:11	1679.728	9.344320e-014	28/11/2022 14:19:12	1680.772	3.004045e-013	28/11/2022 14:19:13	1681.812	1.320938e-013	28/11/2022 14:19:14	1682.025	4.244890e-014	28/11/2022 14:19:15	1683.067	3.530166e-014
28/11/2022 14:19:15	1683.279	1.042598e-011	28/11/2022 14:19:15	1683.492	8.888815e-012	28/11/2022 14:19:15	1683.714	7.208813e-014	28/11/2022 14:19:16	1684.753	3.230449e-013	28/11/2022 14:19:17	1685.793	1.643986e-013	28/11/2022 14:19:18	1686.005	4.049651e-014	28/11/2022 14:19:19	1687.044	3.862249e-014
28/11/2022 14:19:19	1687.257	1.077918e-011	28/11/2022 14:19:19	1687.471	9.381636e-012	28/11/2022 14:19:19	1687.690	5.576749e-014	28/11/2022 14:19:20	1688.732	3.198929e-013	28/11/2022 14:19:21	1689.772	1.448653e-013	28/11/2022 14:19:22	1689.985	3.989050e-014	28/11/2022 14:19:23	1691.025	3.250147e-014
28/11/2022 14:19:23	1691.238	1.090403e-011	28/11/2022 14:19:23	1691.451	9.115721e-012	28/11/2022 14:19:23	1691.663	8.095244e-014	28/11/2022 14:19:24	1692.704	3.109426e-013	28/11/2022 14:19:25	1693.744	1.458370e-013	28/11/2022 14:19:26	1693.957	5.242197e-014	28/11/2022 14:19:27	1694.997	3.714478e-014
28/11/2022 14:19:27	1695.211	1.098727e-011	28/11/2022 14:19:27	1695.424	8.975856e-012	28/11/2022 14:19:27	1695.642	8.155676e-014	28/11/2022 14:19:28	1696.683	3.327854e-013	28/11/2022 14:19:29	1697.724	1.492958e-013	28/11/2022 14:19:30	1697.937	3.734414e-014	28/11/2022 14:19:31	1698.978	3.722427e-014
28/11/2022 14:19:31	1699.191	1.069868e-011	28/11/2022 14:19:31	1699.403	9.017854e-012	28/11/2022 14:19:31	1699.622	7.693012e-014	28/11/2022 14:19:32	1700.663	3.264808e-013	28/11/2022 14:19:33	1701.703	1.465231e-013	28/11/2022 14:19:34	1701.919	6.205906e-014	28/11/2022 14:19:35	1702.962	3.610282e-014
28/11/2022 14:19:35	1703.175	1.068029e-011	28/11/2022 14:19:35	1703.388	8.618571e-012	28/11/2022 14:19:35	1703.600	8.012018e-014	28/11/2022 14:19:36	1704.640	3.273524e-013	28/11/2022 14:19:37	1705.682	1.333436e-013	28/11/2022 14:19:38	1705.895	6.427064e-014	28/11/2022 14:19:39	1706.936	2.925221e-014
28/11/2022 14:19:39	1707.148	1.088270e-011	28/11/2022 14:19:39	1707.362	8.638876e-012	28/11/2022 14:19:39	1707.580	7.306413e-014	28/11/2022 14:19:40	1708.622	3.309159e-013	28/11/2022 14:19:41	1709.663	1.425638e-013	28/11/2022 14:19:42	1709.883	3.769306e-014	28/11/2022 14:19:43	1710.925	3.688946e-014
28/11/2022 14:19:43	1711.138	1.043230e-011	28/11/2022 14:19:43	1711.351	8.964339e-012	28/11/2022 14:19:43	1711.568	4.912947e-014	28/11/2022 14:19:44	1712.610	2.962052e-013	28/11/2022 14:19:45	1713.652	1.612879e-013	28/11/2022 14:19:46	1713.865	4.509769e-014	28/11/2022 14:19:47	1714.905	3.641915e-014
28/11/2022 14:19:47	1715.119	1.045218e-011	28/11/2022 14:19:47	1715.333	8.687044e-012	28/11/2022 14:19:47	1715.552	1.131473e-013	28/11/2022 14:19:48	1716.592	3.211475e-013	28/11/2022 14:19:49	1717.633	1.411390e-013	28/11/2022 14:19:50	1717.847	4.206368e-014	28/11/2022 14:19:51	1718.887	3.272913e-014
28/11/2022 14:19:51	1719.100	1.102362e-011	28/11/2022 14:19:51	1719.312	9.067799e-012	28/11/2022 14:19:51	1719.530	8.401219e-014	28/11/2022 14:19:52	1720.572	3.285593e-013	28/11/2022 14:19:53	1721.612	1.487832e-013	28/11/2022 14:19:53	1721.824	5.186500e-014	28/11/2022 14:19:55	1722.865	3.463407e-014
28/11/2022 14:19:55	1723.078	1.041945e-011	28/11/2022 14:19:55	1723.292	8.553864e-012	28/11/2022 14:19:55	1723.509	8.874705e-014	28/11/2022 14:19:56	1724.547	3.252519e-013	28/11/2022 14:19:57	1725.590	1.396383e-013	28/11/2022 14:19:57	1725.803	1.820766e-014	28/11/2022 14:19:58	1726.842	3.388744e-014
28/11/2022 14:19:59	1727.054	1.062461e-011	28/11/2022 14:19:59	1727.268	8.765634e-012	28/11/2022 14:19:59	1727.485	8.985642e-014	28/11/2022 14:20:00	1728.526	3.238852e-013	28/11/2022 14:20:01	1729.564	1.440602e-013	28/11/2022 14:20:01	1729.777	4.262811e-014	28/11/2022 14:20:02	1730.818	3.332408e-014
28/11/2022 14:20:03	1731.031	1.097959e-011	28/11/2022 14:20:03	1731.245	9.009439e-012	28/11/2022 14:20:03	1731.461	8.179611e-014	28/11/2022 14:20:04	1732.500	3.262271e-013	28/11/2022 14:20:05	1733.541	1.394470e-013	28/11/2022 14:20:05	1733.754	3.241615e-014	28/11/2022 14:20:06	1734.794	3.854714e-014
28/11/2022 14:20:07	1735.006	1.060918e-011	28/11/2022 14:20:07	1735.219	8.927671e-012	28/11/2022 14:20:07	1735.438	5.673165e-014	28/11/2022 14:20:08	1736.480	3.233362e-013	28/11/2022 14:20:09	1737.520	1.440526e-013	28/11/2022 14:20:09	1737.733	3.831185e-014	28/11/2022 14:20:10	1738.774	3.271665e-014
28/11/2022 14:20:11	1738.986	1.092601e-011	28/11/2022 14:20:11	1739.198	8.749565e-012	28/11/2022 14:20:11	1739.423	5.309429e-014	28/11/2022 14:20:12	1740.463	3.276289e-013	28/11/2022 14:20:13	1741.502	1.455962e-013	28/11/2022 14:20:13	1741.719	3.457425e-014	28/11/2022 14:20:14	1742.760	3.376067e-014
