Sourcefile	20221128 134958 TGA MS Megan.qmp
Exporttime	28/11/2022 15:24:02

Start Time	28/11/2022 13:51:12
End Time	28/11/2022 15:21:44

		14			16			Water			Nitrogen/Carbonmonoxide			Oxygen			Argon			Carbondioxide	
Time	Time Relative [s]	Partial Pressure [mbar]	Time	Time Relative [s]	Partial Pressure [mbar]	Time	Time Relative [s]	Partial Pressure [mbar]	Time	Time Relative [s]	Partial Pressure [mbar]	Time	Time Relative [s]	Partial Pressure [mbar]	Time	Time Relative [s]	Partial Pressure [mbar]	Time	Time Relative [s]	Partial Pressure [mbar]	
28/11/2022 14:42:55	3103.634	1.085958e-011	28/11/2022 14:42:56	3103.847	8.586365e-012	28/11/2022 14:42:56	3104.066	6.756361e-014	28/11/2022 14:42:57	3105.108	3.181596e-013	28/11/2022 14:42:58	3106.147	1.438296e-013	28/11/2022 14:42:58	3106.369	3.533191e-014	28/11/2022 14:42:59	3107.410	3.274663e-014
28/11/2022 14:42:59	3107.622	1.059780e-011	28/11/2022 14:42:59	3107.835	8.897926e-012	28/11/2022 14:43:00	3108.053	9.825183e-014	28/11/2022 14:43:01	3109.093	3.225859e-013	28/11/2022 14:43:02	3110.133	1.560606e-013	28/11/2022 14:43:02	3110.346	5.178990e-014	28/11/2022 14:43:03	3111.384	3.156002e-014
28/11/2022 14:43:03	3111.597	1.066716e-011	28/11/2022 14:43:03	3111.810	9.035649e-012	28/11/2022 14:43:04	3112.028	5.868130e-014	28/11/2022 14:43:05	3113.070	3.255352e-013	28/11/2022 14:43:06	3114.108	1.412586e-013	28/11/2022 14:43:06	3114.321	4.486265e-014	28/11/2022 14:43:07	3115.362	2.934981e-014
28/11/2022 14:43:07	3115.574	1.097004e-011	28/11/2022 14:43:07	3115.787	9.118532e-012	28/11/2022 14:43:08	3116.005	8.172117e-014	28/11/2022 14:43:09	3117.046	3.072340e-013	28/11/2022 14:43:10	3118.087	1.382760e-013	28/11/2022 14:43:10	3118.299	4.456277e-014	28/11/2022 14:43:11	3119.339	3.457393e-014
28/11/2022 14:43:11	3119.552	1.053021e-011	28/11/2022 14:43:11	3119.766	9.076074e-012	28/11/2022 14:43:12	3119.984	4.836643e-014	28/11/2022 14:43:13	3121.023	3.398672e-013	28/11/2022 14:43:14	3122.066	1.434600e-013	28/11/2022 14:43:14	3122.280	1.934926e-014	28/11/2022 14:43:15	3123.320	2.647016e-014
28/11/2022 14:43:15	3123.533	1.082891e-011	28/11/2022 14:43:15	3123.745	9.079697e-012	28/11/2022 14:43:16	3123.958	7.321612e-014	28/11/2022 14:43:17	3125.000	3.131301e-013	28/11/2022 14:43:18	3126.041	1.272477e-013	28/11/2022 14:43:18	3126.260	3.481368e-014	28/11/2022 14:43:19	3127.302	2.797742e-014
28/11/2022 14:43:19	3127.515	1.083041e-011	28/11/2022 14:43:19	3127.728	9.158331e-012	28/11/2022 14:43:20	3127.941	6.422046e-014	28/11/2022 14:43:21	3128.980	3.122642e-013	28/11/2022 14:43:22	3130.022	1.332104e-013	28/11/2022 14:43:22	3130.235	2.137740e-014	28/11/2022 14:43:23	3131.274	3.112656e-014
28/11/2022 14:43:23	3131.487	1.084343e-011	28/11/2022 14:43:23	3131.701	8.940289e-012	28/11/2022 14:43:24	3131.919	8.909443e-014	28/11/2022 14:43:25	3132.958	3.058065e-013	28/11/2022 14:43:26	3133.999	1.385481e-013	28/11/2022 14:43:26	3134.212	2.738249e-014	28/11/2022 14:43:27	3135.255	3.601253e-014
28/11/2022 14:43:27	3135.468	1.059674e-011	28/11/2022 14:43:27	3135.680	8.832935e-012	28/11/2022 14:43:28	3135.897	9.846213e-014	28/11/2022 14:43:29	3136.938	3.284301e-013	28/11/2022 14:43:30	3137.980	1.445507e-013	28/11/2022 14:43:30	3138.193	4.505737e-014	28/11/2022 14:43:31	3139.232	2.764217e-014
28/11/2022 14:43:31	3139.446	1.057939e-011	28/11/2022 14:43:31	3139.659	8.884247e-012	28/11/2022 14:43:32	3139.877	7.751398e-014	28/11/2022 14:43:33	3140.916	3.046398e-013	28/11/2022 14:43:34	3141.958	1.391719e-013	28/11/2022 14:43:34	3142.172	2.838237e-014	28/11/2022 14:43:35	3143.215	3.221056e-014
28/11/2022 14:43:35	3143.428	1.065969e-011	28/11/2022 14:43:35	3143.641	9.056955e-012	28/11/2022 14:43:36	3143.864	8.244261e-014	28/11/2022 14:43:37	3144.906	3.255753e-013	28/11/2022 14:43:38	3145.946	1.323035e-013	28/11/2022 14:43:38	3146.159	5.862861e-014	28/11/2022 14:43:39	3147.200	3.103875e-014
28/11/2022 14:43:39	3147.412	1.058567e-011	28/11/2022 14:43:39	3147.625	8.655564e-012	28/11/2022 14:43:39	3147.838	8.182804e-014	28/11/2022 14:43:41	3148.878	3.311486e-013	28/11/2022 14:43:42	3149.919	1.517987e-013	28/11/2022 14:43:42	3150.132	1.973865e-014	28/11/2022 14:43:43	3151.171	2.950693e-014
28/11/2022 14:43:43	3151.384	1.074515e-011	28/11/2022 14:43:43	3151.598	9.146085e-012	28/11/2022 14:43:43	3151.815	9.757960e-014	28/11/2022 14:43:45	3152.856	3.326376e-013	28/11/2022 14:43:46	3153.895	1.450107e-013	28/11/2022 14:43:46	3154.109	3.205449e-014	28/11/2022 14:43:47	3155.150	2.631055e-014
28/11/2022 14:43:47	3155.363	1.062763e-011	28/11/2022 14:43:47	3155.576	8.802616e-012	28/11/2022 14:43:47	3155.793	8.080277e-014	28/11/2022 14:43:48	3156.835	3.449814e-013	28/11/2022 14:43:50	3157.875	1.301321e-013	28/11/2022 14:43:50	3158.088	3.094645e-014	28/11/2022 14:43:51	3159.126	3.335948e-014
28/11/2022 14:43:51	3159.339	1.084984e-011	28/11/2022 14:43:51	3159.552	9.003108e-012	28/11/2022 14:43:51	3159.770	8.479277e-014	28/11/2022 14:43:52	3160.810	3.140279e-013	28/11/2022 14:43:54	3161.851	1.311813e-013	28/11/2022 14:43:54	3162.065	5.455791e-014	28/11/2022 14:43:55	3163.105	3.723259e-014
28/11/2022 14:43:55	3163.318	1.071642e-011	28/11/2022 14:43:55	3163.530	9.301235e-012	28/11/2022 14:43:55	3163.743	8.861105e-014	28/11/2022 14:43:56	3164.783	3.427368e-013	28/11/2022 14:43:57	3165.823	1.311236e-013	28/11/2022 14:43:58	3166.035	3.317832e-014	28/11/2022 14:43:59	3167.075	3.076488e-014
28/11/2022 14:43:59	3167.289	1.055824e-011	28/11/2022 14:43:59	3167.502	8.823536e-012	28/11/2022 14:43:59	3167.719	6.027933e-014	28/11/2022 14:44:00	3168.760	2.978196e-013	28/11/2022 14:44:01	3169.802	1.348831e-013	28/11/2022 14:44:02	3170.015	5.836928e-014	28/11/2022 14:44:03	3171.056	2.859920e-014
28/11/2022 14:44:03	3171.269	1.088708e-011	28/11/2022 14:44:03	3171.482	8.509642e-012	28/11/2022 14:44:03	3171.695	1.396455e-013	28/11/2022 14:44:04	3172.736	3.126414e-013	28/11/2022 14:44:05	3173.776	1.502726e-013	28/11/2022 14:44:06	3173.988	3.444468e-014	28/11/2022 14:44:07	3175.030	3.164058e-014
28/11/2022 14:44:07	3175.243	1.068593e-011	28/11/2022 14:44:07	3175.457	8.841859e-012	28/11/2022 14:44:07	3175.674	8.763042e-014	28/11/2022 14:44:08	3176.715	3.208835e-013	28/11/2022 14:44:09	3177.757	1.319052e-013	28/11/2022 14:44:10	3177.970	3.715677e-014	28/11/2022 14:44:11	3179.010	2.587289e-014
28/11/2022 14:44:11	3179.223	1.111596e-011	28/11/2022 14:44:11	3179.436	8.901776e-012	28/11/2022 14:44:11	3179.648	8.935609e-014	28/11/2022 14:44:12	3180.690	3.297908e-013	28/11/2022 14:44:13	3181.729	1.454842e-013	28/11/2022 14:44:14	3181.943	4.167195e-014	28/11/2022 14:44:15	3182.983	3.149928e-014
28/11/2022 14:44:15	3183.196	1.076390e-011	28/11/2022 14:44:15	3183.408	8.933522e-012	28/11/2022 14:44:15	3183.627	5.769718e-014	28/11/2022 14:44:16	3184.669	2.996758e-013	28/11/2022 14:44:17	3185.708	1.523467e-013	28/11/2022 14:44:18	3185.921	4.026616e-014	28/11/2022 14:44:19	3186.962	2.587977e-014
28/11/2022 14:44:19	3187.175	1.103311e-011	28/11/2022 14:44:19	3187.387	9.084530e-012	28/11/2022 14:44:19	3187.600	1.047183e-013	28/11/2022 14:44:20	3188.640	2.851941e-013	28/11/2022 14:44:21	3189.682	1.325990e-013	28/11/2022 14:44:22	3189.895	2.467706e-014	28/11/2022 14:44:23	3190.935	3.291519e-014
28/11/2022 14:44:23	3191.148	1.068743e-011	28/11/2022 14:44:23	3191.360	9.172990e-012	28/11/2022 14:44:23	3191.580	4.177350e-014	28/11/2022 14:44:24	3192.623	3.011949e-013	28/11/2022 14:44:25	3193.662	1.396486e-013	28/11/2022 14:44:26	3193.876	3.662121e-014	28/11/2022 14:44:27	3194.917	3.051330e-014
28/11/2022 14:44:27	3195.129	1.096595e-011	28/11/2022 14:44:27	3195.342	8.759348e-012	28/11/2022 14:44:27	3195.562	9.038916e-014	28/11/2022 14:44:28	3196.603	3.037502e-013	28/11/2022 14:44:29	3197.643	1.621221e-013	28/11/2022 14:44:30	3197.856	4.085926e-014	28/11/2022 14:44:31	3198.896	3.116506e-014
28/11/2022 14:44:31	3199.109	1.086872e-011	28/11/2022 14:44:31	3199.322	8.739881e-012	28/11/2022 14:44:31	3199.541	6.997417e-014	28/11/2022 14:44:32	3200.581	2.818832e-013	28/11/2022 14:44:33	3201.621	1.410110e-013	28/11/2022 14:44:33	3201.835	3.232928e-014	28/11/2022 14:44:35	3202.876	2.627515e-014
28/11/2022 14:44:35	3203.089	1.085417e-011	28/11/2022 14:44:35	3203.302	8.904710e-012	28/11/2022 14:44:35	3203.520	8.594908e-014	28/11/2022 14:44:36	3204.562	3.119443e-013	28/11/2022 14:44:37	3205.601	1.259805e-013	28/11/2022 14:44:37	3205.814	3.116397e-014	28/11/2022 14:44:39	3206.856	2.819153e-014
28/11/2022 14:44:39	3207.069	1.065398e-011	28/11/2022 14:44:39	3207.281	8.786243e-012	28/11/2022 14:44:39	3207.495	7.476204e-014	28/11/2022 14:44:40	3208.535	3.276793e-013	28/11/2022 14:44:41	3209.575	1.315557e-013	28/11/2022 14:44:41	3209.789	3.005688e-014	28/11/2022 14:44:42	3210.829	3.227527e-014
28/11/2022 14:44:43	3211.042	1.073783e-011	28/11/2022 14:44:43	3211.254	8.845320e-012	28/11/2022 14:44:43	3211.472	7.227780e-014	28/11/2022 14:44:44	3212.515	3.047719e-013	28/11/2022 14:44:45	3213.555	1.456662e-013	28/11/2022 14:44:45	3213.768	5.145465e-014	28/11/2022 14:44:46	3214.810	3.001697e-014
28/11/2022 14:44:47	3215.023	1.040156e-011	28/11/2022 14:44:47	3215.237	8.919636e-012	28/11/2022 14:44:47	3215.455	5.723513e-014	28/11/2022 14:44:48	3216.495	3.139872e-013	28/11/2022 14:44:49	3217.538	1.218292e-013	28/11/2022 14:44:49	3217.752	3.014182e-014	28/11/2022 14:44:50	3218.792	2.831953e-014
28/11/2022 14:44:51	3219.004	1.126622e-011	28/11/2022 14:44:51	3219.217	8.689698e-012	28/11/2022 14:44:51	3219.430	6.796540e-014	28/11/2022 14:44:52	3220.471	3.148359e-013	28/11/2022 14:44:53	3221.510	1.402510e-013	28/11/2022 14:44:53	3221.723	2.642037e-014	28/11/2022 14:44:54	3222.764	2.789063e-014
28/11/2022 14:44:55	3222.976	1.036915e-011	28/11/2022 14:44:55	3223.189	8.613123e-012	28/11/2022 14:44:55	3223.405	1.212223e-013	28/11/2022 14:44:56	3224.446	3.405100e-013	28/11/2022 14:44:57	3225.487	1.366766e-013	28/11/2022 14:44:57	3225.700	4.182339e-014	28/11/2022 14:44:58	3226.741	2.897087e-014
28/11/2022 14:44:59	3226.954	1.071386e-011	28/11/2022 14:44:59	3227.168	8.768927e-012	28/11/2022 14:44:59	3227.386	5.694977e-014	28/11/2022 14:45:00	3228.427	3.184441e-013	28/11/2022 14:45:01	3229.468	1.341857e-013	28/11/2022 14:45:01	3229.680	4.837573e-014	28/11/2022 14:45:02	3230.720	3.116592e-014
28/11/2022 14:45:03	3230.932	1.102149e-011	28/11/2022 14:45:03	3231.144	9.237343e-012	28/11/2022 14:45:03	3231.362	5.830003e-014	28/11/2022 14:45:04	3232.404	3.002394e-013	28/11/2022 14:45:05	3233.443	1.240813e-013	28/11/2022 14:45:05	3233.655	4.304326e-014	28/11/2022 14:45:06	3234.696	2.569394e-014
28/11/2022 14:45:07	3234.909	1.069390e-011	28/11/2022 14:45:07	3235.123	9.286082e-012	28/11/2022 14:45:07	3235.342	1.016261e-013	28/11/2022 14:45:08	3236.382	3.221968e-013	28/11/2022 14:45:09	3237.425	1.264094e-013	28/11/2022 14:45:09	3237.638	2.896097e-014	28/11/2022 14:45:10	3238.677	2.838321e-014
28/11/2022 14:45:11	3238.890	1.056656e-011	28/11/2022 14:45:11	3239.102	8.743575e-012	28/11/2022 14:45:11	3239.319	4.897860e-014	28/11/2022 14:45:12	3240.360	3.089436e-013	28/11/2022 14:45:13	3241.400	1.322238e-013	28/11/2022 14:45:13	3241.613	3.436730e-014	28/11/2022 14:45:14	3242.655	2.800572e-014
28/11/2022 14:45:15	3242.868	1.100992e-011	28/11/2022 14:45:15	3243.081	9.161393e-012	28/11/2022 14:45:15	3243.294	1.028674e-013	28/11/2022 14:45:16	3244.332	3.173302e-013	28/11/2022 14:45:17	3245.373	1.348167e-013	28/11/2022 14:45:17	3245.586	3.490377e-014	28/11/2022 14:45:18	3246.624	3.532517e-014
28/11/2022 14:45:18	3246.837	1.047645e-011	28/11/2022 14:45:19	3247.050	8.918061e-012	28/11/2022 14:45:19	3247.267	9.551521e-014	28/11/2022 14:45:20	3248.308	3.159302e-013	28/11/2022 14:45:21	3249.348	1.306943e-013	28/11/2022 14:45:21	3249.561	4.689581e-014	28/11/2022 14:45:22	3250.603	3.091389e-014
28/11/2022 14:45:22	3250.816	1.051213e-011	28/11/2022 14:45:23	3251.028	8.742439e-012	28/11/2022 14:45:23	3251.246	7.121140e-014	28/11/2022 14:45:24	3252.286	2.996333e-013	28/11/2022 14:45:25	3253.327	1.447474e-013	28/11/2022 14:45:25	3253.539	3.681485e-014	28/11/2022 14:45:26	3254.580	3.034475e-014
28/11/2022 14:45:26	3254.794	1.077314e-011	28/11/2022 14:45:27	3255.007	8.945643e-012	28/11/2022 14:45:27	3255.225	9.360750e-014	28/11/2022 14:45:28	3256.266	3.184547e-013	28/11/2022 14:45:29	3257.308	1.294539e-013	28/11/2022 14:45:29	3257.521	3.822552e-014	28/11/2022 14:45:30	3258.561	2.896089e-014
28/11/2022 14:45:30	3258.778	1.051746e-011	28/11/2022 14:45:31	3258.991	8.697292e-012	28/11/2022 14:45:31	3259.210	7.077710e-014	28/11/2022 14:45:32	3260.251	3.289508e-013	28/11/2022 14:45:33	3261.292	1.538670e-013	28/11/2022 14:45:33	3261.505	7.743539e-014	28/11/2022 14:45:34	3262.548	3.599379e-014
28/11/2022 14:45:34	3262.761	1.084363e-011	28/11/2022 14:45:35	3262.974	8.704377e-012	28/11/2022 14:45:35	3263.187	7.968912e-014	28/11/2022 14:45:36	3264.227	3.174377e-013	28/11/2022 14:45:37	3265.269	1.327428e-013	28/11/2022 14:45:37	3265.483	3.760887e-014	28/11/2022 14:45:38	3266.522	3.472710e-014
28/11/2022 14:45:38	3266.734	1.052293e-011	28/11/2022 14:45:39	3266.947	8.556785e-012	28/11/2022 14:45:39	3267.159	8.328453e-014	28/11/2022 14:45:40	3268.200	3.118564e-013	28/11/2022 14:45:41	3269.241	1.233114e-013	28/11/2022 14:45:41	3269.454	3.295352e-014	28/11/2022 14:45:42	3270.495	3.149927e-014
28/11/2022 14:45:42	3270.707	1.067369e-011	28/11/2022 14:45:43	3270.920	9.017048e-012	28/11/2022 14:45:43	3271.139	8.317583e-014	28/11/2022 14:45:44	3272.178	3.317899e-013	28/11/2022 14:45:45	3273.220	1.426894e-013	28/11/2022 14:45:45	3273.433	2.443578e-014	28/11/2022 14:45:46	3274.473	2.769234e-014
28/11/2022 14:45:46	3274.686	1.086832e-011	28/11/2022 14:45:47	3274.900	8.721611e-012	28/11/2022 14:45:47	3275.113	7.179270e-014	28/11/2022 14:45:48	3276.152	2.902722e-013	28/11/2022 14:45:49	3277.194	1.423936e-013	28/11/2022 14:45:49	3277.408	2.933743e-014	28/11/2022 14:45:50	3278.449	3.339837e-014
28/11/2022 14:45:50	3278.662	1.037572e-011	28/11/2022 14:45:51	3278.875	8.764192e-012	28/11/2022 14:45:51	3279.088	6.507798e-014	28/11/2022 14:45:52	3280.131	3.490390e-013	28/11/2022 14:45:53	3281.172	1.282441e-013	28/11/2022 14:45:53	3281.384	4.260661e-014	28/11/2022 14:45:54	3282.426	3.083772e-014
28/11/2022 14:45:54	3282.639	1.056239e-011	28/11/2022 14:45:55	3282.851	9.057356e-012	28/11/2022 14:45:55	3283.068	9.180121e-014	28/11/2022 14:45:56	3284.109	3.189030e-013	28/11/2022 14:45:57	3285.154	1.452318e-013	28/11/2022 14:45:57	3285.366	4.099419e-014	28/11/2022 14:45:58	3286.406	3.295699e-014
28/11/2022 14:45:58	3286.620	1.094306e-011	28/11/2022 14:45:58	3286.833	8.942018e-012	28/11/2022 14:45:59	3287.051	5.733646e-014	28/11/2022 14:46:00	3288.093	2.887341e-013	28/11/2022 14:46:01	3289.134	1.381220e-013	28/11/2022 14:46:01	3289.347	3.081262e-014	28/11/2022 14:46:02	3290.388	3.368806e-014
28/11/2022 14:46:02	3290.601	1.022352e-011	28/11/2022 14:46:02	3290.813	8.669886e-012	28/11/2022 14:46:03	3291.030	5.833943e-014	28/11/2022 14:46:04	3292.070	3.328229e-013	28/11/2022 14:46:05	3293.112	1.420106e-013	28/11/2022 14:46:05	3293.326	3.406764e-014	28/11/2022 14:46:06	3294.366	2.933359e-014
28/11/2022 14:46:06	3294.579	1.053900e-011	28/11/2022 14:46:06	3294.792	8.928883e-012	28/11/2022 14:46:07	3295.013	6.746900e-014	28/11/2022 14:46:08	3296.054	3.148783e-013	28/11/2022 14:46:09	3297.095	1.338590e-013	28/11/2022 14:46:09	3297.308	3.977521e-014	28/11/2022 14:46:10	3298.349	2.485071e-014
28/11/2022 14:46:10	3298.561	1.106814e-011	28/11/2022 14:46:10	3298.774	9.160066e-012	28/11/2022 14:46:11	3298.992	5.425183e-014	28/11/2022 14:46:12	3300.031	2.999943e-013	28/11/2022 14:46:13	3301.070	1.434219e-013	28/11/2022 14:46:13	3301.282	2.585998e-014	28/11/2022 14:46:14	3302.324	3.310081e-014
28/11/2022 14:46:14	3302.537	1.071278e-011	28/11/2022 14:46:14	3302.750	8.891819e-012	28/11/2022 14:46:15	3302.963	9.436298e-014	28/11/2022 14:46:16	3304.004	3.040656e-013	28/11/2022 14:46:17	3305.045	1.490595e-013	28/11/2022 14:46:17	3305.258	2.694688e-014	28/11/2022 14:46:18	3306.297	3.250937e-014
28/11/2022 14:46:18	3306.510	1.076968e-011	28/11/2022 14:46:18	3306.723	9.071356e-012	28/11/2022 14:46:19	3306.935	1.002918e-013	28/11/2022 14:46:20	3307.976	3.188782e-013	28/11/2022 14:46:21	3309.017	1.264600e-013	28/11/2022 14:46:21	3309.231	3.715873e-014	28/11/2022 14:46:22	3310.273	3.366954e-014
28/11/2022 14:46:22	3310.486	1.074635e-011	28/11/2022 14:46:22	3310.699	9.027547e-012	28/11/2022 14:46:23	3310.912	8.150791e-014	28/11/2022 14:46:24	3311.951	3.228383e-013	28/11/2022 14:46:25	3312.993	1.361266e-013	28/11/2022 14:46:25	3313.205	4.506954e-014	28/11/2022 14:46:26	3314.246	3.477558e-014
28/11/2022 14:46:26	3314.458	1.077430e-011	28/11/2022 14:46:26	3314.671	8.877739e-012	28/11/2022 14:46:27	3314.889	9.975131e-014	28/11/2022 14:46:28	3315.930	3.260768e-013	28/11/2022 14:46:29	3316.971	1.182251e-013	28/11/2022 14:46:29	3317.185	3.414767e-014	28/11/2022 14:46:30	3318.225	3.290249e-014
28/11/2022 14:46:30	3318.438	1.069562e-011	28/11/2022 14:46:30	3318.651	8.994428e-012	28/11/2022 14:46:31	3318.868	6.698534e-014	28/11/2022 14:46:32	3319.910	3.408740e-013	28/11/2022 14:46:33	3320.949	1.392243e-013	28/11/2022 14:46:33	3321.162	3.623674e-014	28/11/2022 14:46:34	3322.203	3.017370e-014
28/11/2022 14:46:34	3322.416	1.061558e-011	28/11/2022 14:46:34	3322.628	8.791097e-012	28/11/2022 14:46:34	3322.841	7.169972e-014	28/11/2022 14:46:36	3323.880	3.311194e-013	28/11/2022 14:46:37	3324.922	1.393737e-013	28/11/2022 14:46:37	3325.134	4.074948e-014	28/11/2022 14:46:38	3326.175	2.837031e-014
28/11/2022 14:46:38	3326.387	1.064601e-011	28/11/2022 14:46:38	3326.600	8.906894e-012	28/11/2022 14:46:38	3326.818	7.574446e-014	28/11/2022 14:46:40	3327.858	3.128628e-013	28/11/2022 14:46:41	3328.899	1.535127e-013	28/11/2022 14:46:41	3329.112	2.909852e-014	28/11/2022 14:46:42	3330.153	3.294097e-014
28/11/2022 14:46:42	3330.366	1.054000e-011	28/11/2022 14:46:42	3330.579	8.725342e-012	28/11/2022 14:46:42	3330.798	8.236737e-014	28/11/2022 14:46:43	3331.837	2.917754e-013	28/11/2022 14:46:45	3332.878	1.273781e-013	28/11/2022 14:46:45	3333.091	2.774461e-014	28/11/2022 14:46:46	3334.131	2.879981e-014
28/11/2022 14:46:46	3334.344	1.064318e-011	28/11/2022 14:46:46	3334.557	8.958023e-012	28/11/2022 14:46:46	3334.777	7.711612e-014	28/11/2022 14:46:47	3335.818	3.359904e-013	28/11/2022 14:46:49	3336.860	1.259076e-013	28/11/2022 14:46:49	3337.074	2.943050e-014	28/11/2022 14:46:50	3338.115	3.237224e-014
28/11/2022 14:46:50	3338.328	1.056645e-011	28/11/2022 14:46:50	3338.541	8.666360e-012	28/11/2022 14:46:50	3338.759	7.617635e-014	28/11/2022 14:46:51	3339.801	3.249686e-013	28/11/2022 14:46:52	3340.842	1.421931e-013	28/11/2022 14:46:53	3341.054	4.360167e-014	28/11/2022 14:46:54	3342.095	3.336197e-014
28/11/2022 14:46:54	3342.309	1.061446e-011	28/11/2022 14:46:54	3342.522	9.151806e-012	28/11/2022 14:46:54	3342.736	1.009815e-013	28/11/2022 14:46:55	3343.776	3.228081e-013	28/11/2022 14:46:56	3344.818	1.341262e-013	28/11/2022 14:46:57	3345.031	4.908861e-014	28/11/2022 14:46:58	3346.073	3.377857e-014
28/11/2022 14:46:58	3346.285	1.078304e-011	28/11/2022 14:46:58	3346.498	8.520884e-012	28/11/2022 14:46:58	3346.716	8.531490e-014	28/11/2022 14:46:59	3347.758	3.046731e-013	28/11/2022 14:47:00	3348.798	1.335028e-013	28/11/2022 14:47:01	3349.011	1.987616e-014	28/11/2022 14:47:02	3350.053	3.256765e-014
28/11/2022 14:47:02	3350.266	1.053315e-011	28/11/2022 14:47:02	3350.478	8.903709e-012	28/11/2022 14:47:02	3350.701	8.929127e-014	28/11/2022 14:47:03	3351.742	2.915385e-013	28/11/2022 14:47:04	3352.785	1.363656e-013	28/11/2022 14:47:05	3352.998	5.636242e-014	28/11/2022 14:47:06	3354.039	2.403062e-014
28/11/2022 14:47:06	3354.252	1.045643e-011	28/11/2022 14:47:06	3354.466	8.809399e-012	28/11/2022 14:47:06	3354.689	7.154455e-014	28/11/2022 14:47:07	3355.731	3.078318e-013	28/11/2022 14:47:08	3356.772	1.517712e-013	28/11/2022 14:47:09	3356.985	4.454944e-014	28/11/2022 14:47:10	3358.027	3.291164e-014
28/11/2022 14:47:10	3358.239	1.076155e-011	28/11/2022 14:47:10	3358.451	8.621787e-012	28/11/2022 14:47:10	3358.678	8.735816e-014	28/11/2022 14:47:11	3359.718	3.010932e-013	28/11/2022 14:47:12	3360.759	1.362129e-013	28/11/2022 14:47:13	3360.971	3.662608e-014	28/11/2022 14:47:14	3362.012	2.500514e-014
28/11/2022 14:47:14	3362.225	1.028732e-011	28/11/2022 14:47:14	3362.438	8.844526e-012	28/11/2022 14:47:14	3362.655	7.042598e-014	28/11/2022 14:47:15	3363.695	3.146317e-013	28/11/2022 14:47:16	3364.736	1.504712e-013	28/11/2022 14:47:17	3364.949	2.308251e-014	28/11/2022 14:47:18	3365.991	3.388093e-014
28/11/2022 14:47:18	3366.204	1.072295e-011	28/11/2022 14:47:18	3366.416	9.076357e-012	28/11/2022 14:47:18	3366.634	8.554618e-014	28/11/2022 14:47:19	3367.675	2.914527e-013	28/11/2022 14:47:20	3368.715	1.593775e-013	28/11/2022 14:47:21	3368.928	2.678098e-014	28/11/2022 14:47:22	3369.971	3.370075e-014
28/11/2022 14:47:22	3370.184	1.046796e-011	28/11/2022 14:47:22	3370.397	8.909188e-012	28/11/2022 14:47:22	3370.617	7.982528e-014	28/11/2022 14:47:23	3371.656	3.435948e-013	28/11/2022 14:47:24	3372.698	1.278734e-013	28/11/2022 14:47:25	3372.911	3.802230e-014	28/11/2022 14:47:26	3373.949	3.203784e-014
28/11/2022 14:47:26	3374.161	1.062423e-011	28/11/2022 14:47:26	3374.373	8.970663e-012	28/11/2022 14:47:26	3374.586	7.570368e-014	28/11/2022 14:47:27	3375.625	3.158791e-013	28/11/2022 14:47:28	3376.666	1.514701e-013	28/11/2022 14:47:29	3376.879	5.578295e-014	28/11/2022 14:47:30	3377.920	2.997122e-014
28/11/2022 14:47:30	3378.133	1.070382e-011	28/11/2022 14:47:30	3378.346	8.674746e-012	28/11/2022 14:47:30	3378.567	8.909523e-014	28/11/2022 14:47:31	3379.607	2.996416e-013	28/11/2022 14:47:32	3380.647	1.396202e-013	28/11/2022 14:47:33	3380.860	5.919591e-014	28/11/2022 14:47:34	3381.900	2.769732e-014
28/11/2022 14:47:34	3382.113	1.059074e-011	28/11/2022 14:47:34	3382.326	9.004601e-012	28/11/2022 14:47:34	3382.545	6.176886e-014	28/11/2022 14:47:35	3383.585	3.136563e-013	28/11/2022 14:47:36	3384.626	1.422769e-013	28/11/2022 14:47:36	3384.839	4.109074e-014	28/11/2022 14:47:38	3385.880	3.399478e-014
28/11/2022 14:47:38	3386.093	1.037927e-011	28/11/2022 14:47:38	3386.305	9.130101e-012	28/11/2022 14:47:38	3386.523	6.114646e-014	28/11/2022 14:47:39	3387.564	3.102831e-013	28/11/2022 14:47:40	3388.604	1.345836e-013	28/11/2022 14:47:40	3388.817	3.200581e-014	28/11/2022 14:47:42	3389.858	3.315095e-014
28/11/2022 14:47:42	3390.071	1.073475e-011	28/11/2022 14:47:42	3390.284	8.769141e-012	28/11/2022 14:47:42	3390.502	9.859146e-014	28/11/2022 14:47:43	3391.541	3.430190e-013	28/11/2022 14:47:44	3392.582	1.447950e-013	28/11/2022 14:47:44	3392.795	4.001933e-014	28/11/2022 14:47:45	3393.834	2.924100e-014
28/11/2022 14:47:46	3394.047	1.077892e-011	28/11/2022 14:47:46	3394.261	9.059270e-012	28/11/2022 14:47:46	3394.478	6.255729e-014	28/11/2022 14:47:47	3395.518	3.280098e-013	28/11/2022 14:47:48	3396.558	1.512307e-013	28/11/2022 14:47:48	3396.771	4.159440e-014	28/11/2022 14:47:49	3397.813	3.593512e-014
28/11/2022 14:47:50	3398.026	1.061009e-011	28/11/2022 14:47:50	3398.239	8.886581e-012	28/11/2022 14:47:50	3398.457	5.096345e-014	28/11/2022 14:47:51	3399.499	3.151276e-013	28/11/2022 14:47:52	3400.542	1.569836e-013	28/11/2022 14:47:52	3400.754	3.403987e-014	28/11/2022 14:47:53	3401.794	3.260574e-014
